"Global_Index", "x_coord", "y_coord", "Pressure", "Pressure_Coefficient", "Mach_Number"
199, 1.000000000000000e+00, 0.000000000000000e+00, 1.272387063434899e+00, 6.080068380243282e-01, 4.540818517906584e-01
0, 9.997500181200000e-01, -3.633649522400107e-05, 1.286598853216687e+00, 6.397295830729610e-01, 4.826882276884414e-01
1, 9.990000128750000e-01, -1.457287085826302e-04, 1.265720227776262e+00, 5.931255084291558e-01, 5.049186909304493e-01
2, 9.977599978450000e-01, -3.303104030095222e-04, 1.256212685643754e+00, 5.719033161690930e-01, 5.170220876646455e-01
3, 9.960200190539999e-01, -6.049839458485253e-04, 1.253159847182902e+00, 5.650889446046929e-01, 5.215674807515892e-01
4, 9.937800168990000e-01, -1.001064519115529e-03, 1.252012827769120e+00, 5.625286334132144e-01, 5.231664619846278e-01
5, 9.910500049590000e-01, -1.569524652953826e-03, 1.248088790682730e+00, 5.537696220596657e-01, 5.279404339183704e-01
6, 9.878399968150000e-01, -2.375116746328820e-03, 1.235732731914621e+00, 5.261891337379927e-01, 5.410329139836334e-01
7, 9.841300249100000e-01, -3.485160675019776e-03, 1.210385839762443e+00, 4.696112494697393e-01, 5.675105162281258e-01
8, 9.799500107769999e-01, -4.916643682258331e-03, 1.167970194183556e+00, 3.749334691597229e-01, 6.110786133680208e-01
9, 9.752799868580000e-01, -6.637403835151832e-03, 1.107533088781761e+00, 2.400292160307174e-01, 6.725576848448028e-01
10, 9.701499938960000e-01, -8.524345877434556e-03, 1.029523903992525e+00, 6.590157141188721e-02, 7.517484979257930e-01
11, 9.645400047300000e-01, -1.042083851696178e-02, 9.228880905048311e-01, -1.721247979802877e-01, 8.606748191837578e-01
12, 9.584699869160000e-01, -1.215204257770333e-02, 8.216250098257672e-01, -3.981584602103410e-01, 9.704962448646489e-01
13, 9.519400000570000e-01, -1.360063250378232e-02, 7.868783869169443e-01, -4.757178863461064e-01, 1.016682785528671e+00
14, 9.449599981310000e-01, -1.473324147659959e-02, 8.119212737248189e-01, -4.198185854356721e-01, 9.944153406608539e-01
15, 9.375399947170000e-01, -1.560647746446234e-02, 8.654495131739794e-01, -3.003359080937959e-01, 9.366223349501229e-01
16, 9.296900033950000e-01, -1.633786115950183e-02, 9.204094418844008e-01, -1.776574957937483e-01, 8.794078593892201e-01
17, 9.214000105860000e-01, -1.706358761095082e-02, 9.596851128752024e-01, -8.998858733213747e-02, 8.394466192997448e-01
18, 9.126999974250000e-01, -1.789381143651114e-02, 9.801058470766351e-01, -4.440659134679674e-02, 8.180345799795973e-01
19, 9.035800099370001e-01, -1.889618408785499e-02, 9.836619870864657e-01, -3.646877882485339e-02, 8.137653334291368e-01
20, 8.940600156780000e-01, -2.008402545838009e-02, 9.735361781247176e-01, -5.907103097161250e-02, 8.235383589658986e-01
