"PointID"	"x"	"y"	"Conservative_1"	"Conservative_2"	"Conservative_3"	"Conservative_4"	"Pressure"	"Temperature"	"C<sub>p</sub>"	"Mach"
0	9.997500181200000e-01	-3.633242219078640e-05	1.199827842196009e+00	7.196143572549685e-01	1.010143369582985e-01	3.446404985887126e+00	1.290541246566211e+00	1.075605350351074e+00	6.485295682281504e-01	4.935459205106253e-01	
1	9.990000128750000e-01	-1.454719723828848e-04	1.181590364043849e+00	7.459927365073663e-01	1.066715506717023e-01	3.400761605340006e+00	1.264182669593684e+00	1.069899271408387e+00	5.896934589144722e-01	5.211075979329501e-01	
2	9.977599978450000e-01	-3.275034664112965e-04	1.171155476404308e+00	7.640975591601784e-01	1.128645598526956e-01	3.375447558530029e+00	1.248299554664289e+00	1.065870057233416e+00	5.542400773756446e-01	5.398895387378554e-01	
3	9.960200190539999e-01	-5.899059547824427e-04	1.164703184372995e+00	7.749249342168426e-01	1.197547966566949e-01	3.359895606645007e+00	1.238377718238940e+00	1.063256059444542e+00	5.320931210690629e-01	5.518058839654800e-01	
4	9.937800168990000e-01	-9.470177627552372e-04	1.160116688741097e+00	7.808372196245567e-01	1.301560338558719e-01	3.348712515329047e+00	1.231453225745784e+00	1.061490829066599e+00	5.166366646111250e-01	5.597418652625648e-01	
5	9.910500049590000e-01	-1.421881509677155e-03	1.155639006527024e+00	7.856304695950143e-01	1.447509252959945e-01	3.337808531539991e+00	1.224679223465964e+00	1.059742027180635e+00	5.015161238079554e-01	5.675200962606499e-01	
6	9.878399968150000e-01	-2.045023180081170e-03	1.148744520640645e+00	7.914533452370639e-01	1.631932879037960e-01	3.320687722275950e+00	1.214580453563679e+00	1.057311205181043e+00	4.789742267046417e-01	5.781996534545485e-01	
7	9.841300249100000e-01	-2.852689288452059e-03	1.137820989269585e+00	8.011302870124360e-01	1.835718046180195e-01	3.293485021223123e+00	1.198656816858959e+00	1.053466958478616e+00	4.434303947744618e-01	5.947944957941327e-01	
8	9.799500107769999e-01	-3.857141444959224e-03	1.121639288219841e+00	8.161434140250051e-01	2.027405925601349e-01	3.253111555183940e+00	1.175144577691140e+00	1.047702759731445e+00	3.909477180605814e-01	6.190602995685596e-01	
9	9.752799868580000e-01	-5.055506431483520e-03	1.100290452782825e+00	8.365445821296840e-01	2.167815278139968e-01	3.199797598928610e+00	1.144172870584317e+00	1.039882576178413e+00	3.218144432685638e-01	6.509369912986585e-01	
10	9.701499938960000e-01	-6.400986098347359e-03	1.075014715751269e+00	8.606177448533338e-01	2.225166103167783e-01	3.136563493682270e+00	1.107617820172704e+00	1.030328054066358e+00	2.402183485997858e-01	6.884872108821659e-01	
11	9.645400047300000e-01	-7.835150167683299e-03	1.048424565203336e+00	8.850372061120662e-01	2.183723984592255e-01	3.069801479852621e+00	1.069401345408452e+00	1.020007906053830e+00	1.549137174295811e-01	7.275982083061140e-01	
12	9.584699869160000e-01	-9.282734982080158e-03	1.024886450643858e+00	9.061647336329093e-01	2.053185136478139e-01	3.010528124832478e+00	1.035745715827391e+00	1.010595578833842e+00	7.978954425756982e-02	7.621666528603569e-01	
