"Global_Index", "x_coord", "y_coord", "Pressure", "Pressure_Coefficient", "Mach_Number"
199, 1.000000000000000e+00, 0.000000000000000e+00, 1.316188652029553e+00, 7.057782411373960e-01, 3.691805794340756e-01
0, 9.997500181200000e-01, -3.633629069224024e-05, 1.326908717069946e+00, 7.297069577454158e-01, 3.828566716957228e-01
1, 9.990000128750000e-01, -1.457161831097492e-04, 1.317067137061902e+00, 7.077391452274600e-01, 4.109115399665295e-01
2, 9.977599978450000e-01, -3.301809216226233e-04, 1.307742556307646e+00, 6.869253489009959e-01, 4.213677053604069e-01
3, 9.960200190539999e-01, -6.043541039367102e-04, 1.305201035140059e+00, 6.812523105804882e-01, 4.259063151293785e-01
4, 9.937800168990000e-01, -9.991695365788259e-04, 1.303881698854185e+00, 6.783073635138064e-01, 4.276388062533921e-01
5, 9.910500049590000e-01, -1.565814407190676e-03, 1.301819195557582e+00, 6.737035615124592e-01, 4.307074040168852e-01
6, 9.878399968150000e-01, -2.371554649880724e-03, 1.294320207882331e+00, 6.569647497373461e-01, 4.379719040749358e-01
7, 9.841300249100000e-01, -3.491355378055118e-03, 1.279430239700363e+00, 6.237282136168806e-01, 4.554483163537648e-01
8, 9.799500107769999e-01, -4.957971055330223e-03, 1.255228746971697e+00, 5.697070244903950e-01, 4.808713368677550e-01
9, 9.752799868580000e-01, -6.765263200690748e-03, 1.219836060325863e+00, 4.907054917988016e-01, 5.236536088645455e-01
10, 9.701499938960000e-01, -8.823640039498589e-03, 1.177319109687271e+00, 3.958015841233719e-01, 5.682353419882259e-01
11, 9.645400047300000e-01, -1.101356973443617e-02, 1.128832182716698e+00, 2.875718364212010e-01, 6.256591112962271e-01
12, 9.584699869160000e-01, -1.318908903608857e-02, 1.086580613540016e+00, 1.932602980803939e-01, 6.727817884140073e-01
13, 9.519400000570000e-01, -1.524663827131745e-02, 1.055603969273385e+00, 1.241160028423781e-01, 7.103937747974768e-01
14, 9.449599981310000e-01, -1.714447642469275e-02, 1.045300730702106e+00, 1.011177024600586e-01, 7.240035452105558e-01
15, 9.375399947170000e-01, -1.890989371352298e-02, 1.046170155183473e+00, 1.030583821059675e-01, 7.251737057017237e-01
16, 9.296900033950000e-01, -2.061680121273815e-02, 1.054373493473435e+00, 1.213694050746317e-01, 7.173529280048921e-01
17, 9.214000105860000e-01, -2.235579662254902e-02, 1.058371704921028e+00, 1.302939841987226e-01, 7.116491895874109e-01
18, 9.126999974250000e-01, -2.419176219188326e-02, 1.058412975403158e+00, 1.303861058106199e-01, 7.104634275201963e-01
19, 9.035800099370001e-01, -2.616423701765321e-02, 1.047568975688443e+00, 1.061807493045612e-01, 7.197458298419279e-01
20, 8.940600156780000e-01, -2.827067872850473e-02, 1.037246170015073e+00, 8.313877235507371e-02, 7.304910362907384e-01
21, 8.841500282290000e-01, -3.048319398522399e-02, 1.029425611340865e+00, 6.568216817157334e-02, 7.409106621899748e-01
22, 8.738499879840000e-01, -3.276105082744676e-02, 1.023875512577801e+00, 5.329355486116236e-02, 7.547764157079097e-01
23, 8.631799817090000e-01, -3.505536271401356e-02, 1.054586511517783e+00, 1.218448917807667e-01, 7.239625048454672e-01
24, 8.521599769590000e-01, -3.732202894472012e-02, 1.045108933069791e+00, 1.006895827450685e-01, 7.313990257690616e-01
25, 8.407700061800000e-01, -3.953385976801679e-02, 1.034819125828454e+00, 7.772126300994205e-02, 7.348017505387703e-01
26, 8.290500044819999e-01, -4.166200416827558e-02, 9.469235694183845e-01, -1.184741754053917e-01, 7.956875241517687e-01
27, 8.170099854470000e-01, -4.369383111937135e-02, 7.942954567290621e-01, -4.591619269440578e-01, 9.527893600336393e-01
28, 8.046399950980000e-01, -4.562805110188293e-02, 6.772496004186113e-01, -7.204249990655999e-01, 1.074464773937029e+00
29, 7.919700145720000e-01, -4.746329162684390e-02, 5.824120183786482e-01, -9.321160304048032e-01, 1.243281136357314e+00
