SENS_AOA=0.000131608082801557
"Point","Sensitivity","PsiRho","Phi_x","Phi_y","PsiE","x_coord","y_coord"
199, 1.574549738585680e-02, -2.853797847764168e-01, 2.751771640707099e-01, -1.539441327379697e-01, -7.625292848479634e-02, 1.000000000000000e+00, 0.000000000000000e+00
0, -1.712592200787106e-01, -2.162091334177065e-01, 1.986599864351700e-01, -1.112834897280053e-01, -3.937571099365228e-02, 9.997500181200000e-01, -3.633566807451933e-05
1, 4.856742585485437e-02, -2.346738685274138e-01, 2.679790958143486e-01, -9.559580709581482e-02, -5.477942774696311e-02, 9.990000128750000e-01, -1.456765613530968e-04
2, 3.502808581108825e-03, -2.346045929798689e-01, 2.879551717196935e-01, -9.345723506365079e-02, -5.657947023663391e-02, 9.977599978450000e-01, -3.297400756537181e-04
3, 3.794233204829135e-03, -2.357320861542909e-01, 3.003541632511606e-01, -9.738965447258183e-02, -5.769453216914834e-02, 9.960200190539999e-01, -6.019185995692590e-04
4, 4.779731005397652e-03, -2.379297357298098e-01, 3.114327372445693e-01, -1.097461426371259e-01, -5.877809868648817e-02, 9.937800168990000e-01, -9.900672985660515e-04
5, 4.217205318144898e-03, -2.360862461631652e-01, 3.158926607121083e-01, -1.309947394187428e-01, -5.863707298918987e-02, 9.910500049590000e-01, -1.539444588625508e-03
6, 4.320365866801608e-03, -2.263785681347351e-01, 3.091572820822628e-01, -1.604713655734823e-01, -5.639656929206931e-02, 9.878399968150000e-01, -2.307744844207360e-03
7, 4.873491489118962e-03, -2.046845976765103e-01, 2.856502424365359e-01, -1.959483786008658e-01, -5.104932762315492e-02, 9.841300249100000e-01, -3.355756444672189e-03
8, 4.810905175284871e-03, -1.670002822758067e-01, 2.403055556158770e-01, -2.336648764908181e-01, -4.163274931474725e-02, 9.799500107769999e-01, -4.699160803982313e-03
9, 4.589369957116717e-03, -1.098726574200338e-01, 1.692904834259992e-01, -2.677771458300277e-01, -2.727229904414366e-02, 9.752799868580000e-01, -6.311306143787438e-03
10, 1.368447245324296e-02, -3.250462087366720e-02, 7.300246869793064e-02, -2.903746570388506e-01, -7.710839898889699e-03, 9.701499938960000e-01, -8.084270819530648e-03
11, 1.822119838735867e-02, 6.137309710197561e-02, -4.127187023566834e-02, -2.929768425607646e-01, 1.612714406656000e-02, 9.645400047300000e-01, -9.881396109701715e-03
12, -1.672423005702925e-02, 1.582442236228959e-01, -1.562597264593891e-01, -2.686629427491666e-01, 4.080537359149469e-02, 9.584699869160000e-01, -1.154883405282879e-02
13, -4.700165478892256e-02, 2.259770649835655e-01, -2.385849845055825e-01, -2.183555041667685e-01, 5.813099406888923e-02, 9.519400000570000e-01, -1.298353422434572e-02
14, -1.897060707536390e-02, 2.273402595387838e-01, -2.491991246451334e-01, -1.595713473587710e-01, 5.851834499248371e-02, 9.449599981310000e-01, -1.415580887312944e-02
15, 1.834568860410164e-02, 1.674392389639185e-01, -1.894313912486803e-01, -1.161678995493479e-01, 4.299357218155058e-02, 9.375399947170000e-01, -1.511474276084772e-02
16, 2.017711132038965e-02, 9.665371044765159e-02, -1.120200765870168e-01, -9.586258569509475e-02, 2.467075848106423e-02, 9.296900033950000e-01, -1.596247178144459e-02
17, 6.608044697834709e-03, 5.076916212020129e-02, -5.930858642103543e-02, -9.229895358900986e-02, 1.296755366881113e-02, 9.214000105860000e-01, -1.681742732192775e-02
18, 1.037243416195251e-03, 3.083612387919898e-02, -3.484929481975152e-02, -9.907538495007596e-02, 7.903285419898095e-03, 9.126999974250000e-01, -1.777341748827038e-02
19, 1.592688432585345e-03, 2.915986761115078e-02, -3.096878371959542e-02, -1.111522286394094e-01, 7.422720330038238e-03, 9.035800099370001e-01, -1.888735740108670e-02
20, 1.741034191714214e-03, 4.195340107275287e-02, -4.386815130657613e-02, -1.238763939071684e-01, 1.063354158809518e-02, 8.940600156780000e-01, -2.016730385410432e-02
21, 3.164423236603329e-04, 6.678548548732370e-02, -7.077383274974490e-02, -1.340025297128125e-01, 1.692885152678332e-02, 8.841500282290000e-01, -2.158491546576893e-02
22, -1.286287919962281e-03, 1.005941805980237e-01, -1.079299982982889e-01, -1.396610609812879e-01, 2.553001757201410e-02, 8.738499879840000e-01, -2.309013270723946e-02
23, 1.236642850342669e-03, 1.401204119282347e-01, -1.513242407759334e-01, -1.400778741267187e-01, 3.557749529442312e-02, 8.631799817090000e-01, -2.462128904633954e-02
24, 1.055858406396611e-02, 1.822365552578375e-01, -1.971948307062031e-01, -1.353466174923071e-01, 4.628348586063447e-02, 8.521599769590000e-01, -2.611993153718702e-02
