"Global_Index", "x_coord", "y_coord", "Pressure", "Pressure_Coefficient", "Mach_Number"
199, 1.000000000000000e+00, 0.000000000000000e+00, 1.243220778841977e+00, 5.429035242008423e-01, 4.445340722866121e-01
0, 9.997500181200000e-01, -3.632247709090753e-05, 1.255621694739214e+00, 5.705841400428880e-01, 4.859636264476987e-01
1, 9.990000128750000e-01, -1.448452266695129e-04, 1.226753261517703e+00, 5.061456730305871e-01, 5.299830334029770e-01
2, 9.977599978450000e-01, -3.206536767356943e-04, 1.200917693328499e+00, 4.484769940368273e-01, 5.595776667058371e-01
3, 9.960200190539999e-01, -5.531329578221935e-04, 1.177658317206992e+00, 3.965587437656069e-01, 5.878229789069277e-01
4, 9.937800168990000e-01, -8.153266927893022e-04, 1.160113426949338e+00, 3.573960422976291e-01, 6.087753743608335e-01
5, 9.910500049590000e-01, -1.062626917606792e-03, 1.152898309731162e+00, 3.412908699356291e-01, 6.198081594007018e-01
6, 9.878399968150000e-01, -1.243455610878070e-03, 1.160885898014894e+00, 3.591203080689602e-01, 6.149446229257564e-01
7, 9.841300249100000e-01, -1.321535672884041e-03, 1.185959698507233e+00, 4.150886127393592e-01, 5.905921699464634e-01
8, 9.799500107769999e-01, -1.303893668004215e-03, 1.220461215692136e+00, 4.921009278842325e-01, 5.554854017174286e-01
9, 9.752799868580000e-01, -1.269994959945805e-03, 1.257150187717969e+00, 5.739959547276088e-01, 5.130199917201957e-01
10, 9.701499938960000e-01, -1.374946591613382e-03, 1.284478370619628e+00, 6.349963629902403e-01, 4.796870721167353e-01
11, 9.645400047300000e-01, -1.821478923806757e-03, 1.299893403323524e+00, 6.694049181328663e-01, 4.575952242402608e-01
12, 9.584699869160000e-01, -2.801903518859656e-03, 1.298797697166303e+00, 6.669591454604971e-01, 4.539168658441849e-01
13, 9.519400000570000e-01, -4.438008388350002e-03, 1.282627404728035e+00, 6.308647426965073e-01, 4.702115786100187e-01
14, 9.449599981310000e-01, -6.736763079397793e-03, 1.250537238263408e+00, 5.592349068379641e-01, 5.022814555054124e-01
15, 9.375399947170000e-01, -9.587402722680561e-03, 1.202769508203672e+00, 4.526105093831955e-01, 5.554177696112468e-01
16, 9.296900033950000e-01, -1.279449557323100e-02, 1.144286277264351e+00, 3.220675831793543e-01, 6.159152394681789e-01
17, 9.214000105860000e-01, -1.613773723784196e-02, 1.077933924321277e+00, 1.739596525028497e-01, 6.898267387969126e-01
18, 9.126999974250000e-01, -1.939674380603206e-02, 9.981861358169906e-01, -4.048803979931784e-03, 7.719823698438687e-01
19, 9.035800099370001e-01, -2.241657258630991e-02, 9.026739929342497e-01, -2.172455514860499e-01, 8.753295899041873e-01
20, 8.940600156780000e-01, -2.509494383940198e-02, 8.245037183181356e-01, -3.917327716113044e-01, 9.604386732235878e-01
21, 8.841500282290000e-01, -2.739466817241170e-02, 7.768249429400125e-01, -4.981586095089007e-01, 1.024192058661471e+00
22, 8.738499879840000e-01, -2.932852813314865e-02, 7.761243592601230e-01, -4.997224123657968e-01, 1.029796616799865e+00
