"PointID"	"x"	"y"	"Conservative_1"	"Conservative_2"	"Conservative_3"	"Conservative_4"	"Pressure"	"Temperature"	"C<sub>p</sub>"	"Mach"
0	9.997500181200000e-01	-3.633245087722757e-05	1.199854376182061e+00	7.195047122774307e-01	1.010167747293344e-01	3.446459734512257e+00	1.290591312330825e+00	1.075623290584220e+00	6.486413221670192e-01	4.934573761585826e-01	
1	9.990000128750000e-01	-1.454737849191017e-04	1.181660225832154e+00	7.458329719305959e-01	1.066586967183644e-01	3.400925452204798e+00	1.264294695358195e+00	1.069930820822753e+00	5.899435164245436e-01	5.209584903807480e-01	
2	9.977599978450000e-01	-3.275233715173844e-04	1.171276565749795e+00	7.638653979480886e-01	1.128597738704523e-01	3.375738151735338e+00	1.248487081110382e+00	1.065919969389263e+00	5.546586631928172e-01	5.396600806296477e-01	
3	9.960200190539999e-01	-5.900136575910252e-04	1.164883929685387e+00	7.746071904707125e-01	1.197786440800346e-01	3.360333969749921e+00	1.238652997525181e+00	1.063327397657308e+00	5.327075837615652e-01	5.514833832940675e-01	
4	9.937800168990000e-01	-9.474081220721375e-04	1.160357703029415e+00	7.804262392679513e-01	1.302396774567657e-01	3.349299876448749e+00	1.231817450016517e+00	1.061584239756877e+00	5.174496652154404e-01	5.593241392125704e-01	
5	9.910500049590000e-01	-1.422965258433267e-03	1.155932406248647e+00	7.851327759575927e-01	1.449334224597882e-01	3.338525858436922e+00	1.225120300568984e+00	1.059854619479762e+00	5.025006709129115e-01	5.670218163277801e-01	
6	9.878399968150000e-01	-2.047502166751019e-03	1.149072601824581e+00	7.908871624424461e-01	1.635109478677722e-01	3.321491290098852e+00	1.215072212570254e+00	1.057437285199276e+00	4.800719030586032e-01	5.776494481072552e-01	
7	9.841300249100000e-01	-2.857592683352911e-03	1.138158064440721e+00	8.005265688775840e-01	1.840499521037548e-01	3.294311194803980e+00	1.199161478031087e+00	1.053598366954719e+00	4.445568706051041e-01	5.942329636993088e-01	
8	9.799500107769999e-01	-3.865718984661815e-03	1.121952638657500e+00	8.155464581548590e-01	2.033890597388535e-01	3.253879599838470e+00	1.175613701249649e+00	1.047828277899822e+00	3.919948688608242e-01	6.185393021385520e-01	
9	9.752799868580000e-01	-5.069085653791832e-03	1.100542461125813e+00	8.360034968647829e-01	2.175872723109035e-01	3.200414058815390e+00	1.144551397959890e+00	1.039988404253897e+00	3.226593704461841e-01	6.505129675666040e-01	
10	9.701499938960000e-01	-6.420693127629881e-03	1.075167208798066e+00	8.601783844745977e-01	2.234429276054778e-01	3.136933102597793e+00	1.107850308763831e+00	1.030398155466722e+00	2.407372963478359e-01	6.882167469756341e-01	
11	9.645400047300000e-01	-7.861769959383577e-03	1.048440507939722e+00	8.847303219163458e-01	2.193654392024154e-01	3.069829979576207e+00	1.069435838325807e+00	1.020025294928124e+00	1.549907105486766e-01	7.275334752610358e-01	
12	9.584699869160000e-01	-9.316583345477298e-03	1.024743056006827e+00	9.059926706717696e-01	2.063136451034119e-01	3.010154260603764e+00	1.035553504179876e+00	1.010549423203876e+00	7.936050040150798e-02	7.623339002545583e-01	
13	9.519400000570000e-01	-1.072945848122977e-02	1.008097595064695e+00	9.215671706904019e-01	1.880935108744715e-01	2.968216389179411e+00	1.011774735534821e+00	1.003647603652789e+00	2.628289181879787e-02	7.871042438976686e-01	
14	9.449599981310000e-01	-1.207226091252937e-02	9.996528486131462e-01	9.308577699720241e-01	1.694545090831551e-01	2.946968187847972e+00	9.996828950920832e-01	1.000030056913236e+00	-7.078234551714504e-04	7.999133724095541e-01	
15	9.375399947170000e-01	-1.334936044122159e-02	9.975607282816772e-01	9.348596942092079e-01	1.540856115352490e-01	2.941693836775356e+00	9.966975098177342e-01	9.991346707629221e-01	-7.371629871129028e-03	8.030663924770072e-01	
16	9.296900033950000e-01	-1.458814838070450e-02	9.986575334435814e-01	9.356349769518029e-01	1.436359159096620e-01	2.944408056901065e+00	9.983135002223981e-01	9.996555043048673e-01	-3.764508432147177e-03	8.012331471883949e-01	
17	9.214000105860000e-01	-1.582702905902774e-02	1.000093087338769e+00	9.352867490643164e-01	1.378657108652329e-01	2.947947263057807e+00	1.000441891934495e+00	1.000348772129456e+00	9.863659252112062e-04	7.987894093348595e-01	
18	9.126999974250000e-01	-1.709332583570754e-02	1.000108496755767e+00	9.352804836109669e-01	1.354183416467175e-01	2.947891540319938e+00	1.000558451393852e+00	1.000449905824763e+00	1.246543289849007e-03	7.984325761140760e-01	
19	9.035800099370001e-01	-1.840810358843292e-02	9.981005362541487e-01	9.362302126610574e-01	1.346549902582902e-01	2.942710597835026e+00	9.978119223675117e-01	9.997108368584591e-01	-4.884101858232800e-03	8.010382519273628e-01	
20	8.940600156780000e-01	-1.977497248386042e-02	9.942916629600158e-01	9.381894838970353e-01	1.342750248334237e-01	2.932973021782087e+00	9.925119842221926e-01	9.982101039321553e-01	-1.671432093260590e-02	8.063151312999611e-01	
21	8.841500282290000e-01	-2.118926186405562e-02	9.892426792438331e-01	9.408558993732491e-01	1.335130322492916e-01	2.920087568128992e+00	9.854639408815429e-01	9.961801705066158e-01	-3.244656053227037e-02	8.134233132379307e-01	
22	8.738499879840000e-01	-2.264270816957354e-02	9.835423019717799e-01	9.438524927624696e-01	1.320840474748799e-01	2.905533418423869e+00	9.775128777474276e-01	9.938696849009295e-01	-5.019446931377775e-02	8.214738894441442e-01	
23	8.631799817090000e-01	-2.412316294500897e-02	9.776645186907602e-01	9.468881554021451e-01	1.300171942693279e-01	2.890510669252403e+00	9.693300113108730e-01	9.914750845299694e-01	-6.845979618108697e-02	8.297741355680457e-01	
24	8.521599769590000e-01	-2.561994655475267e-02	9.718879849478678e-01	9.497765715537753e-01	1.274826882331210e-01	2.875723448445060e+00	9.613113518904536e-01	9.891174361436506e-01	-8.635858953023755e-02	8.379046580095429e-01	
25	8.407700061800000e-01	-2.712991007678178e-02	9.663227928056609e-01	9.524524823292801e-01	1.246814465149106e-01	2.861455000716819e+00	9.536083005934353e-01	9.868423964467301e-01	-1.035529004610820e-01	8.457125080254158e-01	
26	8.290500044819999e-01	-2.864381582333738e-02	9.609589681497620e-01	9.549117435083961e-01	1.217476059051667e-01	2.847680182222423e+00	9.462066232396215e-01	9.846483092420224e-01	-1.200745016972735e-01	8.532085709853058e-01	
27	8.170099854470000e-01	-3.015783963284593e-02	9.557485575852923e-01	9.571970914427460e-01	1.187703103659723e-01	2.834283899443732e+00	9.390320923335078e-01	9.825095574363004e-01	-1.360890796127058e-01	8.604845409857189e-01	
28	8.046399950980000e-01	-3.167117865046339e-02	9.506258543868240e-01	9.593192171692353e-01	1.157748670093061e-01	2.821092759745920e+00	9.319986889420496e-01	9.804053662554875e-01	-1.517886407543535e-01	8.676139859098909e-01	
29	7.919700145720000e-01	-3.317818651459965e-02	9.455590194769147e-01	9.613108143954672e-01	1.127482450757940e-01	2.808029494774285e+00	9.250579800423522e-01	9.783186041143116e-01	-1.672812945483210e-01	8.746569060197593e-01	
30	7.790099978450000e-01	-3.467560540073597e-02	9.405317930283693e-01	9.632070441936814e-01	1.096786307428394e-01	2.795059764693776e+00	9.181801113365625e-01	9.762350599336600e-01	-1.826336800523158e-01	8.816625164650190e-01	
31	7.657799720760000e-01	-3.615881540382506e-02	9.354998129105593e-01	9.649999889362706e-01	1.065449447257079e-01	2.782061782632800e+00	9.113117269711605e-01	9.741442108212253e-01	-1.979648951536597e-01	8.886669404585578e-01	
