SENS_AOA=0.000527281192022066
"Point","Sensitivity","PsiRho","Phi_x","Phi_y","PsiE","x_coord","y_coord"
149, 3.633327932112641e-03, 2.743256023930676e-01, -2.826990984343216e-01, 4.684803690502630e-02, 6.906947616653050e-02, 4.960500001910000e-01, 4.627855589419498e-02
150, 2.170633010623194e-02, 2.658946021828590e-01, -2.740825568058066e-01, 5.276994996439920e-02, 6.689876047442672e-02, 5.118399858470000e-01, 4.593479195124655e-02
151, 2.726026792317948e-02, 2.585363989898009e-01, -2.664349922110623e-01, 5.886758120032231e-02, 6.500759727422092e-02, 5.276100039480000e-01, 4.551281937854667e-02
152, 1.975309441523354e-02, 2.508165572029160e-01, -2.583243543748714e-01, 6.512790288966466e-02, 6.303523474702614e-02, 5.433599948880000e-01, 4.501022640000814e-02
153, 7.602777578432624e-03, 2.419638660349328e-01, -2.489535898916339e-01, 7.151572965061850e-02, 6.078693036982354e-02, 5.590599775310000e-01, 4.442582225296453e-02
154, -1.121382339955266e-03, 2.317488161519710e-01, -2.380980480175769e-01, 7.794300673119076e-02, 5.819255677858086e-02, 5.747100114820000e-01, 4.375778852163688e-02
155, -4.259652081588519e-03, 2.201329468911625e-01, -2.257200803977692e-01, 8.433858656958387e-02, 5.526788135298442e-02, 5.902799963950000e-01, 4.300599995633661e-02
156, -3.601546139561359e-03, 2.073954525706627e-01, -2.120889092008329e-01, 9.066673402667685e-02, 5.205524465039928e-02, 6.057599782940000e-01, 4.217008715248401e-02
157, -1.667855532960706e-03, 1.937797966075589e-01, -1.974493984388515e-01, 9.685522118178720e-02, 4.862157200195216e-02, 6.211299896240000e-01, 4.125082427923259e-02
158, -3.085431081579851e-04, 1.795376111484141e-01, -1.820169451157691e-01, 1.028776745212794e-01, 4.501354296301081e-02, 6.363800168040000e-01, 4.024911542493501e-02
159, 8.843090166327186e-05, 1.647560164228214e-01, -1.658951930698767e-01, 1.086788262253649e-01, 4.127714091710658e-02, 6.514999866490000e-01, 3.916650653992829e-02
160, -3.228407992974110e-05, 1.495307007672365e-01, -1.491480767415344e-01, 1.142141508187304e-01, 3.742537156249950e-02, 6.664699912070000e-01, 3.800602290751752e-02
