"PointID"	"x"	"y"	"Conservative_1"	"Conservative_2"	"Conservative_3"	"Conservative_4"	"Surface_Sensitivity"	"Solution_Sensor"
0	9.997500181200000e-01	-3.633242765842741e-05	-1.709341473893719e-01	1.035118060534807e-01	-1.189495759878581e-01	-1.488733399630169e-02	-5.379447453222081e+02	0.000000000000000e+00	
1	9.990000128750000e-01	-1.454723181065886e-04	-2.155532229516436e-01	2.225931679037101e-01	-9.737867496704028e-02	-4.773747504268054e-02	1.184476075536591e+02	0.000000000000000e+00	
2	9.977599978450000e-01	-3.275072682679459e-04	-2.125648016289817e-01	2.417064565314673e-01	-9.776306206378048e-02	-4.962190607544788e-02	5.572800866025795e+00	0.000000000000000e+00	
3	9.960200190539999e-01	-5.899265710451279e-04	-2.103590950816219e-01	2.503636807875526e-01	-9.821455656404499e-02	-5.016702125010612e-02	3.790476300511383e+00	0.000000000000000e+00	
4	9.937800168990000e-01	-9.470927319126346e-04	-2.104166933617923e-01	2.584081404046951e-01	-1.043526900357455e-01	-5.111199205494543e-02	3.108578925979949e+00	0.000000000000000e+00	
5	9.910500049590000e-01	-1.422090635038548e-03	-2.078084142850711e-01	2.608262809871952e-01	-1.161436248621233e-01	-5.096743781906055e-02	1.760956101012264e+00	0.000000000000000e+00	
6	9.878399968150000e-01	-2.045504684244612e-03	-2.010058727250884e-01	2.566101818215751e-01	-1.329123200381272e-01	-4.959684144533276e-02	1.305128198897411e+00	0.000000000000000e+00	
7	9.841300249100000e-01	-2.853650175274698e-03	-1.877187480082163e-01	2.428711024624022e-01	-1.531164235240041e-01	-4.649548360278685e-02	1.001271710913864e+00	0.000000000000000e+00	
8	9.799500107769999e-01	-3.858841918736073e-03	-1.662496935872249e-01	2.175071751748291e-01	-1.741538933148052e-01	-4.126460008487969e-02	7.144271237387312e-01	0.000000000000000e+00	
9	9.752799868580000e-01	-5.058238752022600e-03	-1.361057278464657e-01	1.799786859490445e-01	-1.925189983260069e-01	-3.378057407881763e-02	4.435383596841528e-01	0.000000000000000e+00	
10	9.701499938960000e-01	-6.405025181028574e-03	-9.887050797493924e-02	1.326625564864137e-01	-2.044434317030021e-01	-2.443084211009305e-02	2.546708487004418e-01	0.000000000000000e+00	
11	9.645400047300000e-01	-7.840729105179321e-03	-5.842505181978103e-02	8.084756713223451e-02	-2.069005975340216e-01	-1.419871259440855e-02	2.301218264178348e-02	0.000000000000000e+00	
12	9.584699869160000e-01	-9.290015396273820e-03	-2.097643930785753e-02	3.249538575079076e-02	-1.990001564206622e-01	-4.648614769419336e-03	-2.860422080716594e-01	0.000000000000000e+00	
13	9.519400000570000e-01	-1.069753008282138e-02	6.945141926503320e-03	-4.239254027091677e-03	-1.831273993981076e-01	2.493948362760411e-03	-3.794552714384321e-01	0.000000000000000e+00	
14	9.449599981310000e-01	-1.203532552152988e-02	2.166097578217141e-02	-2.470095020018662e-02	-1.642068835340762e-01	6.231872994697133e-03	-1.441888306025044e-01	0.000000000000000e+00	
15	9.375399947170000e-01	-1.330779933738330e-02	2.465602145269499e-02	-3.038575254384348e-02	-1.472917287025809e-01	6.922852491406839e-03	1.758163448870985e-01	0.000000000000000e+00	
