TITLE = "SU2 Simulation"
VARIABLES = "Iteration","Sens_Geo","Sens_Mach","Sens_AoA","Sens_Press","Sens_Temp","Sens_AoS","Res_AdjFlow[0]","Res_AdjFlow[1]","Res_AdjFlow[2]","Res_AdjFlow[3]","Res_AdjFlow[4]","Linear_Solver_Iterations","CFL_Number","Time(min)"
ZONE T= "Convergence history"
         244, 6.51482748e-01, 5.26476938e-01, 1.75396718e-02, 2.20490821e-02, 4.32527682e-01, 0.0, -4.37650860e+00, -4.06664004e+00, -3.70285404e+00, -4.65422684e+00, 0.0, 2.0000000000, 8.0000000000, 0.0011869311
         245, 9.19718899e-01, 5.05880118e-01, 1.75611779e-02, -9.00336988e-04, 4.09670693e-01, 0.0, -4.01649263e+00, -4.04672286e+00, -4.00468047e+00, -4.19487320e+00, 0.0, 2.0000000000, 8.0000000000, 0.0016859174
         246, 1.10714569e+00, 5.06167433e-01, 1.76363248e-02, -4.53785736e-03, 4.13832413e-01, 0.0, -3.87480863e+00, -3.92368558e+00, -3.93842331e+00, -4.32986372e+00, 0.0, 2.0000000000, 8.0000000000, 0.0022422473
         247, 1.15564350e+00, 5.05347732e-01, 1.76416635e-02, -2.00274385e-03, 4.17984954e-01, 0.0, -3.93381818e+00, -3.92628415e+00, -4.20667451e+00, -4.45009903e+00, 0.0, 2.0000000000, 8.0000000000, 0.0027434826
         248, 1.08285478e+00, 4.97270620e-01, 1.75023667e-02, -3.63059601e-03, 4.13475516e-01, 0.0, -4.09120077e+00, -4.00296242e+00, -4.17462008e+00, -4.53906311e+00, 0.0, 2.0000000000, 8.0000000000, 0.0032343666
         249, 9.89941007e-01, 4.83788062e-01, 1.72164285e-02, -8.72928515e-03, 4.02115110e-01, 0.0, -4.12545845e+00, -3.99000604e+00, -4.14737778e+00, -4.55784433e+00, 0.0, 2.0000000000, 8.0000000000, 0.0037198663
         250, 9.26218725e-01, 4.70636125e-01, 1.68590828e-02, -1.18456462e-02, 3.91035666e-01, 0.0, -4.08877578e+00, -3.95009123e+00, -4.15396397e+00, -4.51782627e+00, 0.0, 2.0000000000, 8.0000000000, 0.0042087475
         251, 9.04213543e-01, 4.54985430e-01, 1.64791763e-02, -1.54985782e-02, 3.77135542e-01, 0.0, -4.05976945e+00, -3.91276058e+00, -4.18122888e+00, -4.51421171e+00, 0.0, 2.0000000000, 8.0000000000, 0.0047175169
         252, 8.87505161e-01, 4.39553177e-01, 1.61095411e-02, -1.75296836e-02, 3.64215717e-01, 0.0, -4.00718209e+00, -3.84422855e+00, -4.13943520e+00, -4.42229940e+00, 0.0, 2.0000000000, 8.0000000000, 0.0052122315
