SENS_AOA=0.0131148947775963
"Point","Sensitivity","PsiRho","Phi_x","Phi_y","PsiE","x_coord","y_coord"
149, -2.547923522715061e-03, -8.548593892803061e-01, 1.249197750360341e+00, 1.415849109651605e-02, -2.221764660216598e-01, 4.960500001910000e-01, 4.946165655376827e-02
150, 2.535866137680558e-02, -8.590867742446939e-01, 1.257090179644799e+00, 2.008332941814949e-02, -2.239978499927574e-01, 5.118399858470000e-01, 4.879665011885723e-02
151, 7.925653425378264e-02, -8.388633197921869e-01, 1.244357819764664e+00, 1.644776189762046e-02, -2.210832779843799e-01, 5.276100039480000e-01, 4.807093025479293e-02
152, 1.469592170779743e-01, -7.622080619100997e-01, 1.181145847630274e+00, 4.597619025142318e-03, -2.020363196356062e-01, 5.433599948880000e-01, 4.728415308796063e-02
153, 1.371691285053492e-01, -6.362540320919876e-01, 1.071557170035284e+00, 1.373446818076781e-03, -1.682786944446044e-01, 5.590599775310000e-01, 4.643755543228912e-02
154, 1.911506299154291e-01, -5.246783719724436e-01, 9.665843388347474e-01, 2.271937708045019e-02, -1.385326894553207e-01, 5.747100114820000e-01, 4.553099634937762e-02
155, 7.425708030680186e-02, -4.812522756373273e-01, 9.194774316905659e-01, 2.684482181811531e-02, -1.292231631304621e-01, 5.902799963950000e-01, 4.456624631190191e-02
156, -2.056145655463925e-02, -4.879362299050606e-01, 9.318311527123276e-01, 2.516698503927333e-02, -1.313271434688484e-01, 6.057599782940000e-01, 4.354421415933901e-02
157, -2.364376683096583e-02, -5.056744551330654e-01, 9.572776078659380e-01, 2.322965803166564e-02, -1.356979621564302e-01, 6.211299896240000e-01, 4.246675408364364e-02
158, -1.362669623475455e-02, -5.193776630551628e-01, 9.772224867995500e-01, 2.219605823467318e-02, -1.392281611049193e-01, 6.363800168040000e-01, 4.133538489991773e-02
159, -1.105551769630492e-02, -5.305645497506815e-01, 9.944139619019395e-01, 2.094940826918188e-02, -1.422246863020044e-01, 6.514999866490000e-01, 4.015192474938142e-02
160, -1.097224743334826e-02, -5.418845166467594e-01, 1.012334860588688e+00, 1.927789485948670e-02, -1.451960906755380e-01, 6.664699912070000e-01, 3.891934648111631e-02
161, -1.034008543573783e-02, -5.526339656286101e-01, 1.029892076963880e+00, 1.773106730464950e-02, -1.481830311010764e-01, 6.812700033190000e-01, 3.764114085274212e-02
162, -9.045025885864602e-03, -5.635225333800576e-01, 1.047868401806362e+00, 1.572535796668851e-02, -1.510011579333116e-01, 6.958900094030001e-01, 3.632039617908702e-02
163, -8.668167054301089e-03, -5.734775114650681e-01, 1.065133041112060e+00, 1.400282478719683e-02, -1.538116457504126e-01, 7.103199958800001e-01, 3.496057000765254e-02
164, -8.328591505264564e-03, -5.839987479546579e-01, 1.083421435879663e+00, 1.167178419762545e-02, -1.565609277583870e-01, 7.245299816130000e-01, 3.356748462860448e-02
165, -8.687943251596296e-03, -5.939710905849757e-01, 1.101505289996475e+00, 9.612063619727086e-03, -1.594141535360568e-01, 7.385200262070000e-01, 3.214450412672002e-02
166, -8.599667569749206e-03, -6.048201605858693e-01, 1.121035946096484e+00, 6.882479100306075e-03, -1.622698221658457e-01, 7.522799968720000e-01, 3.069627369711382e-02
167, -9.055635864772862e-03, -6.151561177962763e-01, 1.140503115448855e+00, 4.467283213175111e-03, -1.652509457056919e-01, 7.657799720760000e-01, 2.922993692163100e-02
168, -9.181092890449022e-03, -6.263533938827948e-01, 1.161437905876306e+00, 1.376108765687714e-03, -1.682420819468854e-01, 7.790099978450000e-01, 2.775090483115013e-02
169, -9.896107632453115e-03, -6.371676691691163e-01, 1.182497329884901e+00, -1.423077680082862e-03, -1.713933341280520e-01, 7.919700145720000e-01, 2.626365968943160e-02
170, -1.023230859007631e-02, -6.489978991159076e-01, 1.205320727972802e+00, -4.935673394357003e-03, -1.746000317744707e-01, 8.046399950980000e-01, 2.477512014807030e-02
171, -1.114348732918668e-02, -6.605780728935603e-01, 1.228531371310562e+00, -8.156753286378436e-03, -1.780017599473303e-01, 8.170099854470000e-01, 2.329119085902742e-02
172, -1.161345971693867e-02, -6.733554969932756e-01, 1.253822973605378e+00, -1.210493746902834e-02, -1.815159910410338e-01, 8.290500044819999e-01, 2.182023675932331e-02
173, -1.268949355475098e-02, -6.859470881275974e-01, 1.279801237792143e+00, -1.575290562987922e-02, -1.852536343291510e-01, 8.407700061800000e-01, 2.036562052230631e-02
174, -1.356600482485340e-02, -6.997287232872020e-01, 1.307781527000049e+00, -2.010318747345304e-02, -1.891508140400952e-01, 8.521599769590000e-01, 1.893272271957574e-02
175, -1.466919456901233e-02, -7.140766018657599e-01, 1.337503049170416e+00, -2.454088901708327e-02, -1.933172250089999e-01, 8.631799817090000e-01, 1.753016368798928e-02
176, -1.601566728925159e-02, -7.292137632899867e-01, 1.369212223890948e+00, -2.930504378491234e-02, -1.977561234174333e-01, 8.738499879840000e-01, 1.615816738471897e-02
177, -1.739553380663644e-02, -7.454655345368367e-01, 1.403405660618298e+00, -3.458735531042276e-02, -2.025166710403590e-01, 8.841500282290000e-01, 1.482111105853916e-02
178, -1.905836150791503e-02, -7.626931623260060e-01, 1.440077875408991e+00, -4.021570363978199e-02, -2.075717455996507e-01, 8.940600156780000e-01, 1.352271752816122e-02
179, -2.102655642585092e-02, -7.809020970446616e-01, 1.479342193914000e+00, -4.626727430604527e-02, -2.130054759107903e-01, 9.035800099370001e-01, 1.226394073743730e-02
180, -2.307698907005910e-02, -8.004607625103176e-01, 1.521904138872335e+00, -5.282726560890519e-02, -2.187529895336794e-01, 9.126999974250000e-01, 1.104788451979130e-02
181, -2.560773602385589e-02, -8.208745779167471e-01, 1.567399018235677e+00, -5.939108798115679e-02, -2.249441438699407e-01, 9.214000105860000e-01, 9.881018437265399e-03
182, -2.807314158266120e-02, -8.430459436537867e-01, 1.617234488770495e+00, -6.620086982831762e-02, -2.315625015614526e-01, 9.296900033950000e-01, 8.768670883949978e-03
31, 9.295907225561527e-03, 6.019187141212479e-01, -1.071959445553088e+00, -2.067154573774942e-01, 1.608195123445904e-01, 7.657799720760000e-01, -3.142129815995952e-02
32, 9.122215761529348e-03, 6.050360966430174e-01, -1.069730735113984e+00, -2.015783751990950e-01, 1.614280791910365e-01, 7.522799968720000e-01, -3.288097044768860e-02
33, 8.489896441162513e-03, 6.092026387344328e-01, -1.069027690011162e+00, -1.968187467777875e-01, 1.621717967273226e-01, 7.385200262070000e-01, -3.433774676585794e-02
34, 8.105399274195535e-03, 6.134612611171428e-01, -1.068732110260602e+00, -1.917774759820492e-01, 1.631118541388673e-01, 7.245299816130000e-01, -3.578681196670078e-02
35, 7.462824855422545e-03, 6.186782348676644e-01, -1.069740790210465e+00, -1.870447335539958e-01, 1.641527502618375e-01, 7.103199958800001e-01, -3.722547336924964e-02
36, 7.205618624679944e-03, 6.239431120725120e-01, -1.071058946816521e+00, -1.819799972277986e-01, 1.653766895474828e-01, 6.958900094030001e-01, -3.865199824855568e-02
37, 6.672386016927594e-03, 6.301507450141230e-01, -1.073662881926115e+00, -1.771607156189914e-01, 1.667001278117018e-01, 6.812700033190000e-01, -4.006165801433185e-02
38, 6.477801697301327e-03, 6.364479313414907e-01, -1.076599768280090e+00, -1.720047056980481e-01, 1.682089067817746e-01, 6.664699912070000e-01, -4.145173143585310e-02
39, 6.036870920129681e-03, 6.436753311532334e-01, -1.080748722507205e+00, -1.670416312854941e-01, 1.698188945268011e-01, 6.514999866490000e-01, -4.281945401879783e-02
40, 5.908627992141483e-03, 6.510101828983493e-01, -1.085229140657591e+00, -1.617189135952987e-01, 1.716125130178570e-01, 6.363800168040000e-01, -4.416113621313505e-02
41, 5.495933215479855e-03, 6.592795799782807e-01, -1.090906577421372e+00, -1.565303740179075e-01, 1.735141920836715e-01, 6.211299896240000e-01, -4.547315141595892e-02
42, 5.407256332575922e-03, 6.677055609096151e-01, -1.096910841125920e+00, -1.509743778510793e-01, 1.755972707336524e-01, 6.057599782940000e-01, -4.675273044978961e-02
43, 5.157481253634071e-03, 6.770085256826038e-01, -1.104012067230243e+00, -1.454633030859426e-01, 1.777886071599586e-01, 5.902799963950000e-01, -4.799704912947937e-02
44, 5.153110284182360e-03, 6.865648150480271e-01, -1.111522731078503e+00, -1.395918307163952e-01, 1.801650093646144e-01, 5.747100114820000e-01, -4.920246155424841e-02
45, 4.780873984492807e-03, 6.969433036356085e-01, -1.120025187098290e+00, -1.336480274680398e-01, 1.826588243213433e-01, 5.590599775310000e-01, -5.036610308235417e-02
46, 4.074697400068610e-03, 7.076738070060848e-01, -1.129028102075340e+00, -1.273641908797007e-01, 1.853329362789414e-01, 5.433599948880000e-01, -5.148363659385750e-02
47, 2.974242175493485e-03, 7.190949162178534e-01, -1.138898861793952e+00, -1.208685294076053e-01, 1.881310300544117e-01, 5.276100039480000e-01, -5.255291618745676e-02
48, 2.958791329399665e-03, 7.309928469446263e-01, -1.149324891745471e+00, -1.140322806232211e-01, 1.910898488354052e-01, 5.118399858470000e-01, -5.356970813801928e-02
49, 4.978937707991211e-03, 7.435460820760704e-01, -1.160517107896497e+00, -1.069111218815754e-01, 1.941807592851093e-01, 4.960500001910000e-01, -5.453176268758914e-02
50, 7.546863436521853e-03, 7.567312781907319e-01, -1.172489547375427e+00, -9.943465987467065e-02, 1.974745670384234e-01, 4.802699983120000e-01, -5.543496746665669e-02
51, 5.691446417173494e-03, 7.704604182802621e-01, -1.185142073529101e+00, -9.156949515114762e-02, 2.009094244085712e-01, 4.645099937920000e-01, -5.627648013000807e-02
52, -4.911333172663713e-03, 7.839042830357935e-01, -1.197577440894553e+00, -8.323360384304583e-02, 2.042807382261269e-01, 4.487800002100000e-01, -5.705340964122689e-02
53, -2.059437098327956e-02, 7.955627078386124e-01, -1.208278506407646e+00, -7.416351226986723e-02, 2.072476763459283e-01, 4.331099987030000e-01, -5.776195809099067e-02
54, -2.546932745798499e-02, 8.050202439899873e-01, -1.216613036679521e+00, -6.451537762026284e-02, 2.095887673211321e-01, 4.174999892710000e-01, -5.839979621543732e-02
55, 2.336148539055120e-03, 8.135293381016094e-01, -1.223816897789988e+00, -5.433541896901331e-02, 2.117068613517988e-01, 4.019699990750000e-01, -5.896370992023295e-02
56, 6.773004895149623e-02, 8.258660372879532e-01, -1.234897557825239e+00, -4.409909566450528e-02, 2.147227331971068e-01, 3.865399956700000e-01, -5.945065569685911e-02
57, 1.295834106994471e-01, 8.468250495258229e-01, -1.254883818701549e+00, -3.404042027582491e-02, 2.199992203546985e-01, 3.712300062180000e-01, -5.985778258022185e-02
58, 1.176624185655786e-01, 8.770774076665497e-01, -1.284113506015159e+00, -2.374534279459797e-02, 2.277486282816502e-01, 3.560400009160000e-01, -6.018283894837621e-02
59, 4.100236247696263e-02, 9.094462169203508e-01, -1.314965135362091e+00, -1.112113699911529e-02, 2.361864205212433e-01, 3.409900069240000e-01, -6.042311847859507e-02
60, -2.398229295460487e-02, 9.361725286946191e-01, -1.339874479027905e+00, 3.297311071127719e-03, 2.430234653509504e-01, 3.261100053790000e-01, -6.057609939217747e-02
61, -5.249648894648226e-02, 9.561000304385073e-01, -1.358000874353228e+00, 1.794519721366753e-02, 2.480365254157482e-01, 3.113999962810000e-01, -6.063983094771537e-02
62, -6.359222885009229e-02, 9.749813539121652e-01, -1.375147463703682e+00, 3.258867886048213e-02, 2.528147747336708e-01, 2.968699932100000e-01, -6.061224653749585e-02
63, -7.487563518002611e-02, 9.991920484069438e-01, -1.397526113451808e+00, 4.813850753807717e-02, 2.590434802849132e-01, 2.825500071050000e-01, -6.049159447326359e-02
64, -8.969743861144876e-02, 1.032170680295714e+00, -1.428411448606834e+00, 6.543250463717346e-02, 2.674893973717810e-01, 2.684499919410000e-01, -6.027639140277916e-02
65, -1.005481290165901e-01, 1.073193982027212e+00, -1.466976154302138e+00, 8.478935833722114e-02, 2.778403553416292e-01, 2.545700073240000e-01, -5.996502474210439e-02
66, -9.427757685010654e-02, 1.115624850101044e+00, -1.506796101515653e+00, 1.063447616905713e-01, 2.883571209995264e-01, 2.409400045870000e-01, -5.955672538323329e-02
67, -6.039900655508191e-02, 1.146017938750440e+00, -1.534800618750992e+00, 1.292786672057583e-01, 2.956354061734255e-01, 2.275699973110000e-01, -5.905065461896192e-02
68, -1.141433655531344e-03, 1.147343969571881e+00, -1.534373522816533e+00, 1.518653974837260e-01, 2.955321405882104e-01, 2.144699990750000e-01, -5.844614582945087e-02
69, 6.214764516894832e-02, 1.109223015381126e+00, -1.495374014697141e+00, 1.719569185087217e-01, 2.856560696425560e-01, 2.016600072380000e-01, -5.774330229744575e-02
70, 9.831294952806817e-02, 1.037950028443100e+00, -1.423739792957978e+00, 1.886892181154751e-01, 2.677118437281882e-01, 1.891400069000000e-01, -5.694140624869421e-02
71, 8.851616117203182e-02, 9.564355148487742e-01, -1.341762671017301e+00, 2.040051382594934e-01, 2.475157326409947e-01, 1.769299954180000e-01, -5.604112888548567e-02
72, 4.336773362896692e-02, 8.915412694983993e-01, -1.275540914086742e+00, 2.212830836815715e-01, 2.315074542620008e-01, 1.650400012730000e-01, -5.504285170182965e-02
73, -3.926668456635838e-03, 8.551017068348704e-01, -1.236755896599141e+00, 2.431359680463571e-01, 2.225479320514766e-01, 1.534900069240000e-01, -5.394817015712670e-02
74, -2.594783588293648e-02, 8.390329423512130e-01, -1.217583202273406e+00, 2.689327320217060e-01, 2.184745871449150e-01, 1.422899961470000e-01, -5.275824189154944e-02
75, -2.076954331431925e-02, 8.254529325836013e-01, -1.200384870480431e+00, 2.958355151650841e-01, 2.148964069098773e-01, 1.314399987460000e-01, -5.147323712990502e-02
76, -6.035709410017659e-03, 8.023909645366966e-01, -1.173194748144375e+00, 3.218105166515182e-01, 2.089901737195802e-01, 1.209499984980000e-01, -5.009442763542888e-02
77, 2.440479253418043e-03, 7.699865534499586e-01, -1.135963330926530e+00, 3.469029778056905e-01, 2.007758883137380e-01, 1.108499988910000e-01, -4.862635132774440e-02
78, 2.242655037567792e-03, 7.334408941421221e-01, -1.093645343232228e+00, 3.724768752325428e-01, 1.916091345943049e-01, 1.011300012470000e-01, -4.706826530968179e-02
79, -1.031738891328208e-03, 6.966827751249427e-01, -1.050016449648875e+00, 3.993810745948403e-01, 1.823622840028722e-01, 9.181000292300000e-02, -4.542398785557543e-02
80, -2.522726561735252e-03, 6.593555886311950e-01, -1.004564315913717e+00, 4.276064498965024e-01, 1.730067309212671e-01, 8.290000259900000e-02, -4.369625123107788e-02
81, -2.230089258278689e-03, 6.200227184055944e-01, -9.556237876936761e-01, 4.566646246821934e-01, 1.631208904947623e-01, 7.440000027400000e-02, -4.188587992830151e-02
82, -1.753704157829327e-03, 5.779057220446882e-01, -9.021516977982934e-01, 4.864424039729378e-01, 1.525652936564378e-01, 6.633000075800000e-02, -3.999809017067886e-02
83, -1.523048967711141e-03, 5.329580853465958e-01, -8.436629147467666e-01, 5.169703189101624e-01, 1.413027344055307e-01, 5.869000032500000e-02, -3.803396656191820e-02
84, -1.424646816687414e-03, 4.849400238427385e-01, -7.795764942468271e-01, 5.481452260371129e-01, 1.293094586131208e-01, 5.149000138000000e-02, -3.599698154521198e-02
113, 6.278093492369690e-01, 8.056174639817441e-02, 3.962620983723173e-01, -1.519366429717950e-01, 7.552951766353617e-03, 4.473999887700000e-02, 3.024114128791486e-02
114, 4.800155733719009e-01, 4.524932335315397e-01, 5.318597695251840e-02, -2.335861646329757e-01, 1.006168786812311e-01, 5.149000138000000e-02, 3.197779070171546e-02
115, 1.353520980009250e-01, 6.365671607814096e-01, -1.224162224299800e-01, -2.464931013099845e-01, 1.491622990359488e-01, 5.869000032500000e-02, 3.364611777833595e-02
116, -1.446824392538757e-01, 6.113108238168693e-01, -1.071364892711853e-01, -2.085502434285936e-01, 1.457551154168603e-01, 6.633000075800000e-02, 3.524494279199852e-02
117, -2.592370613140630e-01, 4.747828745602912e-01, 1.224317543595057e-02, -1.578840305296208e-01, 1.133110340813199e-01, 7.440000027400000e-02, 3.677343578467689e-02
