SENS_AOA=0.000138661215128275
"Point","Sensitivity","PsiRho","Phi_x","Phi_y","PsiE","x_coord","y_coord"
149, 1.794159236005635e-02, 2.858977301344857e-01, -3.016321174337350e-01, 5.114176797842024e-02, 7.204631328653376e-02, 4.960500001910000e-01, 4.669424057673478e-02
150, 1.112535101376787e-02, 2.783712721909621e-01, -2.938512574344926e-01, 5.737370776032478e-02, 7.013932204718445e-02, 5.118399858470000e-01, 4.629859363308740e-02
151, 2.343640738985942e-03, 2.699998208738675e-01, -2.851358388022337e-01, 6.372934209660998e-02, 6.802008375580924e-02, 5.276100039480000e-01, 4.582307577588315e-02
152, -3.050050830279851e-03, 2.600684570465647e-01, -2.747690089306405e-01, 7.015089591255123e-02, 6.551151189945316e-02, 5.433599948880000e-01, 4.526599430289907e-02
153, -3.762611272709270e-03, 2.485933317505283e-01, -2.627513494767851e-01, 7.655416991332142e-02, 6.261305686036009e-02, 5.590599775310000e-01, 4.462698144107474e-02
154, -2.058418633872877e-03, 2.360725962899183e-01, -2.495810156356901e-01, 8.286215201694457e-02, 5.944449781140473e-02, 5.747100114820000e-01, 4.390492293971453e-02
155, -6.095725620840899e-04, 2.228989409125134e-01, -2.356390751581331e-01, 8.906507878535315e-02, 5.612057608467721e-02, 5.902799963950000e-01, 4.310046989069889e-02
156, -2.543439480008079e-04, 2.092922857160037e-01, -2.211333452617535e-01, 9.516080697599429e-02, 5.268470798290153e-02, 6.057599782940000e-01, 4.221391049998983e-02
157, -3.078935825558312e-04, 1.952853505947897e-01, -2.060949635373518e-01, 1.011132996188207e-01, 4.914753061456789e-02, 6.211299896240000e-01, 4.124664527342774e-02
158, -2.526751530797516e-04, 1.809061313381442e-01, -1.905281955564692e-01, 1.068899944514728e-01, 4.550288660465510e-02, 6.363800168040000e-01, 4.020009508399527e-02
159, -3.049451854257060e-05, 1.661357458940038e-01, -1.744310478896871e-01, 1.124322599137787e-01, 4.177130350045917e-02, 6.514999866490000e-01, 3.907623783283126e-02
160, 8.937530744731417e-05, 1.510536814928531e-01, -1.578569822484096e-01, 1.177046693993384e-01, 3.795508671851503e-02, 6.664699912070000e-01, 3.787846162289045e-02
161, 4.849428312809816e-05, 1.357106625312291e-01, -1.408689181935261e-01, 1.226808041160267e-01, 3.407506707015828e-02, 6.812700033190000e-01, 3.661101700337892e-02
162, -5.679421262551774e-05, 1.201376048055555e-01, -1.234840467460969e-01, 1.272875492775904e-01, 3.013611724027229e-02, 6.958900094030001e-01, 3.527808790975809e-02
163, -1.661472097755600e-04, 1.044191408886951e-01, -1.057987249671129e-01, 1.315215278381168e-01, 2.615964861321613e-02, 7.103199958800001e-01, 3.388452216160164e-02
164, -2.388829907902868e-04, 8.857075643764106e-02, -8.782140644521699e-02, 1.353062106535987e-01, 2.215191810260302e-02, 7.245299816130000e-01, 3.243792105860117e-02
165, -2.757957861737036e-04, 7.269394728307567e-02, -6.966869490981828e-02, 1.386450185453510e-01, 1.813558235275484e-02, 7.385200262070000e-01, 3.094366189761793e-02
166, -2.602718876061689e-04, 5.683674222894256e-02, -5.138909305973829e-02, 1.414661875872305e-01, 1.412616611163657e-02, 7.522799968720000e-01, 2.940872073305069e-02
167, -2.492735376555037e-04, 4.112875658182685e-02, -3.313472081445930e-02, 1.437911832879812e-01, 1.015407400934560e-02, 7.657799720760000e-01, 2.784303222739879e-02
168, -1.978058650972049e-04, 2.561005037651026e-02, -1.495167027120835e-02, 1.455454122254085e-01, 6.226758833552307e-03, 7.790099978450000e-01, 2.625499808561561e-02
169, -2.107368736481267e-04, 1.037597904050788e-02, 3.040837944586358e-03, 1.467539067261891e-01, 2.368327341533575e-03, 7.919700145720000e-01, 2.465228380841074e-02
170, -2.407289294540853e-04, -4.545518533990830e-03, 2.080405041743301e-02, 1.473551248120452e-01, -1.411968431806678e-03, 8.046399950980000e-01, 2.304542993566835e-02
171, -2.841065288696613e-04, -1.904005047142736e-02, 3.819139668892115e-02, 1.473895971057895e-01, -5.085104502946761e-03, 8.170099854470000e-01, 2.144408516081673e-02
172, -3.381214199057344e-04, -3.301698124257989e-02, 5.508762216099353e-02, 1.468513609094560e-01, -8.621385565455938e-03, 8.290500044819999e-01, 1.986060840720047e-02
173, -3.595530526033744e-04, -4.635074019845115e-02, 7.134185729101444e-02, 1.458301659185655e-01, -1.200768610773987e-02, 8.407700061800000e-01, 1.830178648783015e-02
174, -3.091457417598505e-04, -5.903625873529950e-02, 8.691287064181540e-02, 1.443916319991201e-01, -1.519915241881336e-02, 8.521599769590000e-01, 1.677605683311136e-02
175, -3.209180253001514e-04, -7.091572810932045e-02, 1.016512383579723e-01, 1.427562755351005e-01, -1.821731373174051e-02, 8.631799817090000e-01, 1.529425846073956e-02
176, -3.387885765938763e-04, -8.223068817937065e-02, 1.158245012609903e-01, 1.410340681890837e-01, -2.107610229862166e-02, 8.738499879840000e-01, 1.385686552032473e-02
177, -4.386829558714685e-04, -9.320770261054795e-02, 1.297434326303110e-01, 1.394081358184690e-01, -2.385675739003779e-02, 8.841500282290000e-01, 1.246710597150950e-02
178, -6.344090973194088e-04, -1.043117674611610e-01, 1.439988546830913e-01, 1.379075862118109e-01, -2.666997105513152e-02, 8.940600156780000e-01, 1.112619955721384e-02
179, -9.250318735092971e-04, -1.160819828900874e-01, 1.592845238661676e-01, 1.363249998510584e-01, -2.966844757595015e-02, 9.035800099370001e-01, 9.832475784319348e-03
180, -1.225288411161124e-03, -1.289715610957268e-01, 1.761647075279119e-01, 1.341256596862073e-01, -3.296014873547133e-02, 9.126999974250000e-01, 8.588660154116605e-03
181, -1.443524310413493e-03, -1.430113476563524e-01, 1.946506594380157e-01, 1.304747116990507e-01, -3.656360599327950e-02, 9.214000105860000e-01, 7.405708336456340e-03
182, -1.430895606330138e-03, -1.576219734353934e-01, 2.139284765407413e-01, 1.244488286991206e-01, -4.031143145636672e-02, 9.296900033950000e-01, 6.300162241366656e-03
31, 8.613051344798440e-05, 1.237759585093133e-01, -1.427226137939338e-01, -1.042229230344160e-01, 3.148587890949582e-02, 7.657799720760000e-01, -3.603728525634001e-02
32, 2.142691223074021e-04, 1.330414516050281e-01, -1.530680610854205e-01, -1.013366310400088e-01, 3.382144916431946e-02, 7.522799968720000e-01, -3.750233011994625e-02
33, 3.512725169773276e-04, 1.423226221360681e-01, -1.633944720283095e-01, -9.829405444292375e-02, 3.616870775534500e-02, 7.385200262070000e-01, -3.894707583438131e-02
34, 4.216060006759401e-04, 1.515584864347060e-01, -1.736303986498419e-01, -9.508465191804356e-02, 3.850576081679152e-02, 7.245299816130000e-01, -4.036565469951184e-02
35, 4.107435156007312e-04, 1.607046926725469e-01, -1.837284203175223e-01, -9.170465676219425e-02, 4.081896607149332e-02, 7.103199958800001e-01, -4.175444153546451e-02
