SENS_AOA=0.000527300416758175
"Point","Sensitivity","PsiRho","Phi_x","Phi_y","PsiE","x_coord","y_coord"
199, 1.511225025078677e-02, -2.916203762800849e-01, 2.909179902877298e-01, -4.917054595956944e-01, -7.795766975765189e-02, 1.000000000000000e+00, 0.000000000000000e+00
0, -4.263207646547275e-01, -9.647799418896066e-02, -5.082441626149498e-02, -1.322799914130786e-01, 2.441131376892618e-02, 9.997500181200000e-01, -3.633229496381426e-05
1, 2.276947077267329e-01, -1.873993230782836e-01, 1.562575956118250e-01, -1.006647569289380e-01, -3.706869916585587e-02, 9.990000128750000e-01, -1.454639392426985e-04
2, 1.607660804312540e-02, -1.871940689353643e-01, 1.863224038015270e-01, -1.057849418928579e-01, -4.088893673433595e-02, 9.977599978450000e-01, -3.274153612402918e-04
3, 1.408434549437728e-02, -1.873642246407104e-01, 2.019713407318500e-01, -1.052231058361068e-01, -4.250784031156919e-02, 9.960200190539999e-01, -5.894302332961064e-04
4, 1.366282609879731e-02, -1.905171953090517e-01, 2.171000597098792e-01, -1.107248246821723e-01, -4.483965937648663e-02, 9.937800168990000e-01, -9.452990283626813e-04
5, 8.620933879252952e-03, -1.896409693943745e-01, 2.237517541038733e-01, -1.219968977771312e-01, -4.540137708926836e-02, 9.910500049590000e-01, -1.417131723176814e-03
6, 7.114412504957546e-03, -1.840952539826848e-01, 2.226086042705240e-01, -1.382000709159286e-01, -4.452910635381090e-02, 9.878399968150000e-01, -2.034228104748629e-03
7, 6.015562658526752e-03, -1.717284140591067e-01, 2.111212083212808e-01, -1.578443206973719e-01, -4.179220116552980e-02, 9.841300249100000e-01, -2.831524526247259e-03
8, 4.861051360391852e-03, -1.509564549163856e-01, 1.874638723380853e-01, -1.782729389324706e-01, -3.683114168805532e-02, 9.799500107769999e-01, -3.820551397388384e-03
9, 3.640405654211605e-03, -1.214503837378903e-01, 1.513732413650485e-01, -1.959635755241048e-01, -2.957529470307905e-02, 9.752799868580000e-01, -4.998471653121507e-03
10, 2.659631977861135e-03, -8.493817981447534e-02, 1.054640276844452e-01, -2.071711171762130e-01, -2.045573932952437e-02, 9.701499938960000e-01, -6.319845920677769e-03
11, 1.278984276220989e-03, -4.541513789442986e-02, 5.520485403204638e-02, -2.089590329367974e-01, -1.049076769035887e-02, 9.645400047300000e-01, -7.728269865540930e-03
