SENS_AOA=0.000588492456190053
"Point","Sensitivity","PsiRho","Phi_x","Phi_y","PsiE","x_coord","y_coord"
199, 1.525972716916507e-02, -2.965422330644504e-01, 3.066807701570513e-01, -4.542321421598507e-01, -7.871207825715239e-02, 1.000000000000000e+00, 0.000000000000000e+00
0, -3.782145893954827e-01, -1.224314326937578e-01, -2.017416986561478e-03, -1.245493426403776e-01, 1.463814192239155e-02, 9.997500181200000e-01, -3.633652565873115e-05
1, 1.979769346597634e-01, -2.062841575636375e-01, 1.946069413136335e-01, -9.665326261838558e-02, -4.257564260988816e-02, 9.990000128750000e-01, -1.457306324497011e-04
2, 1.261308169788114e-02, -2.105116587625305e-01, 2.301462280669413e-01, -1.020735069492851e-01, -4.701318540874353e-02, 9.977599978450000e-01, -3.303315483699392e-04
3, 1.282859194553185e-02, -2.167269144062043e-01, 2.554193255501630e-01, -1.060940583264022e-01, -5.019755941207295e-02, 9.960200190539999e-01, -6.050985143259055e-04
4, 1.252725092212969e-02, -2.244310697037347e-01, 2.789876521959793e-01, -1.198622369438392e-01, -5.356077864486319e-02, 9.937800168990000e-01, -1.001480611991197e-03
5, 8.815873171536840e-03, -2.255790371629874e-01, 2.909498997177469e-01, -1.436210971555865e-01, -5.455280815976860e-02, 9.910500049590000e-01, -1.570683237391065e-03
6, 8.112127360734449e-03, -2.171933308742907e-01, 2.885210214404863e-01, -1.766086536530524e-01, -5.290247367281309e-02, 9.878399968150000e-01, -2.377777640988114e-03
7, 8.452455586146648e-03, -1.948473020984028e-01, 2.658076560720333e-01, -2.166108496997994e-01, -4.756273740801935e-02, 9.841300249100000e-01, -3.490452514737034e-03
8, 8.326989705657966e-03, -1.539516644450827e-01, 2.172119546892507e-01, -2.596813198146846e-01, -3.745784047709315e-02, 9.799500107769999e-01, -4.925965959291820e-03
9, 7.482477346803943e-03, -9.005562556240114e-02, 1.380056283442170e-01, -2.994476193802038e-01, -2.147288477200927e-02, 9.752799868580000e-01, -6.652293597398239e-03
10, 2.773417591526846e-02, -1.058035227285580e-03, 2.728823791735010e-02, -3.268427017770194e-01, 1.007792644469749e-03, 9.701499938960000e-01, -8.546189502252286e-03
11, 4.793516759917529e-02, 1.120275725960480e-01, -1.089288942408565e-01, -3.325161134736050e-01, 2.980143990816285e-02, 9.645400047300000e-01, -1.045072225776691e-02
12, -2.211292312308781e-02, 2.400720389693967e-01, -2.556277436593620e-01, -3.069258491854943e-01, 6.247892132913728e-02, 9.584699869160000e-01, -1.219058763535972e-02
13, -9.804538282311683e-02, 3.429244971514200e-01, -3.730887859984438e-01, -2.450995199675222e-01, 8.860030542986151e-02, 9.519400000570000e-01, -1.364804168954720e-02
14, -4.312248262003346e-02, 3.506724439672917e-01, -3.923398861438833e-01, -1.674851869386746e-01, 9.048302003447845e-02, 9.449599981310000e-01, -1.478940167328643e-02
15, 3.922592506518893e-02, 2.541352535872374e-01, -2.960796604326608e-01, -1.110404493736413e-01, 6.542011944314552e-02, 9.375399947170000e-01, -1.567110204821011e-02
16, 4.238106374939879e-02, 1.407636604362435e-01, -1.725348053928038e-01, -8.697263344620784e-02, 3.604735776843356e-02, 9.296900033950000e-01, -1.641059189385930e-02
17, 9.615396308604278e-03, 7.467635548899712e-02, -9.694177272764767e-02, -8.243022428413502e-02, 1.928740024190262e-02, 9.214000105860000e-01, -1.714404791920662e-02
18, -1.472691267277789e-03, 4.845328806669900e-02, -6.491115252514312e-02, -8.952986708765523e-02, 1.267637758306476e-02, 9.126999974250000e-01, -1.798155357730580e-02
19, 2.135023144132139e-03, 4.313256895026651e-02, -5.622578184771186e-02, -1.035277625800899e-01, 1.119275895294360e-02, 9.035800099370001e-01, -1.899069919251393e-02
20, 3.416608571856733e-03, 5.343753133524960e-02, -6.567303104896391e-02, -1.185980631409393e-01, 1.371015890937989e-02, 8.940600156780000e-01, -2.018471292835720e-02
21, 1.194180413123913e-03, 7.754321961399790e-02, -9.128732906198932e-02, -1.306844930473498e-01, 1.980451890392609e-02, 8.841500282290000e-01, -2.153515684148784e-02
22, -1.106828952619054e-03, 1.120528639376515e-01, -1.288600692738895e-01, -1.377686788538515e-01, 2.857599327216603e-02, 8.738499879840000e-01, -2.298834279722593e-02
23, 3.024177087368022e-03, 1.531041747635924e-01, -1.736360737575534e-01, -1.390229704983286e-01, 3.901139562029100e-02, 8.631799817090000e-01, -2.447733493094538e-02
24, 1.724336813372565e-02, 1.972818591196428e-01, -2.214653349230046e-01, -1.345661738820585e-01, 5.025288275826837e-02, 8.521599769590000e-01, -2.593804340467415e-02
25, 2.336458764920778e-02, 2.427836977887109e-01, -2.699303209814232e-01, -1.253984240137220e-01, 6.182863609787556e-02, 8.407700061800000e-01, -2.732270270526744e-02
26, 8.603350510490257e-05, 2.889885822349992e-01, -3.180712644370404e-01, -1.125548588845354e-01, 7.349839459651422e-02, 8.290500044819999e-01, -2.859115248112545e-02
27, -3.399035762756113e-02, 3.319343040596076e-01, -3.621071388965798e-01, -9.671484051271644e-02, 8.420647221448624e-02, 8.170099854470000e-01, -2.972329605241959e-02
28, -4.312355942039843e-02, 3.610969015679102e-01, -3.920742054831640e-01, -7.907711059141763e-02, 9.127716007816811e-02, 8.046399950980000e-01, -3.071463858232943e-02
29, -1.972237926487568e-02, 3.636980881771461e-01, -3.954928704067154e-01, -6.182067673280933e-02, 9.163635496177558e-02, 7.919700145720000e-01, -3.156834051571914e-02
30, 1.128405718433360e-02, 3.370107662496040e-01, -3.692752392098353e-01, -4.703036601926106e-02, 8.480382784484125e-02, 7.790099978450000e-01, -3.229720222344867e-02
31, 2.375128877001159e-02, 2.946419596044210e-01, -3.265958264292209e-01, -3.528064060099232e-02, 7.421039605830156e-02, 7.657799720760000e-01, -3.291782664062225e-02
32, 1.634415195845257e-02, 2.549622486470112e-01, -2.860304938046470e-01, -2.577766441972765e-02, 6.434580068303682e-02, 7.522799968720000e-01, -3.344916725079222e-02
33, 4.512987504685031e-03, 2.265365037223108e-01, -2.566185451949329e-01, -1.795976797351942e-02, 5.728163513195733e-02, 7.385200262070000e-01, -3.390875070045825e-02
34, -1.021349692399051e-03, 2.071822456243275e-01, -2.363344910513255e-01, -1.177494196900422e-02, 5.242565797056785e-02, 7.245299816130000e-01, -3.431132271741420e-02
35, -6.555180704217538e-04, 1.919642722485513e-01, -2.201968978666096e-01, -7.213080074626194e-03, 4.857544747152956e-02, 7.103199958800001e-01, -3.466938595001170e-02
36, 9.534640372464713e-04, 1.782966236193091e-01, -2.055680276538236e-01, -3.816926176745943e-03, 4.511668152637244e-02, 6.958900094030001e-01, -3.499250211600280e-02
37, 1.309500833437749e-03, 1.660338496409410e-01, -1.923552101038687e-01, -1.134248323862258e-03, 4.201970814923237e-02, 6.812700033190000e-01, -3.528679495371313e-02
38, 8.602772576036958e-04, 1.553561341803509e-01, -1.807774583757055e-01, 1.162932440461371e-03, 3.932928577797568e-02, 6.664699912070000e-01, -3.555676816363632e-02
39, 4.719639235285938e-04, 1.460183378017699e-01, -1.705967992588524e-01, 3.133323585395377e-03, 3.697220410063537e-02, 6.514999866490000e-01, -3.580556094976658e-02
40, 4.282539540549220e-04, 1.374448529437410e-01, -1.612018358814174e-01, 4.825420083888038e-03, 3.481108986597318e-02, 6.363800168040000e-01, -3.603557713328256e-02
41, 4.557564065214318e-04, 1.293345687209938e-01, -1.522765143424522e-01, 6.195735558753844e-03, 3.276284512615439e-02, 6.211299896240000e-01, -3.624933769886129e-02
42, 4.801725285626838e-04, 1.215402806182214e-01, -1.436614933453206e-01, 7.254209193912182e-03, 3.079891224921084e-02, 6.057599782940000e-01, -3.645006302507167e-02
43, 4.648585062374333e-04, 1.141124579276520e-01, -1.354186778139202e-01, 7.928835966911801e-03, 2.892484717905418e-02, 5.902799963950000e-01, -3.664177317001697e-02
44, 4.828010597899047e-04, 1.070835643800466e-01, -1.275842057692936e-01, 8.206358934113577e-03, 2.715508793983331e-02, 5.747100114820000e-01, -3.682923114896222e-02
45, 4.874928294097728e-04, 1.005989120135977e-01, -1.203260641717318e-01, 8.034140126233699e-03, 2.552083345667106e-02, 5.590599775310000e-01, -3.701805721068289e-02
46, 4.938525815888135e-04, 9.479082525915694e-02, -1.137932700200190e-01, 7.421672658161796e-03, 2.405819825028427e-02, 5.433599948880000e-01, -3.721407145799824e-02
47, 4.730243090572478e-04, 8.983418630332132e-02, -1.081929482429800e-01, 6.375545748014600e-03, 2.281187606810663e-02, 5.276100039480000e-01, -3.742353032651777e-02
48, 4.468329656679132e-04, 8.588459247159470e-02, -1.037000106902552e-01, 4.943164309636652e-03, 2.181947856752974e-02, 5.118399858470000e-01, -3.765194088080668e-02
49, 4.104698785575820e-04, 8.309195818189304e-02, -1.004929005328749e-01, 3.184774876664474e-03, 2.112047404839596e-02, 4.960500001910000e-01, -3.790445499881151e-02
50, 3.874237679014907e-04, 8.158002483498732e-02, -9.871461075570792e-02, 1.182449065217790e-03, 2.074263315070505e-02, 4.802699983120000e-01, -3.818462014468980e-02
51, 3.602843645658731e-04, 8.143971242788547e-02, -9.847238131586258e-02, -9.752462389003230e-04, 2.071137962326296e-02, 4.645099937920000e-01, -3.849483950835082e-02
52, 3.441467345953908e-04, 8.272637795015665e-02, -9.982769385064909e-02, -3.186979380956520e-03, 2.104035050017563e-02, 4.487800002100000e-01, -3.883590129907100e-02
53, 3.319642438671576e-04, 8.547085510505112e-02, -1.028156597689177e-01, -5.339928244908177e-03, 2.174070298615633e-02, 4.331099987030000e-01, -3.920638234029897e-02
54, 3.332724730799040e-04, 8.971591768181177e-02, -1.074737095509786e-01, -7.335797386394367e-03, 2.281692907429001e-02, 4.174999892710000e-01, -3.960377217841517e-02
55, 3.813476637144419e-04, 9.543183421101746e-02, -1.137643706314531e-01, -9.052706369131939e-03, 2.427153388689180e-02, 4.019699990750000e-01, -4.002341866862989e-02
56, 4.549925689333610e-04, 1.026283609104426e-01, -1.216807169305828e-01, -1.039789117396067e-02, 2.609562012273768e-02, 3.865399956700000e-01, -4.045910841297180e-02
57, 4.860921955626011e-04, 1.112482468078026e-01, -1.311470342350952e-01, -1.126183978490547e-02, 2.828519594769368e-02, 3.712300062180000e-01, -4.090329546440216e-02
58, 3.401161687611161e-04, 1.212735175925387e-01, -1.421189905637870e-01, -1.156177692593291e-02, 3.082560474117703e-02, 3.560400009160000e-01, -4.134796814631751e-02
59, 1.612885339394135e-04, 1.326307807753865e-01, -1.545000402849667e-01, -1.119611361115160e-02, 3.370863000372963e-02, 3.409900069240000e-01, -4.178374585746436e-02
60, 5.024277572515279e-04, 1.452841988796823e-01, -1.682219423062860e-01, -1.009931923677887e-02, 3.691394592770970e-02, 3.261100053790000e-01, -4.220046723154670e-02
61, 1.731465194644815e-03, 1.591289007500588e-01, -1.831510409121470e-01, -8.190020535207537e-03, 4.042875214538117e-02, 3.113999962810000e-01, -4.258860034284299e-02
62, 2.258788361488046e-03, 1.741681549777310e-01, -1.992495119242305e-01, -5.412270492788069e-03, 4.423770302397654e-02, 2.968699932100000e-01, -4.293828858299358e-02
63, -7.233451499679383e-04, 1.903486697651879e-01, -2.164337912664946e-01, -1.681760246180483e-03, 4.833953722123688e-02, 2.825500071050000e-01, -4.323944092733647e-02
64, -6.309231284498256e-03, 2.074674866869207e-01, -2.344637136823489e-01, 3.094379878290134e-03, 5.266249578116401e-02, 2.684499919410000e-01, -4.348290002027527e-02
65, -5.931783055349890e-03, 2.248281906114034e-01, -2.526260825273177e-01, 9.002872016009461e-03, 5.705017482158014e-02, 2.545700073240000e-01, -4.366011082271438e-02
66, 1.120554480002148e-02, 2.416123793200399e-01, -2.700518164412744e-01, 1.599876058055514e-02, 6.128522654309777e-02, 2.409400045870000e-01, -4.376273861435670e-02
67, 4.336478920069832e-02, 2.574606192120997e-01, -2.863338728861298e-01, 2.398819419317375e-02, 6.531883543729278e-02, 2.275699973110000e-01, -4.378351100134554e-02
68, 6.195957172856670e-02, 2.734986417929547e-01, -3.025060674604874e-01, 3.282704303997542e-02, 6.941785593994189e-02, 2.144699990750000e-01, -4.371586055596263e-02
69, 3.782512555731328e-02, 2.919921668316741e-01, -3.207619458640372e-01, 4.282082238979842e-02, 7.422256804360051e-02, 2.016600072380000e-01, -4.355409915623742e-02
70, -1.660467962708309e-02, 3.165023243486456e-01, -3.444664398574040e-01, 5.439505445851561e-02, 8.056573150486024e-02, 1.891400069000000e-01, -4.329308694518875e-02
71, -6.919117497183370e-02, 3.508327726087385e-01, -3.772733755859276e-01, 6.814249492212192e-02, 8.934505596133056e-02, 1.769299954180000e-01, -4.292874691119950e-02
72, -9.736855991664969e-02, 3.951609249195382e-01, -4.193839942597705e-01, 8.489714099912814e-02, 1.004501391808232e-01, 1.650400012730000e-01, -4.245765252250659e-02
73, -8.641729015966533e-02, 4.392388488398693e-01, -4.610147019011135e-01, 1.045763150484296e-01, 1.112320019792206e-01, 1.534900069240000e-01, -4.187766772833358e-02
74, -3.719260196101309e-02, 4.625993512736232e-01, -4.824089912508783e-01, 1.250276157397809e-01, 1.166543115862414e-01, 1.422899961470000e-01, -4.118719261480797e-02
75, 2.467619365292691e-02, 4.482778114786518e-01, -4.670237485970499e-01, 1.428684112029857e-01, 1.127056530199167e-01, 1.314399987460000e-01, -4.038463413771742e-02
76, 6.134954026414587e-02, 3.991778548670396e-01, -4.174231606243443e-01, 1.565559301326907e-01, 1.003351305828597e-01, 1.209499984980000e-01, -3.946962999813657e-02
77, 5.429776904839299e-02, 3.387273830339343e-01, -3.560877997937314e-01, 1.684855839260531e-01, 8.533834893916048e-02, 1.108499988910000e-01, -3.844482362996010e-02
78, 2.047611501740449e-02, 2.914759381018650e-01, -3.068858635053768e-01, 1.828322114464464e-01, 7.366194653455743e-02, 1.011300012470000e-01, -3.731000719001430e-02
79, -7.024992581002970e-03, 2.636261548012275e-01, -2.760336639907988e-01, 2.013928723635643e-01, 6.671410746259460e-02, 9.181000292300000e-02, -3.606893744766254e-02
80, -1.190664622928248e-02, 2.436400769085343e-01, -2.522926264904819e-01, 2.220339643359373e-01, 6.162312187628589e-02, 8.290000259900000e-02, -3.472550062889993e-02
81, -3.688854160855154e-03, 2.190585525952747e-01, -2.232170016358207e-01, 2.417325130148910e-01, 5.535407318515825e-02, 7.440000027400000e-02, -3.328293107070069e-02
82, 2.200743796285043e-03, 1.876685578288174e-01, -1.863258716962630e-01, 2.598460505868961e-01, 4.740398750683826e-02, 6.633000075800000e-02, -3.174885470925903e-02
83, 2.164087081745948e-03, 1.534840109163709e-01, -1.454233555611114e-01, 2.774537712475033e-01, 3.878141587023519e-02, 5.869000032500000e-02, -3.012852393877033e-02
84, 6.454372148949145e-04, 1.189061016016037e-01, -1.028121784179196e-01, 2.951691420996662e-01, 3.008917756520986e-02, 5.149000138000000e-02, -2.843003582181338e-02
