"Global_Index", "x_coord", "y_coord", "Pressure", "Pressure_Coefficient", "Mach_Number"
199, 1.000000000000000e+00, 0.000000000000000e+00, 1.237575264898642e+00, 5.303019305773254e-01, 4.760969312345381e-01
0, 9.997500181200000e-01, -3.632489653669435e-05, 1.248026674170163e+00, 5.536309691298273e-01, 5.423738954729632e-01
1, 9.990000128750000e-01, -1.449975186527710e-04, 1.210667692001192e+00, 4.702403839312318e-01, 5.771827825990072e-01
2, 9.977599978450000e-01, -3.223143818323499e-04, 1.182623591093771e+00, 4.076419444057379e-01, 6.078810628179085e-01
3, 9.960200190539999e-01, -5.620157421741567e-04, 1.157719250755711e+00, 3.520518990082840e-01, 6.346785023112138e-01
4, 9.937800168990000e-01, -8.469570423208794e-04, 1.137065734222933e+00, 3.059502996047604e-01, 6.563883336341516e-01
5, 9.910500049590000e-01, -1.148182899116826e-03, 1.124216502452289e+00, 2.772689786881451e-01, 6.702813782890014e-01
6, 9.878399968150000e-01, -1.431974699505396e-03, 1.123326216245377e+00, 2.752817326905732e-01, 6.722077814502402e-01
7, 9.841300249100000e-01, -1.675071490313324e-03, 1.135803187133156e+00, 3.031321141365079e-01, 6.605672773703297e-01
8, 9.799500107769999e-01, -1.877647761082765e-03, 1.158592487758862e+00, 3.540010887474599e-01, 6.377862882079002e-01
9, 9.752799868580000e-01, -2.086486135863445e-03, 1.185184555367992e+00, 4.133583825178394e-01, 6.103748984690015e-01
10, 9.701499938960000e-01, -2.391894589975578e-03, 1.207748852208385e+00, 4.637251165365737e-01, 5.863746085295281e-01
11, 9.645400047300000e-01, -2.915425632297545e-03, 1.220229463055494e+00, 4.915836228917286e-01, 5.722516362152602e-01
12, 9.584699869160000e-01, -3.770048293435557e-03, 1.219337709752378e+00, 4.895931021258435e-01, 5.720020281255833e-01
13, 9.519400000570000e-01, -5.026340164524253e-03, 1.204093091831630e+00, 4.555649371241735e-01, 5.870735303541913e-01
14, 9.449599981310000e-01, -6.684616271061834e-03, 1.175129728174065e+00, 3.909145718171087e-01, 6.166991710274856e-01
15, 9.375399947170000e-01, -8.674509647099411e-03, 1.134564320427428e+00, 3.003667866683652e-01, 6.584292626812521e-01
16, 9.296900033950000e-01, -1.087624962525573e-02, 1.085841701084154e+00, 1.916109399199864e-01, 7.085398029180483e-01
17, 9.214000105860000e-01, -1.315860442274708e-02, 1.033087503314336e+00, 7.385603418378589e-02, 7.626733282666619e-01
18, 9.126999974250000e-01, -1.539254936765002e-02, 9.811794718638733e-01, -4.201010744671131e-02, 8.157438576933900e-01
19, 9.035800099370001e-01, -1.749307812929907e-02, 9.363273035653842e-01, -1.421265545415532e-01, 8.618929167894448e-01
20, 8.940600156780000e-01, -1.940802759720099e-02, 9.038022024092682e-01, -2.147272267650263e-01, 8.959131714677279e-01
21, 8.841500282290000e-01, -2.112483711499592e-02, 8.855723028801602e-01, -2.554189667853567e-01, 9.151464596662896e-01
22, 8.738499879840000e-01, -2.265931989957691e-02, 8.797754853247729e-01, -2.683582916857748e-01, 9.211493430268854e-01
23, 8.631799817090000e-01, -2.403955041170832e-02, 8.823693354887144e-01, -2.625684475698339e-01, 9.181836936156820e-01
24, 8.521599769590000e-01, -2.529968114897054e-02, 8.892233963507896e-01, -2.472692045741303e-01, 9.107549608263523e-01
25, 8.407700061800000e-01, -2.647626763599874e-02, 8.972571869454321e-01, -2.293366362825176e-01, 9.022038507476813e-01
26, 8.290500044819999e-01, -2.759347786525425e-02, 9.047271794506642e-01, -2.126625458690532e-01, 8.943541079442857e-01
27, 8.170099854470000e-01, -2.867174549353809e-02, 9.109177375964117e-01, -1.988443357222953e-01, 8.879232092997454e-01
28, 8.046399950980000e-01, -2.972646954648765e-02, 9.157451643917215e-01, -1.880688294827645e-01, 8.829150113149172e-01
29, 7.919700145720000e-01, -3.076451885287873e-02, 9.194440400476428e-01, -1.798124106079402e-01, 8.790979024957210e-01
30, 7.790099978450000e-01, -3.179136722344341e-02, 9.223057349487552e-01, -1.734246987750999e-01, 8.761453386137413e-01
31, 7.657799720760000e-01, -3.281010045065165e-02, 9.245577793924360e-01, -1.683978138561696e-01, 8.738272005068713e-01
32, 7.522799968720000e-01, -3.382483846913304e-02, 9.263297033316170e-01, -1.644426264919263e-01, 8.720185742480966e-01
33, 7.385200262070000e-01, -3.483893027077686e-02, 9.276378904736877e-01, -1.615225659069471e-01, 8.706618877149724e-01
34, 7.245299816130000e-01, -3.585437989971609e-02, 9.284545844677822e-01, -1.596995882415577e-01, 8.698263221496160e-01
35, 7.103199958800001e-01, -3.687451252695460e-02, 9.287003239467495e-01, -1.591510626188627e-01, 8.695590368852019e-01
36, 6.958900094030001e-01, -3.790282533441023e-02, 9.282993160833451e-01, -1.600461694568189e-01, 8.699628713019509e-01
37, 6.812700033190000e-01, -3.893976911476456e-02, 9.271913983013109e-01, -1.625192002202881e-01, 8.710904676571424e-01
38, 6.664699912070000e-01, -3.998606681689539e-02, 9.253589509680663e-01, -1.666094844462806e-01, 8.729528905037757e-01
39, 6.514999866490000e-01, -4.104118060951190e-02, 9.228058145137306e-01, -1.723084497461372e-01, 8.755668249630988e-01
40, 6.363800168040000e-01, -4.210266255677003e-02, 9.195897466543311e-01, -1.794871726465823e-01, 8.788517620929357e-01
41, 6.211299896240000e-01, -4.316704649727979e-02, 9.157455368416120e-01, -1.880679981214018e-01, 8.827949686432438e-01
42, 6.057599782940000e-01, -4.423076303215894e-02, 9.113598139084830e-01, -1.978575582399934e-01, 8.872883962173245e-01
43, 5.902799963950000e-01, -4.528969848745950e-02, 9.064962800102078e-01, -2.087136606915005e-01, 8.922836420189120e-01
44, 5.747100114820000e-01, -4.633874913920487e-02, 9.012564198290772e-01, -2.204097771672383e-01, 8.976672833740049e-01
45, 5.590599775310000e-01, -4.737336946797439e-02, 8.956966773910390e-01, -2.328199165378594e-01, 9.033940036531082e-01
46, 5.433599948880000e-01, -4.838770506612319e-02, 8.898484071786077e-01, -2.458740911191793e-01, 9.094240699075782e-01
