"Global_Index", "x_coord", "y_coord", "Pressure", "Pressure_Coefficient", "Mach_Number"
149, 4.960500001910000e-01, 4.663109397188555e-02, 7.828775322673415e-01, -4.846483654746842e-01, 1.021593335563915e+00
150, 5.118399858470000e-01, 4.622811034807659e-02, 7.885155562715216e-01, -4.720634904653536e-01, 1.015567499620841e+00
151, 5.276100039480000e-01, 4.574587187207528e-02, 7.946515338454074e-01, -4.583671119522156e-01, 1.009041194756188e+00
152, 5.433599948880000e-01, 4.518271284719279e-02, 8.014761816233308e-01, -4.431335231622081e-01, 1.001791333308630e+00
153, 5.590599775310000e-01, 4.453829720485906e-02, 8.091227600779413e-01, -4.260652676831668e-01, 9.936888581603598e-01
154, 5.747100114820000e-01, 4.381152342447685e-02, 8.174552728365170e-01, -4.074659088470604e-01, 9.848662376604990e-01
155, 5.902799963950000e-01, 4.300305658899515e-02, 8.261448282363810e-01, -3.880695798295066e-01, 9.756864631645221e-01
156, 6.057599782940000e-01, 4.211318369567345e-02, 8.349750248564217e-01, -3.683593195169158e-01, 9.664173121722974e-01
157, 6.211299896240000e-01, 4.114329770433912e-02, 8.440516882864032e-01, -3.480989100749929e-01, 9.569105771715731e-01
158, 6.363800168040000e-01, 4.009480155348730e-02, 8.536206479560087e-01, -3.267396250981949e-01, 9.469365309996881e-01
159, 6.514999866490000e-01, 3.896964804208539e-02, 8.637471693568639e-01, -3.041357826855716e-01, 9.364090205347817e-01
160, 6.664699912070000e-01, 3.777119386419599e-02, 8.743454883329851e-01, -2.804788206853012e-01, 9.254350701796463e-01
161, 6.812700033190000e-01, 3.650365092271871e-02, 8.853049124054975e-01, -2.560158205234432e-01, 9.141204621598474e-01
162, 6.958900094030001e-01, 3.517115892074992e-02, 8.965648871183771e-01, -2.308819483964797e-01, 9.025366108572046e-01
163, 7.103199958800001e-01, 3.377851809639307e-02, 9.081149248719049e-01, -2.051006141252122e-01, 8.906923427355906e-01
164, 7.245299816130000e-01, 3.233327790296402e-02, 9.199156531418606e-01, -1.787597028083468e-01, 8.786248557100577e-01
165, 7.385200262070000e-01, 3.084076510236194e-02, 9.319483159988944e-01, -1.519010803596108e-01, 8.663544888685792e-01
166, 7.522799968720000e-01, 2.930790578847535e-02, 9.441488681985359e-01, -1.246677049139823e-01, 8.539347432418024e-01
167, 7.657799720760000e-01, 2.774458372265104e-02, 9.564832461288215e-01, -9.713561131959483e-02, 8.414257932178729e-01
168, 7.790099978450000e-01, 2.615915679846263e-02, 9.688762594979309e-01, -6.947263504926143e-02, 8.288313541856118e-01
169, 7.919700145720000e-01, 2.455925569510897e-02, 9.813005704138708e-01, -4.173979818332421e-02, 8.162519277212171e-01
170, 8.046399950980000e-01, 2.295539049066897e-02, 9.936507075332096e-01, -1.417252782765712e-02, 8.037610491388478e-01
171, 8.170099854470000e-01, 2.135719118402364e-02, 1.005821916890197e+00, 1.299535020133150e-02, 7.914339976610368e-01
172, 8.290500044819999e-01, 1.977700253898607e-02, 1.017706029108372e+00, 3.952238640261642e-02, 7.794177962675379e-01
173, 8.407700061800000e-01, 1.822161639120099e-02, 1.029185341213623e+00, 6.514585092326597e-02, 7.678149745967884e-01
174, 8.521599769590000e-01, 1.669947500209749e-02, 1.040187913761647e+00, 8.970516464653247e-02, 7.566959084380575e-01
175, 8.631799817090000e-01, 1.522140978930349e-02, 1.050679683623280e+00, 1.131242938019651e-01, 7.460897873195286e-01
176, 8.738499879840000e-01, 1.378789656983751e-02, 1.060730269090789e+00, 1.355586363633682e-01, 7.359032786637454e-01
177, 8.841500282290000e-01, 1.240213438678316e-02, 1.070589535428792e+00, 1.575659272964102e-01, 7.258893431206536e-01
178, 8.940600156780000e-01, 1.106529361873804e-02, 1.080647928002916e+00, 1.800176964350803e-01, 7.155988831623801e-01
179, 9.035800099370001e-01, 9.775651074320407e-03, 1.091457836755758e+00, 2.041469570441035e-01, 7.044865421996821e-01
180, 9.126999974250000e-01, 8.535884390477063e-03, 1.103470627735061e+00, 2.309612226229035e-01, 6.920388697838240e-01
181, 9.214000105860000e-01, 7.356933670654077e-03, 1.116815089185743e+00, 2.607479669324628e-01, 6.781594035504145e-01
182, 9.296900033950000e-01, 6.255400737454338e-03, 1.130935247618669e+00, 2.922661777202442e-01, 6.634292453577192e-01
31, 7.657799720760000e-01, -3.611368346491202e-02, 9.117409688660717e-01, -1.970067659239471e-01, 8.882340290204986e-01
32, 7.522799968720000e-01, -3.757964824749916e-02, 9.048425145351319e-01, -2.124051014840806e-01, 8.952808808773336e-01
33, 7.385200262070000e-01, -3.902510973025233e-02, 8.979290693407029e-01, -2.278368987930738e-01, 9.023582757186895e-01
34, 7.245299816130000e-01, -4.044419106887949e-02, 8.910715194383653e-01, -2.431439298250775e-01, 9.093931489989765e-01
35, 7.103199958800001e-01, -4.183325992211608e-02, 8.843364161531037e-01, -2.581776425153937e-01, 9.163156269075375e-01
36, 6.958900094030001e-01, -4.318975081790918e-02, 8.777445582568393e-01, -2.728916110338409e-01, 9.231145788458776e-01
37, 6.812700033190000e-01, -4.450846569621932e-02, 8.713080615387148e-01, -2.872587912082260e-01, 9.297604829973414e-01
38, 6.664699912070000e-01, -4.578640429316623e-02, 8.650395971455298e-01, -3.012508992287281e-01, 9.362451529482563e-01
39, 6.514999866490000e-01, -4.702079322075643e-02, 8.589567741176758e-01, -3.148286292016165e-01, 9.425602356533915e-01
40, 6.363800168040000e-01, -4.820832728644600e-02, 8.530660869880072e-01, -3.279774844017696e-01, 9.486784600012962e-01
41, 6.211299896240000e-01, -4.934610283464050e-02, 8.473715079610167e-01, -3.406885983013020e-01, 9.546196215386212e-01
42, 6.057599782940000e-01, -5.043227627528175e-02, 8.418592929613832e-01, -3.529926496397697e-01, 9.603699577063857e-01
43, 5.902799963950000e-01, -5.146522304125427e-02, 8.365408815086811e-01, -3.648641037752654e-01, 9.659438132768190e-01
44, 5.747100114820000e-01, -5.244290707368097e-02, 8.314471030845921e-01, -3.762341449004640e-01, 9.712767798583469e-01
45, 5.590599775310000e-01, -5.336418716771985e-02, 8.266333634658772e-01, -3.869790994065240e-01, 9.763402114240332e-01
46, 5.433599948880000e-01, -5.422699215639728e-02, 8.220930683304446e-01, -3.971136867624004e-01, 9.811135401059472e-01
47, 5.276100039480000e-01, -5.503115092389245e-02, 8.177254416500552e-01, -4.068628534596981e-01, 9.857390209936514e-01
48, 5.118399858470000e-01, -5.577504677324990e-02, 8.133475862703391e-01, -4.166348520751360e-01, 9.903766838717636e-01
49, 4.960500001910000e-01, -5.645864410751600e-02, 8.089349503554154e-01, -4.264844858138049e-01, 9.950868239842203e-01
50, 4.802699983120000e-01, -5.708063017722825e-02, 8.047746047979244e-01, -4.357709714332045e-01, 9.995121838117615e-01
51, 4.645099937920000e-01, -5.764063420637491e-02, 8.013277101552625e-01, -4.434649326891462e-01, 1.003173209584398e+00
52, 4.487800002100000e-01, -5.813821586179719e-02, 7.987571350328793e-01, -4.492028235873231e-01, 1.005864657242089e+00
53, 4.331099987030000e-01, -5.857232159911836e-02, 7.966693171046155e-01, -4.538631314629118e-01, 1.008047204227788e+00
54, 4.174999892710000e-01, -5.894274178843921e-02, 7.941759782856483e-01, -4.594286198981064e-01, 1.010698284457628e+00
55, 4.019699990750000e-01, -5.924860717273855e-02, 7.902634166505473e-01, -4.681620164050283e-01, 1.014966883646282e+00
56, 3.865399956700000e-01, -5.948904988966541e-02, 7.842588383217723e-01, -4.815650930317582e-01, 1.021576839593267e+00
57, 3.712300062180000e-01, -5.966319577269894e-02, 7.763322344330100e-01, -4.992584052834598e-01, 1.030352136515704e+00
58, 3.560400009160000e-01, -5.977026502238469e-02, 7.676583815220948e-01, -5.186196841024671e-01, 1.039926497860608e+00
59, 3.409900069240000e-01, -5.980911456890498e-02, 7.599049504283696e-01, -5.359264499366750e-01, 1.048456451600642e+00
60, 3.261100053790000e-01, -5.977864912523474e-02, 7.542516492422789e-01, -5.485454257984845e-01, 1.054646471400337e+00
61, 3.113999962810000e-01, -5.967771306419146e-02, 7.509619149150163e-01, -5.558885827789815e-01, 1.058194561020375e+00
62, 2.968699932100000e-01, -5.950494887587408e-02, 7.496587276078729e-01, -5.587974830181409e-01, 1.059567248439377e+00
63, 2.825500071050000e-01, -5.925925267104700e-02, 7.497797298617720e-01, -5.585273887014018e-01, 1.059361220314872e+00
64, 2.684499919410000e-01, -5.893932876429126e-02, 7.508996102284302e-01, -5.560276557401111e-01, 1.058089185849618e+00
65, 2.545700073240000e-01, -5.854348340403620e-02, 7.527744062879786e-01, -5.518428431071906e-01, 1.055970248135965e+00
66, 2.409400045870000e-01, -5.807083619344452e-02, 7.553231713503986e-01, -5.461536353785745e-01, 1.053137645896880e+00
67, 2.275699973110000e-01, -5.752008099664282e-02, 7.584528568015786e-01, -5.391677303536192e-01, 1.049654109747116e+00
68, 2.144699990750000e-01, -5.688990268007197e-02, 7.620388531943706e-01, -5.311632741197085e-01, 1.045698302682612e+00
69, 2.016600072380000e-01, -5.617958852304496e-02, 7.659511113220486e-01, -5.224305550847129e-01, 1.041379675884566e+00
70, 1.891400069000000e-01, -5.538742860077425e-02, 7.702100019907534e-01, -5.129241026992112e-01, 1.036707958758369e+00
71, 1.769299954180000e-01, -5.451296528710183e-02, 7.750492011821115e-01, -5.021223187899296e-01, 1.031395414486078e+00
72, 1.650400012730000e-01, -5.355532039070825e-02, 7.807887625111622e-01, -4.893107979661557e-01, 1.025123395999517e+00
73, 1.534900069240000e-01, -5.251467497127336e-02, 7.875309300272531e-01, -4.742613169034530e-01, 1.017761203877316e+00
74, 1.422899961470000e-01, -5.139070388082365e-02, 7.951609855377857e-01, -4.572299429960141e-01, 1.009488714547231e+00
75, 1.314399987460000e-01, -5.018210358500506e-02, 8.035163484907716e-01, -4.385795792616706e-01, 1.000425794710934e+00
76, 1.209499984980000e-01, -4.888857703275015e-02, 8.126606331642905e-01, -4.181682295439945e-01, 9.905974547071086e-01
77, 1.108499988910000e-01, -4.751286041584107e-02, 8.228415829570288e-01, -3.954428951852036e-01, 9.797492614070147e-01
78, 1.011300012470000e-01, -4.605273240135712e-02, 8.341827452175288e-01, -3.701278008537304e-01, 9.676683731106905e-01
79, 9.181000292300000e-02, -4.451025557373497e-02, 8.467503226166835e-01, -3.420751727306172e-01, 9.542995086448255e-01
80, 8.290000259900000e-02, -4.288649975377203e-02, 8.606784939839686e-01, -3.109855045000702e-01, 9.395999007959325e-01
81, 7.440000027400000e-02, -4.118077333203085e-02, 8.760862327560404e-01, -2.765932304552671e-01, 9.234083964203444e-01
82, 6.633000075800000e-02, -3.939656777702485e-02, 8.931884687248338e-01, -2.384185965963531e-01, 9.055528820507383e-01
83, 5.869000032500000e-02, -3.753353771167570e-02, 9.121862461862785e-01, -1.960128433341997e-01, 8.858087377109961e-01
84, 5.149000138000000e-02, -3.559365942714086e-02, 9.333802161362529e-01, -1.487048746958641e-01, 8.638652205323176e-01
113, 4.473999887700000e-02, 2.398511250386969e-02, 6.838704524144978e-01, -7.056463115747816e-01, 1.129247689113907e+00
114, 5.149000138000000e-02, 2.532213930259522e-02, 6.825152270400876e-01, -7.086713682140902e-01, 1.131132176504934e+00
115, 5.869000032500000e-02, 2.662126454054525e-02, 6.823144793340125e-01, -7.091194657722937e-01, 1.131646522090626e+00
116, 6.633000075800000e-02, 2.788325867156270e-02, 6.831308974106572e-01, -7.072971039940686e-01, 1.130871099626593e+00
117, 7.440000027400000e-02, 2.910882745116296e-02, 6.846567462298261e-01, -7.038911914512811e-01, 1.129189686790071e+00
118, 8.290000259900000e-02, 3.029992255515559e-02, 6.864508233160302e-01, -6.998865550981468e-01, 1.127218616889320e+00
119, 9.181000292300000e-02, 3.145547926259561e-02, 6.880986147579771e-01, -6.962084492009440e-01, 1.125429230256143e+00
120, 1.011300012470000e-01, 3.257703656031101e-02, 6.896035939262528e-01, -6.928491207003286e-01, 1.123844498601766e+00
121, 1.108499988910000e-01, 3.366459120231238e-02, 6.913738038468749e-01, -6.888977592703687e-01, 1.121993159981650e+00
