"Global_Index", "x_coord", "y_coord", "Pressure", "Pressure_Coefficient", "Mach_Number"
149, 4.960500001910000e-01, 4.664928849029686e-02, 7.823616509004132e-01, -4.857998863830063e-01, 1.022151676888049e+00
150, 5.118399858470000e-01, 4.624979854304090e-02, 7.886868948122769e-01, -4.716810383654533e-01, 1.015345690006953e+00
151, 5.276100039480000e-01, 4.577091277574406e-02, 7.948919081040020e-01, -4.578305622678527e-01, 1.008729779940460e+00
152, 5.433599948880000e-01, 4.521094276815974e-02, 8.013788676117682e-01, -4.433507419380173e-01, 1.001850069967586e+00
153, 5.590599775310000e-01, 4.456952506910088e-02, 8.086172665422889e-01, -4.271936014681051e-01, 9.941978360366486e-01
154, 5.747100114820000e-01, 4.384553877965205e-02, 8.167031964542733e-01, -4.091446507717115e-01, 9.856506024260389e-01
155, 5.902799963950000e-01, 4.303962669617994e-02, 8.253362141114370e-01, -3.898745220726853e-01, 9.765347070979858e-01
156, 6.057599782940000e-01, 4.215206038084492e-02, 8.342100872435304e-01, -3.700667695456911e-01, 9.672178264232526e-01
157, 6.211299896240000e-01, 4.118421932172373e-02, 8.433392124784732e-01, -3.496892578605509e-01, 9.576506679521265e-01
158, 6.363800168040000e-01, 4.013749819734817e-02, 8.529383816877163e-01, -3.282625408756333e-01, 9.476405961837345e-01
159, 6.514999866490000e-01, 3.901384518135028e-02, 8.630839837366812e-01, -3.056161077306224e-01, 9.370895923420302e-01
160, 6.664699912070000e-01, 3.781661529768539e-02, 8.737060922187330e-01, -2.819060441546139e-01, 9.260883213910854e-01
161, 6.812700033190000e-01, 3.655002305495825e-02, 8.846950252403644e-01, -2.573771758027582e-01, 9.147405557038676e-01
162, 6.958900094030001e-01, 3.521821522195748e-02, 8.959843008498979e-01, -2.321778998886208e-01, 9.031243381593613e-01
163, 7.103199958800001e-01, 3.382600213888937e-02, 9.075605134728716e-01, -2.063381395694831e-01, 8.912508024459164e-01
164, 7.245299816130000e-01, 3.238094584665838e-02, 9.193858682050082e-01, -1.799422584709638e-01, 8.791563289050046e-01
165, 7.385200262070000e-01, 3.088838863083297e-02, 9.314428669537597e-01, -1.530293148353579e-01, 8.668593163257522e-01
166, 7.522799968720000e-01, 2.935527298547296e-02, 9.436676186451561e-01, -1.257419226670622e-01, 8.544136292406285e-01
167, 7.657799720760000e-01, 2.779150029283309e-02, 9.560251870736406e-01, -9.815806456776653e-02, 8.418798680764394e-01
168, 7.790099978450000e-01, 2.620544550618750e-02, 9.684401149027161e-01, -7.044617209215159e-02, 8.292622694474792e-01
169, 7.919700145720000e-01, 2.460475396851590e-02, 9.808847680572133e-01, -4.266792844372042e-02, 8.166614820915219e-01
