"Global_Index", "x_coord", "y_coord", "Pressure", "Pressure_Coefficient", "Mach_Number"
149, 4.960500001910000e-01, 3.534913841161740e-02, 9.152606915185958e-01, -1.891502421459915e-01, 8.700305249564210e-01
150, 5.118399858470000e-01, 3.410098367413752e-02, 9.244059320412285e-01, -1.687367588365437e-01, 8.605104355325276e-01
151, 5.276100039480000e-01, 3.279440007107355e-02, 9.327992300945488e-01, -1.500017185389536e-01, 8.519327277947254e-01
152, 5.433599948880000e-01, 3.143560817799571e-02, 9.416925856692071e-01, -1.301504784169484e-01, 8.427959303637437e-01
153, 5.590599775310000e-01, 3.003321777703272e-02, 9.506561311879017e-01, -1.101425643127194e-01, 8.336842538613682e-01
154, 5.747100114820000e-01, 2.859295754365785e-02, 9.601353231969739e-01, -8.898365357818321e-02, 8.240969747955256e-01
155, 5.902799963950000e-01, 2.712300324323799e-02, 9.696161774554551e-01, -6.782103246550192e-02, 8.144996001024456e-01
156, 6.057599782940000e-01, 2.562945096469695e-02, 9.788287423867071e-01, -4.725727145824299e-02, 8.051230188142918e-01
157, 6.211299896240000e-01, 2.411920066796151e-02, 9.879077102748629e-01, -2.699171813646673e-02, 7.958468733962671e-01
158, 6.363800168040000e-01, 2.259818413205253e-02, 9.969595748385933e-01, -6.786663306711338e-03, 7.866297769594288e-01
159, 6.514999866490000e-01, 2.107247163442082e-02, 1.005907052862134e+00, 1.318538585297693e-02, 7.774724687427320e-01
160, 6.664699912070000e-01, 1.954939823152305e-02, 1.014723828204563e+00, 3.286568795661328e-02, 7.684543796534450e-01
161, 6.812700033190000e-01, 1.803661059356770e-02, 1.023337316875728e+00, 5.209222516903680e-02, 7.596190552141604e-01
162, 6.958900094030001e-01, 1.654086240018855e-02, 1.031728513893546e+00, 7.082257565523642e-02, 7.510250644133014e-01
163, 7.103199958800001e-01, 1.506869299349722e-02, 1.039826823335607e+00, 8.889915923126600e-02, 7.427229586585505e-01
164, 7.245299816130000e-01, 1.362792697115451e-02, 1.047575475736869e+00, 1.061952583412258e-01, 7.347879296168910e-01
165, 7.385200262070000e-01, 1.222192634892694e-02, 1.054928443711643e+00, 1.226081332849181e-01, 7.272328109518350e-01
166, 7.522799968720000e-01, 1.085306511990070e-02, 1.061936107888204e+00, 1.382502408218843e-01, 7.200271835887463e-01
167, 7.657799720760000e-01, 9.523197448702982e-03, 1.068725724469495e+00, 1.534056349765523e-01, 7.130412033789673e-01
168, 7.790099978450000e-01, 8.229756527835759e-03, 1.075535326884180e+00, 1.686056403664729e-01, 7.059606759605367e-01
169, 7.919700145720000e-01, 6.967593527644717e-03, 1.082738812720359e+00, 1.846848498222294e-01, 6.984897286027448e-01
170, 8.046399950980000e-01, 5.733555849276255e-03, 1.090749266077892e+00, 2.025653260667240e-01, 6.901132653755839e-01
171, 8.170099854470000e-01, 4.526128311862308e-03, 1.099972467392976e+00, 2.231528290021797e-01, 6.803729535303217e-01
172, 8.290500044819999e-01, 3.351553961046534e-03, 1.110698011334888e+00, 2.470937753010885e-01, 6.690439633783521e-01
173, 8.407700061800000e-01, 2.221122681861153e-03, 1.122886286501995e+00, 2.742997466562380e-01, 6.560723386261196e-01
174, 8.521599769590000e-01, 1.159301572937296e-03, 1.136201292605896e+00, 3.040207424238739e-01, 6.419091437427668e-01
175, 8.631799817090000e-01, 2.045937164447606e-04, 1.149765064885030e+00, 3.342970198326571e-01, 6.274112155787592e-01
176, 8.738499879840000e-01, -6.011264768662240e-04, 1.162430436000467e+00, 3.625679375010422e-01, 6.138845647673684e-01
177, 8.841500282290000e-01, -1.209378874317810e-03, 1.172811993905787e+00, 3.857410578254176e-01, 6.028400732797741e-01
178, 8.940600156780000e-01, -1.577894215643159e-03, 1.179447427939620e+00, 4.005522945080796e-01, 5.959540656970995e-01
179, 9.035800099370001e-01, -1.680838312663600e-03, 1.180926309537409e+00, 4.038533695031450e-01, 5.947610610995661e-01
180, 9.126999974250000e-01, -1.515799679110499e-03, 1.176065841916733e+00, 3.930041114212783e-01, 6.005007971011581e-01
181, 9.214000105860000e-01, -1.110321914712550e-03, 1.164005184514543e+00, 3.660830011485334e-01, 6.139924068108288e-01
182, 9.296900033950000e-01, -5.194564561029711e-04, 1.144268887301510e+00, 3.220287662980136e-01, 6.354049393997270e-01
31, 7.657799720760000e-01, -2.951033727360171e-02, 9.463274661902308e-01, -1.198047629682349e-01, 8.446925509702604e-01
32, 7.522799968720000e-01, -3.096181144522562e-02, 9.412781866294420e-01, -1.310754762735671e-01, 8.499270023985041e-01
33, 7.385200262070000e-01, -3.241453277608040e-02, 9.363448417684304e-01, -1.420874067668965e-01, 8.549815945603992e-01
34, 7.245299816130000e-01, -3.386376679305321e-02, 9.312254180126317e-01, -1.535146919360900e-01, 8.602866281328574e-01
35, 7.103199958800001e-01, -3.530689307158652e-02, 9.263051703609075e-01, -1.644973875872600e-01, 8.653015564828109e-01
36, 6.958900094030001e-01, -3.674225211597043e-02, 9.211817921871857e-01, -1.759334995821749e-01, 8.705659847908450e-01
37, 6.812700033190000e-01, -3.816515293304169e-02, 9.163109349319050e-01, -1.868059488127121e-01, 8.755876397751491e-01
38, 6.664699912070000e-01, -3.957289370556494e-02, 9.112000102119263e-01, -1.982142629198073e-01, 8.807959290336781e-01
39, 6.514999866490000e-01, -4.096270419333766e-02, 9.058848438030561e-01, -2.100784736538926e-01, 8.862792776798810e-01
40, 6.363800168040000e-01, -4.233084266562091e-02, 9.006349403124573e-01, -2.217970082311222e-01, 8.915534303009479e-01
41, 6.211299896240000e-01, -4.367359094194759e-02, 8.958069861817073e-01, -2.325736915586891e-01, 8.965464751942906e-01
42, 6.057599782940000e-01, -4.498807223669178e-02, 8.933680325901703e-01, -2.380177843969414e-01, 8.989682344166270e-01
43, 5.902799963950000e-01, -4.627132533375768e-02, 8.911992399619159e-01, -2.428588393707235e-01, 9.015301646711450e-01
44, 5.747100114820000e-01, -4.751950934859488e-02, 8.886194692843723e-01, -2.486172560616690e-01, 9.041714747706295e-01
45, 5.590599775310000e-01, -4.872955796694115e-02, 8.865075077716871e-01, -2.533314558667699e-01, 9.059134825220286e-01
46, 5.433599948880000e-01, -4.989683951066199e-02, 8.939846825913064e-01, -2.366413335015483e-01, 8.978267260928738e-01
47, 5.276100039480000e-01, -5.101897737545535e-02, 9.156158807491942e-01, -1.883574090419772e-01, 8.760310764966014e-01
48, 5.118399858470000e-01, -5.209138375948307e-02, 9.244296230578263e-01, -1.686838771030663e-01, 8.660486887708342e-01
49, 4.960500001910000e-01, -5.311153541819326e-02, 8.626517351477445e-01, -3.065809483309274e-01, 9.226469438296468e-01
