"PointID"	"x"	"y"	"Conservative_1"	"Conservative_2"	"Conservative_3"	"Conservative_4"	"Pressure"	"Temperature"	"C<sub>p</sub>"	"Mach"
0	9.997500181200000e-01	-3.633229496298045e-05	1.199495399894878e+00	7.201994273738247e-01	1.010474883424593e-01	3.445586023776494e+00	1.290047691973163e+00	1.075491987786048e+00	6.474278838686682e-01	4.941055022635410e-01	
1	9.990000128750000e-01	-1.454639391897814e-04	1.181093901925188e+00	7.467706257999963e-01	1.067412908009838e-01	3.399532668562914e+00	1.263451538542152e+00	1.069729965147327e+00	5.880614699601600e-01	5.219074917470164e-01	
2	9.977599978450000e-01	-3.274153606544278e-04	1.170462360217613e+00	7.651400913453277e-01	1.128916462920905e-01	3.373731367084973e+00	1.247279284192162e+00	1.065629555110399e+00	5.519626879289337e-01	5.409943821249231e-01	
3	9.960200190539999e-01	-5.894302300845781e-04	1.163785779997802e+00	7.762825013838389e-01	1.196455149765184e-01	3.357623232331708e+00	1.237028136494440e+00	1.062934569020749e+00	5.290806618179474e-01	5.532576961113796e-01	
4	9.937800168990000e-01	-9.452990164950654e-04	1.158979617148837e+00	7.825335916211656e-01	1.297722972371383e-01	3.345896247058461e+00	1.229780287121336e+00	1.061088796493828e+00	5.129024266101259e-01	5.615372398707438e-01	
5	9.910500049590000e-01	-1.417131689318471e-03	1.154327747904834e+00	7.876270920531296e-01	1.439241985985278e-01	3.334559571703653e+00	1.222751282389149e+00	1.059275655989824e+00	4.972126839043512e-01	5.695807260353922e-01	
6	9.878399968150000e-01	-2.034228024411254e-03	1.147352579199088e+00	7.936563498853677e-01	1.617747123627922e-01	3.317238323989605e+00	1.212534413663375e+00	1.056810640117084e+00	4.744071733557476e-01	5.803804302781145e-01	
7	9.841300249100000e-01	-2.831524359585421e-03	1.136481954395225e+00	8.033844564444893e-01	1.814720946358068e-01	3.290167127902992e+00	1.196688148602017e+00	1.052975935054622e+00	4.390360459866449e-01	5.968894689322739e-01	
8	9.799500107769999e-01	-3.820551088029327e-03	1.120521780805044e+00	8.182391069657732e-01	1.999569482859079e-01	3.250343745927326e+00	1.173500420986104e+00	1.047280330546540e+00	3.872777254154102e-01	6.208115653554387e-01	
9	9.752799868580000e-01	-4.998471127024451e-03	1.099580427584567e+00	8.382601867468533e-01	2.134305514640636e-01	3.198043914029216e+00	1.143123338720661e+00	1.039599569111779e+00	3.194717382157601e-01	6.520701050728849e-01	
10	9.701499938960000e-01	-6.319845091312446e-03	1.074892037816702e+00	8.617666711454698e-01	2.188299823187807e-01	3.136276266187567e+00	1.107420691154692e+00	1.030262251643488e+00	2.397783284702951e-01	6.887410507706357e-01	
11	9.645400047300000e-01	-7.728268636965863e-03	1.049036211095536e+00	8.855309136424687e-01	2.146586494086330e-01	3.071360338556373e+00	1.070257257238362e+00	1.020229088298738e+00	1.568242349070575e-01	7.267739469486572e-01	
12	9.584699869160000e-01	-9.150954612489676e-03	1.026245153797533e+00	9.060589692332298e-01	2.019076166876776e-01	3.013980323494165e+00	1.037657686401117e+00	1.011120668937001e+00	8.405733571677876e-02	7.602629381215426e-01	
13	9.519400000570000e-01	-1.053452208134836e-02	1.010282660110132e+00	9.210712173684807e-01	1.842665189705840e-01	2.973776388487198e+00	1.014841351949972e+00	1.004512293459876e+00	3.312801774547407e-02	7.840252986776347e-01	
14	9.449599981310000e-01	-1.185202406502500e-02	1.002166518297516e+00	9.300129859180010e-01	1.662850285544521e-01	2.953360064682863e+00	1.003214972786482e+00	1.001046187903730e+00	7.176278541255149e-03	7.963268538354018e-01	
15	9.375399947170000e-01	-1.310774794034957e-02	1.000103180423746e+00	9.338659786267351e-01	1.514881766525622e-01	2.948158095180650e+00	1.000270839843359e+00	1.000167642122228e+00	6.045532217831472e-04	7.994282177238909e-01	
16	9.296900033950000e-01	-1.432811295924969e-02	1.001073170689201e+00	9.346256982337156e-01	1.414457676578986e-01	2.950552372023575e+00	1.001706105509408e+00	1.000632256301277e+00	3.808271226357332e-03	7.977889017188889e-01	
17	9.214000105860000e-01	-1.555021985535288e-02	1.002360030018257e+00	9.343164070562817e-01	1.359188584868667e-01	2.953716769579452e+00	1.003622256359050e+00	1.001259254462461e+00	8.085393658594746e-03	7.955737061188684e-01	
18	9.126999974250000e-01	-1.680039026021283e-02	1.002287515135144e+00	9.343478886783565e-01	1.335994731003117e-01	2.953440754532585e+00	1.003611981129010e+00	1.001321443172609e+00	8.062457877255109e-03	7.953538075046316e-01	
19	9.035800099370001e-01	-1.809908642227151e-02	1.000277130537053e+00	9.353123873761392e-01	1.329114307616764e-01	2.948257988061390e+00	1.000857705837591e+00	1.000580414449970e+00	1.914521958907825e-03	7.979719087689294e-01	
20	8.940600156780000e-01	-1.944985420340819e-02	9.965372539432017e-01	9.372617061100235e-01	1.326009880974587e-01	2.938701282739759e+00	9.956492977069874e-01	9.991089583126967e-01	-9.711389046903121e-03	8.031567768574958e-01	
21	8.841500282290000e-01	-2.084826332408404e-02	9.916013297716407e-01	9.399037407808324e-01	1.319271897030418e-01	2.926110122061261e+00	9.887533232737026e-01	9.971278714414453e-01	-2.510418912119960e-02	8.101088671573553e-01	
22	8.738499879840000e-01	-2.228640107495410e-02	9.860311321971355e-01	9.428736082585242e-01	1.306103771414932e-01	2.911895244405004e+00	9.809769407211418e-01	9.948742069991935e-01	-4.246218589030841e-02	8.179788521183075e-01	
23	8.631799817090000e-01	-2.375247334811427e-02	9.802809887864400e-01	9.458898252243350e-01	1.286744234049905e-01	2.897206834936580e+00	9.729636599283935e-01	9.925354781519278e-01	-6.034897337412163e-02	8.261038541352955e-01	
24	8.521599769590000e-01	-2.523604524508393e-02	9.746183014171395e-01	9.487685881462482e-01	1.262796509443229e-01	2.882719534415028e+00	9.650945485536543e-01	9.902282228338655e-01	-7.791395412130740e-02	8.340790225722625e-01	
25	8.407700061800000e-01	-2.673405507853950e-02	9.691521791344165e-01	9.514449333682653e-01	1.236180230884341e-01	2.868713943418274e+00	9.575197708235750e-01	9.879973356493604e-01	-9.482194012594872e-02	8.417532991946238e-01	
