SENS_AOA=0.00301278847002825
"Point","Sensitivity","PsiRho","Phi_x","Phi_y","PsiE","x_coord","y_coord"
149, 3.866776944415141e-02, 3.435696419812496e-01, -2.704250193562022e-01, 4.860995457367386e-03, 8.409769803068323e-02, 4.960500001910000e-01, 4.378995768497874e-02
150, -4.568788696274179e-02, 3.586004406873817e-01, -2.849367965378479e-01, 1.169689039778566e-02, 8.824524942709576e-02, 5.118399858470000e-01, 4.390412941598131e-02
151, -1.203566650634229e-01, 3.223758781044308e-01, -2.486481513958829e-01, 2.146967982444056e-02, 7.966876119345344e-02, 5.276100039480000e-01, 4.392182793531742e-02
152, -1.520009177108791e-01, 2.532199205210992e-01, -1.801502100272748e-01, 3.184403750997644e-02, 6.270805021826609e-02, 5.433599948880000e-01, 4.383661504155450e-02
153, -1.374677361787700e-01, 1.818835376388948e-01, -1.097552299106915e-01, 4.079063808283632e-02, 4.486530499404116e-02, 5.590599775310000e-01, 4.364283928955097e-02
154, -9.637982581783662e-02, 1.300321825467756e-01, -5.857097053900782e-02, 4.802198824124228e-02, 3.162664600635164e-02, 5.747100114820000e-01, 4.333544225037185e-02
155, -4.416152543237339e-02, 1.008407334349406e-01, -2.936189642562392e-02, 5.462015131440784e-02, 2.398411051427499e-02, 5.902799963950000e-01, 4.291085969500964e-02
156, 1.947285711030889e-02, 8.671836673696488e-02, -1.463960576711563e-02, 6.157019590434396e-02, 2.023177848979826e-02, 6.057599782940000e-01, 4.236635382641447e-02
157, 8.203324989579350e-02, 7.992240667435939e-02, -6.886848581485011e-03, 6.908393363716242e-02, 1.844401928446330e-02, 6.211299896240000e-01, 4.170077409288887e-02
158, 9.486020946944212e-02, 7.531082836639859e-02, -9.932235750862101e-04, 7.696009245005693e-02, 1.725400700973496e-02, 6.363800168040000e-01, 4.091395963130152e-02
159, 4.980093726585626e-02, 6.858343333661943e-02, 7.433873797745746e-03, 8.472366146189560e-02, 1.546701176357402e-02, 6.514999866490000e-01, 4.000705421624218e-02
160, 3.806381739882503e-03, 5.720132555062325e-02, 2.107007643107705e-02, 9.203976376879060e-02, 1.255626679194645e-02, 6.664699912070000e-01, 3.898327861760086e-02
161, -1.154698510916035e-02, 4.181701863466188e-02, 3.902829272090856e-02, 9.886258637319134e-02, 8.633812780430933e-03, 6.812700033190000e-01, 3.784759179466077e-02
162, -6.562576310359630e-03, 2.394572102161497e-02, 5.969559683378414e-02, 1.048640834051161e-01, 4.158912626995270e-03, 6.958900094030001e-01, 3.660579088951326e-02
163, 8.593398651186144e-05, 5.510144545925493e-03, 8.116588327925636e-02, 1.102487203837019e-01, -5.303230870070399e-04, 7.103199958800001e-01, 3.526504136116704e-02
164, 1.195450393722426e-03, -1.331770155101797e-02, 1.033615089989604e-01, 1.147551734652024e-01, -5.280873516847258e-03, 7.245299816130000e-01, 3.383590281518405e-02
165, -6.216053190538759e-04, -3.209283479388164e-02, 1.258240301416842e-01, 1.186160869254821e-01, -1.008768669379904e-02, 7.385200262070000e-01, 3.232738043779451e-02
166, -1.424782723032682e-03, -5.104839862312413e-02, 1.487748246113722e-01, 1.215473416894764e-01, -1.488176608888230e-02, 7.522799968720000e-01, 3.075047507632368e-02
167, -1.325228632178232e-03, -6.954615932433381e-02, 1.715105599639745e-01, 1.238240487531778e-01, -1.961931243879265e-02, 7.657799720760000e-01, 2.911958685279527e-02
168, -1.103452089226761e-03, -8.776744852310520e-02, 1.942109453142588e-01, 1.251720927700879e-01, -2.424137924016753e-02, 7.790099978450000e-01, 2.744775044637992e-02
169, -1.343746382590539e-03, -1.052946584861764e-01, 2.164170936310917e-01, 1.258691677719740e-01, -2.875006672987305e-02, 7.919700145720000e-01, 2.574721019665771e-02
170, -1.557792151739981e-03, -1.224145615209638e-01, 2.384306855409062e-01, 1.256674721688474e-01, -3.311060278834769e-02, 8.046399950980000e-01, 2.403311562921977e-02
171, -1.863171827770431e-03, -1.387356052487843e-01, 2.598044769900195e-01, 1.248701765540566e-01, -3.732684469611408e-02, 8.170099854470000e-01, 2.231941476294036e-02
172, -2.042216176849672e-03, -1.545074072000855e-01, 2.808000245319087e-01, 1.232866649303426e-01, -4.135650462213801e-02, 8.290500044819999e-01, 2.062257597449161e-02
173, -2.305601998361470e-03, -1.693279097272174e-01, 3.009900800118153e-01, 1.212658179179173e-01, -4.521706729286083e-02, 8.407700061800000e-01, 1.895262303595578e-02
174, -2.451839486984087e-03, -1.835356114303335e-01, 3.206541899311870e-01, 1.186730723429988e-01, -4.886316892089112e-02, 8.521599769590000e-01, 1.732082819877493e-02
175, -2.687436851002684e-03, -1.968827932687872e-01, 3.396357210563711e-01, 1.158676129794551e-01, -5.234572878090746e-02, 8.631799817090000e-01, 1.574048645836139e-02
176, -2.980901983699214e-03, -2.096547857309341e-01, 3.582397043355054e-01, 1.129089653290002e-01, -5.568318085293282e-02, 8.738499879840000e-01, 1.421330680446419e-02
177, -3.342339690051463e-03, -2.221309744235258e-01, 3.768481578676493e-01, 1.099266964840463e-01, -5.895500569461368e-02, 8.841500282290000e-01, 1.274346786820052e-02
178, -3.843314336559436e-03, -2.346574103439097e-01, 3.959336969487182e-01, 1.070104055023549e-01, -6.224336654319534e-02, 8.940600156780000e-01, 1.133254068360676e-02
179, -4.470304584437077e-03, -2.476546436760853e-01, 4.160556343586004e-01, 1.040109643925584e-01, -6.567988451105816e-02, 9.035800099370001e-01, 9.978608690437589e-03
