"PointID"	"x"	"y"	"Conservative_1"	"Conservative_2"	"Conservative_3"	"Conservative_4"	"Surface_Sensitivity"	"Solution_Sensor"
0	9.997500181200000e-01	-3.633247769288537e-05	7.174782407653857e-01	-1.726155297454053e+00	-2.848709219250156e-01	4.507083455261772e-01	-4.205610235845979e+03	0.000000000000000e+00	
1	9.990000128750000e-01	-1.454754719884791e-04	1.104929580118035e-01	-5.445272612024786e-01	-1.350088678465664e-01	7.594309864530999e-02	1.406305673342294e+03	0.000000000000000e+00	
2	9.977599978450000e-01	-3.275417515399469e-04	7.213246847435446e-02	-3.834106446447899e-01	-1.901364175294550e-01	4.919014318269297e-02	6.781953278218845e+01	0.000000000000000e+00	
3	9.960200190539999e-01	-5.901118191846986e-04	4.069802671528534e-02	-2.843029532222200e-01	-1.792108091713920e-01	3.479037514592703e-02	4.188515111974232e+01	0.000000000000000e+00	
4	9.937800168990000e-01	-9.477568349464471e-04	-9.341178806188425e-04	-1.851092582123242e-01	-1.804917549553767e-01	1.626072006388665e-02	3.077974617808277e+01	0.000000000000000e+00	
5	9.910500049590000e-01	-1.423905110448359e-03	-2.250193570835361e-02	-1.268204386197125e-01	-1.909177736905840e-01	7.180280096960531e-03	1.491245126506006e+01	0.000000000000000e+00	
6	9.878399968150000e-01	-2.049562027829026e-03	-3.233132203907924e-02	-9.141629583456072e-02	-2.077356944242597e-01	2.245331238285031e-03	9.847450157560454e+00	0.000000000000000e+00	
7	9.841300249100000e-01	-2.861424336115422e-03	-2.926665668981862e-02	-7.857904030050106e-02	-2.296233587371652e-01	1.236490993064966e-03	6.906534162504189e+00	0.000000000000000e+00	
8	9.799500107769999e-01	-3.871860014095183e-03	-1.229556317293188e-02	-8.811298428498127e-02	-2.527781495341962e-01	4.238808625876550e-03	5.047628978625538e+00	0.000000000000000e+00	
9	9.752799868580000e-01	-5.077649738807614e-03	1.781349093357102e-02	-1.181590591851366e-01	-2.724829552553426e-01	1.093151749604968e-02	3.854285530384995e+00	0.000000000000000e+00	
10	9.701499938960000e-01	-6.430994027081191e-03	5.809297748865967e-02	-1.637732693986609e-01	-2.837734577066633e-01	2.049738009197660e-02	3.068820682801408e+00	0.000000000000000e+00	
11	9.645400047300000e-01	-7.872118687450299e-03	1.027375725344048e-01	-2.166047462283469e-01	-2.828580726181094e-01	3.141082594789711e-02	2.381515293165582e+00	0.000000000000000e+00	
12	9.584699869160000e-01	-9.324303888844213e-03	1.431766582162006e-01	-2.653730190821093e-01	-2.686710835679249e-01	4.146033340589104e-02	1.633894003025069e+00	0.000000000000000e+00	
13	9.519400000570000e-01	-1.073119739764228e-02	1.709139489794602e-01	-2.992069755662251e-01	-2.445340263205239e-01	4.832216252983233e-02	1.150056653462216e+00	0.000000000000000e+00	
14	9.449599981310000e-01	-1.206448780128845e-02	1.815038274422186e-01	-3.123001730913781e-01	-2.169824702247121e-01	5.075713207438370e-02	1.102119769565406e+00	0.000000000000000e+00	
15	9.375399947170000e-01	-1.332889293720794e-02	1.775108037772998e-01	-3.072327550741002e-01	-1.926474799112745e-01	4.936914864924997e-02	1.205840165175008e+00	0.000000000000000e+00	
16	9.296900033950000e-01	-1.455254034015747e-02	1.663942969826092e-01	-2.926107958947165e-01	-1.753093756367300e-01	4.609189988911853e-02	1.152247204372513e+00	0.000000000000000e+00	
17	9.214000105860000e-01	-1.577469888323062e-02	1.552382191848884e-01	-2.771588993819469e-01	-1.650320402603904e-01	4.286819490648244e-02	9.576423345825870e-01	0.000000000000000e+00	
18	9.126999974250000e-01	-1.702359875508167e-02	1.484306837477757e-01	-2.664290950864669e-01	-1.601896389935996e-01	4.077973080600262e-02	7.396846054216702e-01	0.000000000000000e+00	
19	9.035800099370001e-01	-1.832095646405380e-02	1.467049834798198e-01	-2.616642556399183e-01	-1.583393314972611e-01	4.009501514850405e-02	5.819897702451450e-01	0.000000000000000e+00	
20	8.940600156780000e-01	-1.967086677477455e-02	1.495328200147857e-01	-2.624262475995832e-01	-1.576537235521851e-01	4.060182406936116e-02	4.634527462696776e-01	0.000000000000000e+00	
21	8.841500282290000e-01	-2.106891874001049e-02	1.554912317347374e-01	-2.670960445221683e-01	-1.568885445737246e-01	4.195955407520995e-02	3.814199445623387e-01	0.000000000000000e+00	
22	8.738499879840000e-01	-2.250695496556599e-02	1.631552035099502e-01	-2.740117337418346e-01	-1.554322235330995e-01	4.378389929611100e-02	3.306602532598699e-01	0.000000000000000e+00	
23	8.631799817090000e-01	-2.397290316291288e-02	1.715412005245316e-01	-2.819500870064402e-01	-1.532668584658070e-01	4.579236841899282e-02	2.924440858453528e-01	0.000000000000000e+00	
24	8.521599769590000e-01	-2.545616210741541e-02	1.798690570491103e-01	-2.899756837094533e-01	-1.504706749544501e-01	4.780958055739924e-02	2.697130647140424e-01	0.000000000000000e+00	
25	8.407700061800000e-01	-2.695367370041735e-02	1.879293883185808e-01	-2.977888689637453e-01	-1.473241326861415e-01	4.975158161163132e-02	2.523268715611074e-01	0.000000000000000e+00	
26	8.290500044819999e-01	-2.845644930886238e-02	1.956526750970630e-01	-3.052795998325858e-01	-1.440185196006545e-01	5.161975386625925e-02	2.373095273295642e-01	0.000000000000000e+00	
27	8.170099854470000e-01	-2.996097417485323e-02	2.031044615117032e-01	-3.125127411616922e-01	-1.406311995559994e-01	5.343496685627997e-02	2.227731690699330e-01	0.000000000000000e+00	
28	8.046399950980000e-01	-3.146683947477781e-02	2.105417187314967e-01	-3.197530228146940e-01	-1.372796320693206e-01	5.523753613406331e-02	1.993427917646829e-01	0.000000000000000e+00	
29	7.919700145720000e-01	-3.296890225207228e-02	2.180253592471955e-01	-3.270716891772147e-01	-1.339196100869149e-01	5.706804242647899e-02	1.741853474010467e-01	0.000000000000000e+00	
30	7.790099978450000e-01	-3.446445015462885e-02	2.256911097856753e-01	-3.346263571621311e-01	-1.305598919133398e-01	5.894150354698047e-02	1.513804603279258e-01	0.000000000000000e+00	
31	7.657799720760000e-01	-3.594944109339957e-02	2.335909672669107e-01	-3.424421786757653e-01	-1.271976681154302e-01	6.086942429736324e-02	1.394525094302597e-01	0.000000000000000e+00	
32	7.522799968720000e-01	-3.742189806032744e-02	2.416045364575391e-01	-3.504191420121973e-01	-1.237364007539954e-01	6.284998836308217e-02	1.410272555714217e-01	0.000000000000000e+00	
33	7.385200262070000e-01	-3.887853747522318e-02	2.497976794903249e-01	-3.586192876401731e-01	-1.202226706783307e-01	6.487178713716374e-02	1.392980076266263e-01	0.000000000000000e+00	
