"PointID"	"x"	"y"	"Conservative_1"	"Conservative_2"	"Conservative_3"	"Conservative_4"	"Surface_Sensitivity"	"Solution_Sensor"
0	9.997500181200000e-01	-3.633228909808189e-05	5.009152790959725e-02	-3.558999008303207e-01	-1.582634062769006e-01	1.024137836610862e-01	-1.452422487246396e+03	0.000000000000000e+00	
1	9.990000128750000e-01	-1.454635696528725e-04	-1.335991747906098e-01	2.751792899812043e-02	-1.066214868047408e-01	-1.639180426336078e-02	4.418120890175312e+02	0.000000000000000e+00	
2	9.977599978450000e-01	-3.274113233847307e-04	-1.394490337405778e-01	8.014183616046987e-02	-1.212819976564380e-01	-2.418176565654035e-02	2.078724492772694e+01	0.000000000000000e+00	
3	9.960200190539999e-01	-5.894085686806147e-04	-1.450122631349890e-01	1.107431243467118e-01	-1.189297330253624e-01	-2.811501046291181e-02	1.339886742335921e+01	0.000000000000000e+00	
4	9.937800168990000e-01	-9.452215123304000e-04	-1.549644555288547e-01	1.410251597973189e-01	-1.236270842215429e-01	-3.337246470389330e-02	1.004789105743900e+01	0.000000000000000e+00	
5	9.910500049590000e-01	-1.416920540012407e-03	-1.580552993437129e-01	1.570105969008998e-01	-1.346125972495584e-01	-3.547134949510131e-02	5.055287412049023e+00	0.000000000000000e+00	
6	9.878399968150000e-01	-2.033757840478498e-03	-1.552908195093466e-01	1.625709330746889e-01	-1.507316126026503e-01	-3.566338243540153e-02	3.447383016790676e+00	0.000000000000000e+00	
7	9.841300249100000e-01	-2.830628865345123e-03	-1.446928685761588e-01	1.556693345150013e-01	-1.705494150139310e-01	-3.363614509856726e-02	2.476656245597719e+00	0.000000000000000e+00	
8	9.799500107769999e-01	-3.819064429838993e-03	-1.247993073732356e-01	1.348785278784906e-01	-1.912196751731661e-01	-2.908489529137574e-02	1.791933509371580e+00	0.000000000000000e+00	
9	9.752799868580000e-01	-4.996281984462550e-03	-9.550035080429431e-02	1.003447864881925e-01	-2.090362165863926e-01	-2.201613986556339e-02	1.289207725584496e+00	0.000000000000000e+00	
10	9.701499938960000e-01	-6.316969801823185e-03	-5.875293898483171e-02	5.510719643312994e-02	-2.200799330620409e-01	-1.293276955014059e-02	9.466607849788358e-01	0.000000000000000e+00	
11	9.645400047300000e-01	-7.724889455816644e-03	-1.884876166364258e-02	5.114623173836353e-03	-2.213175036704999e-01	-2.938020411391114e-03	6.030476755646116e-01	0.000000000000000e+00	
12	9.584699869160000e-01	-9.147425781525307e-03	1.767793878201549e-02	-4.116578595527221e-02	-2.119635939556043e-01	6.306237972632590e-03	2.107314187496379e-01	0.000000000000000e+00	
13	9.519400000570000e-01	-1.053131868577597e-02	4.424488588409085e-02	-7.541116795934870e-02	-1.946314990698803e-01	1.303774518625581e-02	4.376947921291642e-02	0.000000000000000e+00	
14	9.449599981310000e-01	-1.184965903490510e-02	5.736731166654127e-02	-9.313187170538698e-02	-1.744334599003611e-01	1.630146847039286e-02	1.966468369603545e-01	0.000000000000000e+00	
