SENS_AOA=0.0189941057530861
"Point","Sensitivity","PsiRho","Phi_x","Phi_y","PsiE","x_coord","y_coord"
149, 4.117826835967347e-04, -1.647793361954979e+00, 2.264969758182138e+00, -6.245475389229206e-02, -4.286779887010381e-01, 4.960500001910000e-01, 5.311153541819326e-02
150, -1.968000941631712e-03, -1.663450637649565e+00, 2.282837006045281e+00, -6.916939241522795e-02, -4.321032713065882e-01, 5.118399858470000e-01, 5.209138375948307e-02
151, 7.551976493473591e-05, -1.681834433343096e+00, 2.303196039619867e+00, -7.426805181764119e-02, -4.360374997747224e-01, 5.276100039480000e-01, 5.101897737545535e-02
152, 8.915072402935773e-03, -1.696078714388632e+00, 2.320017753564971e+00, -7.487869753638328e-02, -4.382680583077068e-01, 5.433599948880000e-01, 4.989683951066199e-02
153, 3.015730792062547e-02, -1.693687829109106e+00, 2.324870655285261e+00, -6.637932234910340e-02, -4.379547828153642e-01, 5.590599775310000e-01, 4.872955796694115e-02
154, 1.118124376558387e-01, -1.664624065903984e+00, 2.308735839489946e+00, -6.026402773670331e-02, -4.337193108088896e-01, 5.747100114820000e-01, 4.751950934859488e-02
155, 2.233803587209972e-01, -1.572806230337991e+00, 2.238197175836834e+00, -7.831374577132076e-02, -4.142468906418456e-01, 5.902799963950000e-01, 4.627132533375768e-02
156, 2.167550947113347e-01, -1.363838223197386e+00, 2.065465296207845e+00, -9.750814434752665e-02, -3.600635911736512e-01, 6.057599782940000e-01, 4.498807223669178e-02
157, -8.968554952819933e-02, -1.094305082917320e+00, 1.836577299879582e+00, -7.795974220187193e-02, -2.868069509158597e-01, 6.211299896240000e-01, 4.367359094194759e-02
158, 3.500485346587787e-02, -9.025799317045764e-01, 1.650870137146606e+00, -3.208744492092424e-02, -2.382230062669446e-01, 6.363800168040000e-01, 4.233084266562091e-02
159, 1.102470848128203e-02, -8.462010799272340e-01, 1.585110137149467e+00, -3.391320714907201e-02, -2.276102543776758e-01, 6.514999866490000e-01, 4.096270419333766e-02
160, -4.467940524533621e-03, -8.584442442569634e-01, 1.606366558681947e+00, -3.763685619630148e-02, -2.299271111511591e-01, 6.664699912070000e-01, 3.957289370556494e-02
161, -6.799093219625692e-03, -8.743550971105817e-01, 1.634472098533116e+00, -4.179480002142415e-02, -2.341488392549546e-01, 6.812700033190000e-01, 3.816515293304169e-02
162, -8.830291979520979e-03, -8.864642744496901e-01, 1.656871583416447e+00, -4.504043150005357e-02, -2.372694466580557e-01, 6.958900094030001e-01, 3.674225211597043e-02
163, -9.855279491581340e-03, -8.975190833994457e-01, 1.678734238252526e+00, -4.839837285047796e-02, -2.405333980701188e-01, 7.103199958800001e-01, 3.530689307158652e-02
164, -9.520371013795903e-03, -9.102589578038442e-01, 1.703401412421991e+00, -5.273813041888943e-02, -2.439528831547539e-01, 7.245299816130000e-01, 3.386376679305321e-02
165, -1.004730304470134e-02, -9.221668921786736e-01, 1.727594664081622e+00, -5.651868969979190e-02, -2.474861635614875e-01, 7.385200262070000e-01, 3.241453277608040e-02
166, -1.003549756360418e-02, -9.349541247306579e-01, 1.753427913125662e+00, -6.111129126035442e-02, -2.509414647205953e-01, 7.522799968720000e-01, 3.096181144522562e-02
167, -1.078672329072329e-02, -9.469459562666391e-01, 1.779055460563292e+00, -6.519146751466923e-02, -2.545733105238399e-01, 7.657799720760000e-01, 2.951033727360171e-02
168, -1.112636655727738e-02, -9.601830831296692e-01, 1.806868315583708e+00, -7.019665321182025e-02, -2.582281558825791e-01, 7.790099978450000e-01, 2.806276676215449e-02
169, -1.229122244321565e-02, -9.729677335263093e-01, 1.834950640192611e+00, -7.474308351574668e-02, -2.621440769373968e-01, 7.919700145720000e-01, 2.662062628442961e-02
170, -1.292426668162684e-02, -9.872959931146167e-01, 1.865739356940899e+00, -8.031344907911411e-02, -2.661624356323827e-01, 8.046399950980000e-01, 2.518763605296113e-02
