SENS_AOA=0.000216951462575121
"Point","Sensitivity","PsiRho","Phi_x","Phi_y","PsiE","x_coord","y_coord"
199, 1.523732382570356e-02, -2.907976668527971e-01, 2.870576433456259e-01, -2.852213497818231e-01, -7.769402384530086e-02, 1.000000000000000e+00, 0.000000000000000e+00
0, -2.717596488762223e-01, -1.709538766530309e-01, 1.035527475992900e-01, -1.189463730653845e-01, -1.489766993370215e-02, 9.997500181200000e-01, -3.633242766763339e-05
1, 1.190824875596826e-01, -2.155604369110820e-01, 2.226103398755939e-01, -9.737781583119708e-02, -4.774010316146074e-02, 9.990000128750000e-01, -1.454723186879687e-04
2, 8.393561676737193e-03, -2.125713239265909e-01, 2.417208070930614e-01, -9.776096701044446e-02, -4.962406805864489e-02, 9.977599978450000e-01, -3.275072746466343e-04
3, 7.632235242988116e-03, -2.103649212863678e-01, 2.503760971515499e-01, -9.821265456235555e-02, -5.016890753251476e-02, 9.960200190539999e-01, -5.899266055067355e-04
4, 7.830879418438231e-03, -2.104216106004946e-01, 2.584185411411318e-01, -1.043509246652637e-01, -5.111349643936088e-02, 9.937800168990000e-01, -9.470928565292471e-04
5, 5.317893900552512e-03, -2.078128266537609e-01, 2.608354910766040e-01, -1.161419247522214e-01, -5.096875547421918e-02, 9.910500049590000e-01, -1.422090979863055e-03
6, 4.610713607902299e-03, -2.010099216409047e-01, 2.566185127304396e-01, -1.329106677640874e-01, -4.959802268618146e-02, 9.878399968150000e-01, -2.045505469349461e-03
7, 4.052491823901507e-03, -1.877225748085617e-01, 2.428788562780778e-01, -1.531147722931706e-01, -4.649658129714603e-02, 9.841300249100000e-01, -2.853651718326101e-03
8, 3.257546081418451e-03, -1.662533927561350e-01, 2.175145401267871e-01, -1.741522515529671e-01, -4.126564433331304e-02, 9.799500107769999e-01, -3.858844595093603e-03
9, 2.245140426511420e-03, -1.361093825342168e-01, 1.799858306721658e-01, -1.925173828113228e-01, -3.378159295767773e-02, 9.752799868580000e-01, -5.058242941590953e-03
10, 1.412411147764046e-03, -9.887416228296600e-02, 1.326695722214623e-01, -2.044418764880342e-01, -2.443185038698906e-02, 9.701499938960000e-01, -6.405031173625574e-03
11, 1.381347320505871e-04, -5.842870662467472e-02, 8.085448802444446e-02, -2.068991424497809e-01, -1.419971531151905e-02, 9.645400047300000e-01, -7.840737052131432e-03
12, -1.848075848043444e-03, -2.098005378209419e-02, 3.250217897746253e-02, -1.989988411331717e-01, -4.649602861784881e-03, 9.584699869160000e-01, -9.290025273987394e-03
13, -2.615848516677597e-03, 6.941622427236901e-03, -4.232643497142070e-03, -1.831262374081662e-01, 2.492987991359693e-03, 9.519400000570000e-01, -1.069754172812361e-02
14, -1.055285185536227e-03, 2.165759746329780e-02, -2.469457628675065e-02, -1.642058679522590e-01, 6.230953896610876e-03, 9.449599981310000e-01, -1.203533869321356e-02
15, 1.360154567768578e-03, 2.465279480661434e-02, -3.037962519023757e-02, -1.472908251969810e-01, 6.921976898646974e-03, 9.375399947170000e-01, -1.330781378785262e-02
16, 2.590730791530702e-03, 2.139355023210618e-02, -2.765144037779285e-02, -1.353497039451547e-01, 5.969492295700842e-03, 9.296900033950000e-01, -1.454227650512280e-02
17, 2.451045009747327e-03, 1.743369556577789e-02, -2.329942106191083e-02, -1.286248433296579e-01, 4.858911294661020e-03, 9.214000105860000e-01, -1.577700699183577e-02
18, 1.760990125837491e-03, 1.623782952234964e-02, -2.171985917901514e-02, -1.258707418337618e-01, 4.466235036651663e-03, 9.126999974250000e-01, -1.703925605651095e-02
19, 1.124321238240638e-03, 1.872461466816783e-02, -2.428390046007762e-02, -1.253295617385573e-01, 5.050446319428917e-03, 9.035800099370001e-01, -1.835005628084779e-02
20, 6.197913499079116e-04, 2.454978778030376e-02, -3.074403408969602e-02, -1.255595271077171e-01, 6.497418077618467e-03, 8.940600156780000e-01, -1.971305385674101e-02
21, 2.938737357997064e-04, 3.273925215293642e-02, -4.001683070088966e-02, -1.256324874135760e-01, 8.556051205824760e-03, 8.841500282290000e-01, -2.112363829592327e-02
22, 1.662079147864761e-04, 4.219448572435434e-02, -5.083346835002310e-02, -1.250783109480523e-01, 1.094944931081243e-02, 8.738499879840000e-01, -2.257360415769422e-02
23, 1.312923108413060e-04, 5.213960163585334e-02, -6.224839035116937e-02, -1.238711597007931e-01, 1.345482217546999e-02, 8.631799817090000e-01, -2.405085069298290e-02
24, 1.986577870576681e-04, 6.198458327282620e-02, -7.356473857932394e-02, -1.220984252853233e-01, 1.594166372033375e-02, 8.521599769590000e-01, -2.554472029491438e-02
25, 2.898634142288346e-04, 7.154721329710061e-02, -8.453547476409361e-02, -1.199776624795120e-01, 1.834562020182191e-02, 8.407700061800000e-01, -2.705205518946194e-02
26, 3.821161552989449e-04, 8.077349931882268e-02, -9.509266671053090e-02, -1.176460820832585e-01, 2.067142176243037e-02, 8.290500044819999e-01, -2.856361070173703e-02
27, 4.394441315488433e-04, 8.975038629536208e-02, -1.053294980219875e-01, -1.151890887768457e-01, 2.293996523212065e-02, 8.170099854470000e-01, -3.007554311813201e-02
28, 3.720784159257907e-04, 9.867338591944258e-02, -1.154530346944351e-01, -1.126764792118260e-01, 2.518426531868018e-02, 8.046399950980000e-01, -3.158702971784061e-02
29, 2.428194149747751e-04, 1.076049906523940e-01, -1.255485813581416e-01, -1.100795105637551e-01, 2.744258764835776e-02, 7.919700145720000e-01, -3.309241672077613e-02
30, 1.104390083218448e-04, 1.166685608048439e-01, -1.357397423346623e-01, -1.074110625835080e-01, 2.972017876489206e-02, 7.790099978450000e-01, -3.458844230309249e-02
31, 1.090968135469077e-04, 1.258559188451771e-01, -1.460258969997102e-01, -1.046361573859696e-01, 3.203259997347117e-02, 7.657799720760000e-01, -3.607048974943225e-02
32, 2.371678963005777e-04, 1.351292841008047e-01, -1.563661080883461e-01, -1.017299163785049e-01, 3.436966275130179e-02, 7.522799968720000e-01, -3.753600155706372e-02
33, 3.733012597597311e-04, 1.444204125591863e-01, -1.666901947806878e-01, -9.866783440618673e-02, 3.671881073260256e-02, 7.385200262070000e-01, -3.898113068058073e-02
