SENS_AOA=0.000217001784939679
"Point","Sensitivity","PsiRho","Phi_x","Phi_y","PsiE","x_coord","y_coord"
149, 2.499529019804208e-03, 2.883327253666420e-01, -3.031662230349954e-01, 5.149327807028768e-02, 7.265252125111606e-02, 4.960500001910000e-01, 4.664960745033377e-02
150, 1.132978762420372e-03, 2.791943698279751e-01, -2.937599689005800e-01, 5.769859379361195e-02, 7.034562400078008e-02, 5.118399858470000e-01, 4.625017874917271e-02
151, -4.991550000764362e-04, 2.694060562946327e-01, -2.836201482008722e-01, 6.398652301343707e-02, 6.786970202902050e-02, 5.276100039480000e-01, 4.577135175672591e-02
152, -1.211098361929068e-03, 2.584967720189856e-01, -2.722715033484305e-01, 7.031246918700318e-02, 6.511122555449116e-02, 5.433599948880000e-01, 4.521143765439016e-02
153, -7.050325621181773e-04, 2.465307859598890e-01, -2.597561562758104e-01, 7.661887632099990e-02, 6.208307588859457e-02, 5.590599775310000e-01, 4.457007251094586e-02
154, -2.477780711605526e-05, 2.338757491096193e-01, -2.464406245963872e-01, 8.284361560921832e-02, 5.887604109210293e-02, 5.747100114820000e-01, 4.384613508776488e-02
155, -7.307637323806546e-05, 2.207439241767779e-01, -2.325257233730494e-01, 8.898399246039648e-02, 5.555922764708285e-02, 5.902799963950000e-01, 4.304026779051772e-02
156, -5.379022774873800e-04, 2.072194420321204e-01, -2.180875397694350e-01, 9.502979816761023e-02, 5.214273991796444e-02, 6.057599782940000e-01, 4.215274191077886e-02
157, -6.548570570315876e-04, 1.932851330462804e-01, -2.031087498223950e-01, 1.009375265794962e-01, 4.862365298595019e-02, 6.211299896240000e-01, 4.118493670045775e-02
158, -3.910964382836328e-04, 1.789693646114466e-01, -1.875932511526164e-01, 1.066712753982860e-01, 4.499498122046756e-02, 6.363800168040000e-01, 4.013824669328443e-02
159, -6.559228723530937e-05, 1.642612906742674e-01, -1.715468739132492e-01, 1.121727952853554e-01, 4.127871033273196e-02, 6.514999866490000e-01, 3.901461998180621e-02
160, 2.837378284435963e-05, 1.492389199255607e-01, -1.550206513119874e-01, 1.174072582063643e-01, 3.747752958526866e-02, 6.664699912070000e-01, 3.781741156070054e-02
161, -5.011183098964274e-05, 1.339531084263107e-01, -1.380778636068772e-01, 1.223502098877950e-01, 3.361131662768235e-02, 6.812700033190000e-01, 3.655083598425159e-02
162, -1.468765650192025e-04, 1.184302224799327e-01, -1.207309790191838e-01, 1.269260393775590e-01, 2.968509708581244e-02, 6.958900094030001e-01, 3.521904014511353e-02
163, -2.312303288476016e-04, 1.027601809068079e-01, -1.030816591841129e-01, 1.311337184382695e-01, 2.572015834175892e-02, 7.103199958800001e-01, 3.382683456058812e-02
164, -2.883899937306688e-04, 8.695504806092511e-02, -8.513465211739465e-02, 1.348939259157922e-01, 2.172335340356025e-02, 7.245299816130000e-01, 3.238178149224726e-02
