SENS_AOA=0.0131149009783454
"Point","Sensitivity","PsiRho","Phi_x","Phi_y","PsiE","x_coord","y_coord"
199, -6.871545782019676e-03, -2.582957578934397e-02, -2.654280702117677e-01, -1.353889782823402e+01, -4.213244676025088e-02, 1.000000000000000e+00, 0.000000000000000e+00
0, -1.057587240987833e+01, 4.927537252874053e+00, -1.024835127603299e+01, -1.139222582745515e+00, 2.553329448761715e+00, 9.997500181200000e-01, -3.633001519913767e-05
1, 7.314215337747282e+00, 1.740962786890265e+00, -4.295183029273682e+00, -3.814196390684846e-01, 6.705231694532301e-01, 9.990000128750000e-01, -1.453200304947169e-04
2, 5.780530917164911e-01, 1.487851727538098e+00, -3.437530769354265e+00, -6.545098434325748e-01, 5.213582927741365e-01, 9.977599978450000e-01, -3.258377444432859e-04
3, 4.362938776215030e-01, 1.322070517344542e+00, -2.957676622616838e+00, -5.674384269187540e-01, 4.521587184589786e-01, 9.960200190539999e-01, -5.809183637951954e-04
4, 4.157273981040152e-01, 1.098842445254425e+00, -2.465945314284365e+00, -5.209501717060963e-01, 3.575776117779425e-01, 9.937800168990000e-01, -9.145818046101454e-04
5, 2.405141638398612e-01, 9.688765401737280e-01, -2.162644117655160e+00, -4.951004672127266e-01, 3.075713563586580e-01, 9.910500049590000e-01, -1.332385279277491e-03
6, 1.812159624286853e-01, 8.757603226542602e-01, -1.941595344196715e+00, -4.749857577197255e-01, 2.728277752034810e-01, 9.878399968150000e-01, -1.842073539287201e-03
7, 1.421071019467202e-01, 8.105867228381910e-01, -1.780652194574621e+00, -4.638690980741151e-01, 2.480367622212111e-01, 9.841300249100000e-01, -2.456015713775851e-03
8, 1.134307642457395e-01, 7.698876512373760e-01, -1.667349690500145e+00, -4.562924207771106e-01, 2.317241191410671e-01, 9.799500107769999e-01, -3.174227803496004e-03
9, 9.423309163274006e-02, 7.470428300076182e-01, -1.589876211487638e+00, -4.480627130638712e-01, 2.214755737717185e-01, 9.752799868580000e-01, -3.996972725596729e-03
10, 7.956521093784244e-02, 7.358984983514621e-01, -1.536782337649384e+00, -4.353467748374800e-01, 2.152659589168681e-01, 9.701499938960000e-01, -4.906157342632628e-03
11, 6.815990171912517e-02, 7.295635331905700e-01, -1.496560754740992e+00, -4.167809881956804e-01, 2.110268140904270e-01, 9.645400047300000e-01, -5.884991295559605e-03
12, 5.870168472708327e-02, 7.220014246356360e-01, -1.459823063557639e+00, -3.927936131128908e-01, 2.070276084916918e-01, 9.584699869160000e-01, -6.907635655827381e-03
13, 5.085283931972033e-02, 7.100515336797062e-01, -1.421067436500296e+00, -3.663481094927331e-01, 2.021543716643560e-01, 9.519400000570000e-01, -7.956251887506547e-03
14, 4.446038569390000e-02, 6.929462545930228e-01, -1.378415286417931e+00, -3.407944436798979e-01, 1.961670822588600e-01, 9.449599981310000e-01, -9.020396774372854e-03
15, 3.904450219194368e-02, 6.727840966673126e-01, -1.333838148280758e+00, -3.188595551312953e-01, 1.895038802152021e-01, 9.375399947170000e-01, -1.009948573606226e-02
16, 3.434655338172966e-02, 6.526306372282838e-01, -1.290573301099776e+00, -3.019772611047329e-01, 1.829056343316602e-01, 9.296900033950000e-01, -1.119992827086776e-02
17, 3.049708424834812e-02, 6.344238880620783e-01, -1.251229946772344e+00, -2.893296656669554e-01, 1.770624978098936e-01, 9.214000105860000e-01, -1.233331017543688e-02
18, 2.687682456248961e-02, 6.204612400838693e-01, -1.218382951938297e+00, -2.804314008629797e-01, 1.723192317901508e-01, 9.126999974250000e-01, -1.350419474806339e-02
19, 2.422235269488259e-02, 6.099781629254917e-01, -1.191119997827760e+00, -2.734038161817327e-01, 1.687507407229991e-01, 9.035800099370001e-01, -1.471888376390306e-02
20, 2.181070381626935e-02, 6.030727024073429e-01, -1.169453559548573e+00, -2.675011670357101e-01, 1.661279273821892e-01, 8.940600156780000e-01, -1.597567363885610e-02
21, 1.984138875742467e-02, 5.985788551262250e-01, -1.151808100155795e+00, -2.618638350625983e-01, 1.642908253371665e-01, 8.841500282290000e-01, -1.727125220718807e-02
22, 1.825087406709155e-02, 5.957359232758386e-01, -1.137174038663707e+00, -2.561153182541872e-01, 1.629448960940144e-01, 8.738499879840000e-01, -1.860208558067279e-02
23, 1.672397479312392e-02, 5.941213360542910e-01, -1.124877611481450e+00, -2.503323282619366e-01, 1.619659883234065e-01, 8.631799817090000e-01, -1.996172381257714e-02
24, 1.547301845162709e-02, 5.932016316114634e-01, -1.114167913594290e+00, -2.444719930318275e-01, 1.612281571820744e-01, 8.521599769590000e-01, -2.134424388886049e-02
25, 1.443433109592718e-02, 5.927962883455146e-01, -1.104767742414384e+00, -2.385708179114402e-01, 1.606777005960767e-01, 8.407700061800000e-01, -2.274939232750462e-02
26, 1.334914380950809e-02, 5.930942152983660e-01, -1.096719135396884e+00, -2.329875525032847e-01, 1.602873106947572e-01, 8.290500044819999e-01, -2.417010621185620e-02
27, 1.255864489891039e-02, 5.935591748725753e-01, -1.089441762636654e+00, -2.273244568712049e-01, 1.600658688323376e-01, 8.170099854470000e-01, -2.560355876993444e-02
28, 1.158299220956178e-02, 5.948367697206089e-01, -1.083559683959670e+00, -2.219942047045905e-01, 1.599965413945355e-01, 8.046399950980000e-01, -2.704947479638210e-02
29, 1.075683011030618e-02, 5.965600981001484e-01, -1.078552136226073e+00, -2.167648082244780e-01, 1.601039079932859e-01, 7.919700145720000e-01, -2.850294531777806e-02
30, 1.002983482946949e-02, 5.987714921955722e-01, -1.074626842834618e+00, -2.115498986945449e-01, 1.603862700000962e-01, 7.790099978450000e-01, -2.996144845284500e-02
31, 9.295909700155210e-03, 6.019191140100466e-01, -1.071960147260861e+00, -2.067154919738881e-01, 1.608196218877259e-01, 7.657799720760000e-01, -3.142130011062525e-02
32, 9.122224836338755e-03, 6.050364772186018e-01, -1.069731406722778e+00, -2.015784013404448e-01, 1.614281841372006e-01, 7.522799968720000e-01, -3.288097213148700e-02
33, 8.489905091497555e-03, 6.092029997421262e-01, -1.069028331691101e+00, -1.968187669143596e-01, 1.621718963720168e-01, 7.385200262070000e-01, -3.433774816395638e-02
34, 8.105403721968661e-03, 6.134616045908378e-01, -1.068732724624128e+00, -1.917774897605269e-01, 1.631119487928104e-01, 7.245299816130000e-01, -3.578681306562467e-02
35, 7.462825410958194e-03, 6.186785608805548e-01, -1.069741377260373e+00, -1.870447433077811e-01, 1.641528401976154e-01, 7.103199958800001e-01, -3.722547416070019e-02
36, 7.205615660669205e-03, 6.239434227735169e-01, -1.071059508290814e+00, -1.819800015064671e-01, 1.653767748679531e-01, 6.958900094030001e-01, -3.865199872927851e-02
37, 6.672384915483081e-03, 6.301510431667569e-01, -1.073663421518692e+00, -1.771607185695503e-01, 1.667002095502808e-01, 6.812700033190000e-01, -4.006165818674509e-02
38, 6.477801322092616e-03, 6.364482123602637e-01, -1.076600279633284e+00, -1.720047040234655e-01, 1.682089832895975e-01, 6.664699912070000e-01, -4.145173130747981e-02
39, 6.036864993832273e-03, 6.436755978078536e-01, -1.080749210597274e+00, -1.670416306400663e-01, 1.698189670463242e-01, 6.514999866490000e-01, -4.281945360204816e-02
40, 5.908624295892683e-03, 6.510104336838586e-01, -1.085229601908344e+00, -1.617189108563446e-01, 1.716125805646839e-01, 6.363800168040000e-01, -4.416113552519535e-02
41, 5.495937052357435e-03, 6.592798137929159e-01, -1.090907011660552e+00, -1.565303720125509e-01, 1.735142548435535e-01, 6.211299896240000e-01, -4.547315047838980e-02
42, 5.407265861867231e-03, 6.677057795506174e-01, -1.096911248712296e+00, -1.509743747105201e-01, 1.755973281409961e-01, 6.057599782940000e-01, -4.675272928793642e-02
43, 5.157482589651188e-03, 6.770087294326506e-01, -1.104012450260198e+00, -1.454633031191600e-01, 1.777886602662957e-01, 5.902799963950000e-01, -4.799704777205664e-02
44, 5.153096035897375e-03, 6.865650035221916e-01, -1.111523086769119e+00, -1.395918295005198e-01, 1.801650569624247e-01, 5.747100114820000e-01, -4.920246003300593e-02
45, 4.780850256881642e-03, 6.969434781587232e-01, -1.120025519027852e+00, -1.336480288387102e-01, 1.826588679961697e-01, 5.590599775310000e-01, -5.036610143147732e-02
