SENS_AOA=0.00376447867658703
"Point","Sensitivity","PsiRho","Phi_x","Phi_y","PsiE","x_coord","y_coord"
199, 9.526223753329264e-03, -2.705381318729278e-01, 2.774454943183795e-01, -3.583977382037616e+00, -7.834155256030213e-02, 1.000000000000000e+00, 0.000000000000000e+00
0, -2.777301220470167e+00, 1.033402886664793e+00, -2.367589484893369e+00, -3.499164901125236e-01, 6.120615801234405e-01, 9.997500181200000e-01, -3.633254500959775e-05
1, 1.864128453699089e+00, 2.250801783158921e-01, -8.088941598915743e-01, -1.495778572824005e-01, 1.185434086849609e-01, 9.990000128750000e-01, -1.454797206712761e-04
2, 1.364220907818257e-01, 1.688565919224184e-01, -5.932900188198986e-01, -2.219835865932280e-01, 8.239954414279341e-02, 9.977599978450000e-01, -3.275883152234945e-04
3, 1.108793876393580e-01, 1.246737785323611e-01, -4.616797717193543e-01, -2.065027552308968e-01, 6.312950738616047e-02, 9.960200190539999e-01, -5.903629349931621e-04
4, 1.018674029455030e-01, 6.791279230689871e-02, -3.302349034783626e-01, -2.059324216027677e-01, 3.840354611004336e-02, 9.937800168990000e-01, -9.486624250768737e-04
5, 5.889214143999644e-02, 3.754521342315981e-02, -2.522925363634978e-01, -2.159636439307742e-01, 2.606892104554424e-02, 9.910500049590000e-01, -1.426401049715052e-03
6, 4.528343342879550e-02, 2.175335579047125e-02, -2.031433525364340e-01, -2.329943278272390e-01, 1.893393045506308e-02, 9.878399968150000e-01, -2.055213246613251e-03
7, 3.628200986694929e-02, 2.120450106092969e-02, -1.812233878264319e-01, -2.557206250859427e-01, 1.650885905318732e-02, 9.841300249100000e-01, -2.872445764167876e-03
8, 2.992148838330549e-02, 3.666756174687510e-02, -1.855507026797387e-01, -2.799079556482884e-01, 1.877024947323877e-02, 9.799500107769999e-01, -3.890777408515184e-03
9, 2.556382730532438e-02, 6.695070979645479e-02, -2.134496627255184e-01, -3.003915054561504e-01, 2.524935551209622e-02, 9.752799868580000e-01, -5.106850764460133e-03
10, 2.252597229259258e-02, 1.086217016081965e-01, -2.591011305431171e-01, -3.117497976415060e-01, 3.498529716182719e-02, 9.701499938960000e-01, -6.471998438693682e-03
11, 1.935649975211803e-02, 1.552030392085773e-01, -3.130801357603498e-01, -3.098607413910111e-01, 4.626546434167825e-02, 9.645400047300000e-01, -7.925203102324247e-03
12, 1.491965079368729e-02, 1.972239616924471e-01, -3.628553805328096e-01, -2.935309164794773e-01, 5.663578952841375e-02, 9.584699869160000e-01, -9.388287838777067e-03
13, 1.157326443392302e-02, 2.253443479186860e-01, -3.964256621848228e-01, -2.663858837768522e-01, 6.352385992737294e-02, 9.519400000570000e-01, -1.080378864526753e-02
14, 1.122039560883935e-02, 2.346984791781068e-01, -4.074035253471386e-01, -2.355820672777890e-01, 6.556492730522163e-02, 9.449599981310000e-01, -1.214286425561319e-02
15, 1.214367922879393e-02, 2.282060333046156e-01, -3.987091187166424e-01, -2.084053837198589e-01, 6.344158040471617e-02, 9.375399947170000e-01, -1.341035512616795e-02
16, 1.184511532334168e-02, 2.141386763527416e-01, -3.798551857825654e-01, -1.889904413641946e-01, 5.930352998372831e-02, 9.296900033950000e-01, -1.463497682090081e-02
17, 1.027910836583284e-02, 2.002518745185396e-01, -3.604016758000171e-01, -1.773529203009467e-01, 5.528933322302359e-02, 9.214000105860000e-01, -1.585675406908978e-02
18, 8.388600447908307e-03, 1.913191313595173e-01, -3.463861260837304e-01, -1.717130359669402e-01, 5.256974648879988e-02, 9.126999974250000e-01, -1.710458372750230e-02
19, 7.008065610085973e-03, 1.880122998133026e-01, -3.390192421027674e-01, -1.693652625850867e-01, 5.141671245208103e-02, 9.035800099370001e-01, -1.840061545066956e-02
20, 5.923965286424357e-03, 1.897169179010565e-01, -3.377765096036132e-01, -1.683278189533778e-01, 5.157846526036863e-02, 8.940600156780000e-01, -1.974913306775204e-02
21, 5.153494957340574e-03, 1.948302986544829e-01, -3.408291870856064e-01, -1.672355256008336e-01, 5.267714163022580e-02, 8.841500282290000e-01, -2.114573531333627e-02
22, 4.670700850510742e-03, 2.017937051107088e-01, -3.463569499519505e-01, -1.654244633196934e-01, 5.428587669036510e-02, 8.738499879840000e-01, -2.258219295145448e-02
23, 4.281998869434216e-03, 2.095359627665366e-01, -3.530232158668420e-01, -1.628811682594268e-01, 5.609765732831223e-02, 8.631799817090000e-01, -2.404636960557417e-02
24, 4.057504558038274e-03, 2.172032705156024e-01, -3.598017614116818e-01, -1.596844440804081e-01, 5.791959738349952e-02, 8.521599769590000e-01, -2.552765770230154e-02
25, 3.882195698253859e-03, 2.245784961882838e-01, -3.663761346613700e-01, -1.561438592753487e-01, 5.966073612091482e-02, 8.407700061800000e-01, -2.702306299293360e-02
26, 3.721300477611549e-03, 2.315860861235169e-01, -3.726227195821571e-01, -1.524694707924444e-01, 6.132258493156446e-02, 8.290500044819999e-01, -2.852374674911611e-02
27, 3.563704899523752e-03, 2.382972442829271e-01, -3.786101602142235e-01, -1.487433215339770e-01, 6.292719545950869e-02, 8.170099854470000e-01, -3.002639921750808e-02
28, 3.286394917320043e-03, 2.449885393743616e-01, -3.846227069967155e-01, -1.450959350955142e-01, 6.451947594996531e-02, 8.046399950980000e-01, -3.153085744554164e-02
