"PointID"	"x"	"y"	"Conservative_1"	"Conservative_2"	"Conservative_3"	"Conservative_4"	"Pressure"	"Temperature"	"C<sub>p</sub>"	"Mach"
0	9.997500181200000e-01	-3.633242840598648e-05	1.199829319256014e+00	7.195736184892685e-01	1.010184447560603e-01	3.446402207538146e+00	1.290549878427694e+00	1.075611220459202e+00	6.485488357761029e-01	4.935169534825246e-01	
1	9.990000128750000e-01	-1.454723653325000e-04	1.181604990102737e+00	7.459479255147836e-01	1.066666560982507e-01	3.400793807676592e+00	1.264208233103332e+00	1.069907662622018e+00	5.897505203199375e-01	5.210679503466650e-01	
2	9.977599978450000e-01	-3.275077867327292e-04	1.171181553527775e+00	7.640371828955130e-01	1.128620110733855e-01	3.375508167467536e+00	1.248341920453042e+00	1.065882498484414e+00	5.543346438683981e-01	5.398323585545605e-01	
3	9.960200190539999e-01	-5.899293749082437e-04	1.164743349161693e+00	7.748447230456769e-01	1.197583585870293e-01	3.359991144800280e+00	1.238440773103258e+00	1.063273530597627e+00	5.322338685340582e-01	5.517269232714836e-01	
4	9.937800168990000e-01	-9.471028863036040e-04	1.160171442575998e+00	7.807347088116408e-01	1.301723311716624e-01	3.348844106824863e+00	1.231537825055615e+00	1.061513652086762e+00	5.168255023562826e-01	5.596398324604167e-01	
5	9.910500049590000e-01	-1.422118794661263e-03	1.155707276960837e+00	7.855064661965292e-01	1.447885972470353e-01	3.337973676126543e+00	1.224783633428109e+00	1.059769768560187e+00	5.017491817591719e-01	5.673973648439179e-01	
6	9.878399968150000e-01	-2.045568995757537e-03	1.148823226592395e+00	7.913110409688991e-01	1.632607412755907e-01	3.320878855940629e+00	1.214700073971050e+00	1.057342893017629e+00	4.792412365425215e-01	5.780614141614348e-01	
7	9.841300249100000e-01	-2.853777109382186e-03	1.137905506465607e+00	8.009755428979149e-01	1.836755433872686e-01	3.293690735230697e+00	1.198784799636517e+00	1.053501185137951e+00	4.437160706172246e-01	5.946482835331864e-01	
8	9.799500107769999e-01	-3.859063334699683e-03	1.121723609016047e+00	8.159852224980215e-01	2.028845197269313e-01	3.253317138618061e+00	1.175271915353713e+00	1.047737522779464e+00	3.912319539145385e-01	6.189160431987940e-01	
9	9.752799868580000e-01	-5.058587981946012e-03	1.100367317651604e+00	8.363933972959565e-01	2.169653333146756e-01	3.199985114755604e+00	1.144288839300128e+00	1.039915327312939e+00	3.220733020092144e-01	6.508057907433933e-01	
10	9.701499938960000e-01	-6.405529630677472e-03	1.075076384888256e+00	8.604841788839592e-01	2.227352884513182e-01	3.136713783890468e+00	1.107711020964536e+00	1.030355644059349e+00	2.404263860815526e-01	6.883807715885479e-01	
11	9.645400047300000e-01	-7.841406542483645e-03	1.048462414309107e+00	8.849299013420129e-01	2.186172509151193e-01	3.069892842044131e+00	1.069459431731219e+00	1.020026485580744e+00	1.550433744000433e-01	7.275290111470515e-01	
12	9.584699869160000e-01	-9.290870785494383e-03	1.024891877484782e+00	9.060869877463192e-01	2.055774501582058e-01	3.010537996258889e+00	1.035757288680855e+00	1.010601519472218e+00	7.981537651976571e-02	7.621451480070108e-01	
13	9.519400000570000e-01	-1.069855805858263e-02	1.008354648668961e+00	9.215742301119447e-01	1.874104293438772e-01	2.968874808534840e+00	1.012131139596015e+00	1.003745201087771e+00	2.707843659824746e-02	7.867570419874583e-01	
14	9.449599981310000e-01	-1.203651470384220e-02	9.999792579800548e-01	9.308022189456969e-01	1.688417500382117e-01	2.947802499006933e+00	1.000137225647724e+00	1.000157970944306e+00	3.063072493831943e-04	7.994623554094143e-01	
15	9.375399947170000e-01	-1.330913745045549e-02	9.979202346674387e-01	9.347660393833511e-01	1.535398282469467e-01	2.942612214254360e+00	9.971984418541373e-01	9.992767028984619e-01	-6.253478004157796e-03	8.025666631165591e-01	
16	9.296900033950000e-01	-1.454373838316033e-02	9.990292967130271e-01	9.355206614343358e-01	1.431430308752266e-01	2.945357916195007e+00	9.988313408477334e-01	9.998018517915893e-01	-2.608614179166528e-03	8.007175916028004e-01	
17	9.214000105860000e-01	-1.577860158577815e-02	1.000471865639819e+00	9.351603097031895e-01	1.374107669858227e-01	2.948915415217165e+00	1.000969135143582e+00	1.000497034970039e+00	2.163248088352903e-03	7.982662325853347e-01	
18	9.126999974250000e-01	-1.704098015707257e-02	1.000498826677796e+00	9.351440942336762e-01	1.349913663019228e-01	2.948889574641168e+00	1.001101418486392e+00	1.000602291369593e+00	2.458523407125998e-03	7.978947178833609e-01	
19	9.035800099370001e-01	-1.835190769299461e-02	9.985099296504576e-01	9.360836955979014e-01	1.342525840867173e-01	2.943757841177255e+00	9.983809435025777e-01	9.998708213668692e-01	-3.613965396031994e-03	8.004745740162152e-01	
20	8.940600156780000e-01	-1.971502922627458e-02	9.947257053444798e-01	9.380327230989870e-01	1.338984730802202e-01	2.934083952562638e+00	9.931146327614649e-01	9.983803850907254e-01	-1.536912330030146e-02	8.057173045165101e-01	
21	8.841500282290000e-01	-2.112573234507227e-02	9.897033823854027e-01	9.406901770521130e-01	1.331654545705059e-01	2.921267645100579e+00	9.861027006219988e-01	9.963618576762613e-01	-3.102075754018128e-02	8.127884334561624e-01	
22	8.738499879840000e-01	-2.257580975347252e-02	9.840283253705281e-01	9.436803261603510e-01	1.317680583936296e-01	2.906779548101664e+00	9.781855498666466e-01	9.940623909360727e-01	-4.869296904766377e-02	8.208039989025637e-01	
23	8.631799817090000e-01	-2.405315917819293e-02	9.781722244433395e-01	9.467128061803448e-01	1.297339023956146e-01	2.891813865247836e+00	9.700312196810466e-01	9.916773298619008e-01	-6.689459892623538e-02	8.290747495797282e-01	
24	8.521599769590000e-01	-2.554712230557212e-02	9.724127741628299e-01	9.496009129578588e-01	1.272312869398582e-01	2.877072070828818e+00	9.620345799102151e-01	9.893273777058829e-01	-8.474424127184124e-02	8.371822708612527e-01	
