SENS_AOA=0.0189941266142149
"Point","Sensitivity","PsiRho","Phi_x","Phi_y","PsiE","x_coord","y_coord"
199, -3.171379331481367e-02, 4.378749299945178e-01, -1.338571964531066e+00, -2.120721693485277e+01, 3.183335377210107e-02, 1.000000000000000e+00, 0.000000000000000e+00
0, -1.691146540218465e+01, 8.215082774357073e+00, -1.670881372177900e+01, -1.892710682620820e+00, 4.097586786003436e+00, 9.997500181200000e-01, -3.632896519016437e-05
1, 1.168888615411645e+01, 3.059175984130019e+00, -7.210107679371935e+00, -6.216525533212651e-01, 1.131086458874643e+00, 9.990000128750000e-01, -1.452537504052920e-04
2, 9.802357580482484e-01, 2.595762235547502e+00, -5.755981757250483e+00, -1.023755024887809e+00, 8.771495872489229e-01, 9.977599978450000e-01, -3.251111630156300e-04
3, 6.957199330542833e-01, 2.332305723459872e+00, -5.001424809823082e+00, -8.624205940480228e-01, 7.714789938435059e-01, 9.960200190539999e-01, -5.769983605901485e-04
4, 6.812585298589503e-01, 1.971547259365936e+00, -4.224154322944624e+00, -7.665260861121275e-01, 6.218368743520220e-01, 9.937800168990000e-01, -9.004365425509819e-04
5, 3.970191476688995e-01, 1.756450268986805e+00, -3.738349896966005e+00, -7.013739407252786e-01, 5.411082832254953e-01, 9.910500049590000e-01, -1.293363843462116e-03
6, 2.965125342866015e-01, 1.594201404648810e+00, -3.373568301118647e+00, -6.401227300447800e-01, 4.832369100864817e-01, 9.878399968150000e-01, -1.753609743384430e-03
7, 2.310702143917748e-01, 1.464991847697144e+00, -3.086738961221156e+00, -5.915104154535873e-01, 4.379211603111792e-01, 9.841300249100000e-01, -2.283176811071472e-03
8, 1.814534236003987e-01, 1.363051050290643e+00, -2.857662023625350e+00, -5.512805659850688e-01, 4.028467209614928e-01, 9.799500107769999e-01, -2.876826092032643e-03
9, 1.476542359864884e-01, 1.280525850602881e+00, -2.671671723636406e+00, -5.180989502702609e-01, 3.748414391541727e-01, 9.752799868580000e-01, -3.536324145770189e-03
10, 1.219469082855986e-01, 1.213229797356974e+00, -2.518488198369761e+00, -4.899360801228339e-01, 3.521273411808384e-01, 9.701499938960000e-01, -4.256268552403566e-03
11, 1.028905199292122e-01, 1.157334480036146e+00, -2.389802351001536e+00, -4.661164448251247e-01, 3.333443647220514e-01, 9.645400047300000e-01, -5.038225493362627e-03
12, 8.798216802842504e-02, 1.110114652152614e+00, -2.280184167787954e+00, -4.453033678291847e-01, 3.176243597387347e-01, 9.584699869160000e-01, -5.878077433056352e-03
13, 7.595339492152373e-02, 1.070309529418223e+00, -2.186313541166879e+00, -4.271000481879192e-01, 3.043405695447458e-01, 9.519400000570000e-01, -6.774428848839826e-03
14, 6.633393822335110e-02, 1.036192121624998e+00, -2.104933940103271e+00, -4.108495688388908e-01, 2.930481831908499e-01, 9.449599981310000e-01, -7.724467125531491e-03
15, 5.839448019376774e-02, 1.006951168249243e+00, -2.034078258131491e+00, -3.961936845787208e-01, 2.833667370603410e-01, 9.375399947170000e-01, -8.725349486403867e-03
16, 5.176616639711232e-02, 9.819151514927278e-01, -1.971840814108963e+00, -3.831666900291449e-01, 2.749919718372877e-01, 9.296900033950000e-01, -9.774221272349531e-03
17, 4.649105053635912e-02, 9.597039094980663e-01, -1.916404635509657e+00, -3.707704995024723e-01, 2.677462037568374e-01, 9.214000105860000e-01, -1.087086069705918e-02
18, 4.150826016044507e-02, 9.411883684414402e-01, -1.868108351348582e+00, -3.597618783877658e-01, 2.614429593838883e-01, 9.126999974250000e-01, -1.200973104171110e-02
19, 3.776088887854301e-02, 9.246237147780413e-01, -1.824524528824441e+00, -3.492170831664957e-01, 2.559966308647789e-01, 9.035800099370001e-01, -1.319055953446835e-02
20, 3.421516812040339e-02, 9.106249280737999e-01, -1.786095774911089e+00, -3.395570682269937e-01, 2.511948563274073e-01, 8.940600156780000e-01, -1.440916392228702e-02
21, 3.121310868456176e-02, 8.984168766223123e-01, -1.751567933483344e+00, -3.304415159381339e-01, 2.470631658171100e-01, 8.841500282290000e-01, -1.566269158090452e-02
22, 2.868225494999034e-02, 8.878837635069180e-01, -1.720645839943096e+00, -3.217646356741357e-01, 2.434282784626348e-01, 8.738499879840000e-01, -1.694956337677533e-02
23, 2.625890255694203e-02, 8.790343820534638e-01, -1.693141801192771e+00, -3.136191502330965e-01, 2.403107557029273e-01, 8.631799817090000e-01, -1.826569132102762e-02
24, 2.420586697987358e-02, 8.715848085721515e-01, -1.668531604486948e+00, -3.058868719337859e-01, 2.376248629889694e-01, 8.521599769590000e-01, -1.960709133914372e-02
25, 2.254486485356197e-02, 8.652503589863587e-01, -1.646432521247435e+00, -2.983012205994094e-01, 2.353419468364890e-01, 8.407700061800000e-01, -2.097463226217677e-02
26, 2.075985142122952e-02, 8.604971548524346e-01, -1.627091259338881e+00, -2.914005193083112e-01, 2.333989429051167e-01, 8.290500044819999e-01, -2.236196298315981e-02
27, 1.952658942332385e-02, 8.561995589150220e-01, -1.609289801952962e+00, -2.843271864758136e-01, 2.318052042348170e-01, 8.170099854470000e-01, -2.376642068849115e-02
28, 1.799432376536252e-02, 8.534140950317347e-01, -1.594047165401419e+00, -2.777798019246522e-01, 2.304858996571764e-01, 8.046399950980000e-01, -2.518763605296113e-02
29, 1.675226277213952e-02, 8.513720064082924e-01, -1.580282377384119e+00, -2.713605138128545e-01, 2.294641685215420e-01, 7.919700145720000e-01, -2.662062628442961e-02
30, 1.567966260114853e-02, 8.500460024993919e-01, -1.568255415959515e+00, -2.648847473232272e-01, 2.287157163988090e-01, 7.790099978450000e-01, -2.806276676215449e-02
31, 1.447743529130988e-02, 8.502559777084090e-01, -1.558316277608053e+00, -2.590731371081503e-01, 2.281929195572493e-01, 7.657799720760000e-01, -2.951033727360171e-02
32, 1.419355054002228e-02, 8.502651125127777e-01, -1.548965298758315e+00, -2.527089555594363e-01, 2.279418287489825e-01, 7.522799968720000e-01, -3.096181144522562e-02
33, 1.309157531586087e-02, 8.520368865836470e-01, -1.542202925697587e+00, -2.470462743663237e-01, 2.278873361260844e-01, 7.385200262070000e-01, -3.241453277608040e-02
34, 1.251737814663337e-02, 8.538398594028459e-01, -1.536004356320190e+00, -2.409161977235177e-01, 2.281493817272178e-01, 7.245299816130000e-01, -3.386376679305321e-02
35, 1.149136184491041e-02, 8.572262772131204e-01, -1.531993733688399e+00, -2.353907495622801e-01, 2.285523234753396e-01, 7.103199958800001e-01, -3.530689307158652e-02
