SENS_AOA=0.000286954927244139
"Point","Sensitivity","PsiRho","Phi_x","Phi_y","PsiE","x_coord","y_coord"
149, -6.404903505527131e-03, 2.937152727656096e-01, -3.093884549989491e-01, 5.003222902465256e-02, 7.410249748967696e-02, 4.960500001910000e-01, 4.651559882768384e-02
150, 8.454400474843511e-03, 2.822797829442152e-01, -2.977874443009688e-01, 5.610379322917951e-02, 7.118536795679017e-02, 5.118399858470000e-01, 4.613912798439507e-02
151, 1.511168362495278e-02, 2.721410911398277e-01, -2.873775614971754e-01, 6.228334369562567e-02, 6.859610891238821e-02, 5.276100039480000e-01, 4.568387746557098e-02
152, 1.302239369181534e-02, 2.620562215098603e-01, -2.769158614072004e-01, 6.857047943853550e-02, 6.602572767317984e-02, 5.433599948880000e-01, 4.514786600293787e-02
153, 6.728352240471480e-03, 2.513536822502829e-01, -2.657136789494140e-01, 7.492659445900099e-02, 6.330763346923481e-02, 5.590599775310000e-01, 4.453038967062949e-02
154, 1.177334397782453e-03, 2.398584699215489e-01, -2.535985472169225e-01, 8.127975756623528e-02, 6.038967907257484e-02, 5.747100114820000e-01, 4.383003707801963e-02
155, -1.678024918742516e-03, 2.275047927379243e-01, -2.405025085967481e-01, 8.758798056140318e-02, 5.727228789582855e-02, 5.902799963950000e-01, 4.304712642868434e-02
156, -2.157426572049085e-03, 2.143812275917030e-01, -2.265073814322033e-01, 9.381279829490420e-02, 5.396119894739364e-02, 6.057599782940000e-01, 4.218165394407000e-02
157, -1.328062703686049e-03, 2.005924485265472e-01, -2.117161463051392e-01, 9.990046095743864e-02, 5.048201632741454e-02, 6.211299896240000e-01, 4.123473457623808e-02
158, -4.271151019165801e-04, 1.862774520246967e-01, -1.962416606312847e-01, 1.058134463913629e-01, 4.685566087001649e-02, 6.363800168040000e-01, 4.020754333472102e-02
159, -9.083462662239484e-06, 1.714861953671125e-01, -1.801476673803677e-01, 1.114976129192163e-01, 4.311949335806872e-02, 6.514999866490000e-01, 3.910184277404531e-02
160, -1.679983610233790e-05, 1.563186582666757e-01, -1.635071908906203e-01, 1.169172302048941e-01, 3.928220061148634e-02, 6.664699912070000e-01, 3.792082958513381e-02
161, -1.198757453750711e-04, 1.408371128404856e-01, -1.463946820918833e-01, 1.220436988889144e-01, 3.536741164859659e-02, 6.812700033190000e-01, 3.666860402738367e-02
162, -1.660654692304671e-04, 1.250847472537392e-01, -1.288399062232493e-01, 1.267991009133759e-01, 3.138347103223695e-02, 6.958900094030001e-01, 3.534925235958131e-02
163, -2.174706957777006e-04, 1.091601650783113e-01, -1.109530364232230e-01, 1.311772553724406e-01, 2.735497811078281e-02, 7.103199958800001e-01, 3.396756512495448e-02
164, -2.815548892335407e-04, 9.308689911912542e-02, -9.275041641101613e-02, 1.350991097677503e-01, 2.329047881237756e-02, 7.245299816130000e-01, 3.253111245525063e-02
165, -3.339410768404240e-04, 7.697282547460435e-02, -7.435526940022869e-02, 1.385660179929712e-01, 1.921410275091724e-02, 7.385200262070000e-01, 3.104530253388941e-02
166, -3.250084482124762e-04, 6.087138490482889e-02, -5.582180070345537e-02, 1.415043490856353e-01, 1.514293725967561e-02, 7.522799968720000e-01, 2.951716611825864e-02
167, -3.108517342122531e-04, 4.491847061264367e-02, -3.730907117736682e-02, 1.439346698001152e-01, 1.110877964190129e-02, 7.657799720760000e-01, 2.795671328383811e-02
168, -2.532835145272231e-04, 2.915858441164859e-02, -1.886810892316706e-02, 1.457814700394960e-01, 7.120386583227415e-03, 7.790099978450000e-01, 2.637245452656805e-02
169, -2.624642653075778e-04, 1.369149107978410e-02, -6.232390415339576e-04, 1.470705406626923e-01, 3.202741754724027e-03, 7.919700145720000e-01, 2.477217807024700e-02
170, -2.908300401292237e-04, -1.453489914947141e-03, 1.738504550105229e-02, 1.477404306799698e-01, -6.342099882880113e-04, 8.046399950980000e-01, 2.316654731166504e-02
171, -3.338142327352740e-04, -1.615884837473357e-02, 3.500645342206274e-02, 1.478334935814419e-01, -4.361007713864456e-03, 8.170099854470000e-01, 2.156533484992317e-02
172, -3.866992503207081e-04, -3.033439525962916e-02, 5.212605813789094e-02, 1.473443427305670e-01, -7.947633710086615e-03, 8.290500044819999e-01, 1.998101855300517e-02
173, -4.074018520877443e-04, -4.385319345258150e-02, 6.859145682892419e-02, 1.463649333344476e-01, -1.138104191271005e-02, 8.407700061800000e-01, 1.842049471638124e-02
174, -3.554944760791984e-04, -5.671191074900765e-02, 8.436264219774613e-02, 1.449605986905043e-01, -1.461645956278800e-02, 8.521599769590000e-01, 1.689230536859544e-02
