SENS_AOA=0.000943383129984291
"Point","Sensitivity","PsiRho","Phi_x","Phi_y","PsiE","x_coord","y_coord"
149, -2.770317161787057e-02, 2.572840758911951e-01, -2.527858353048716e-01, 5.046366882310308e-02, 6.444530780664452e-02, 4.960500001910000e-01, 4.662287137167554e-02
150, -1.652053411212747e-02, 2.474813793047033e-01, -2.425616861713956e-01, 5.625644771693380e-02, 6.199876923828158e-02, 5.118399858470000e-01, 4.622139925132848e-02
151, -7.175152366208415e-03, 2.366676265502571e-01, -2.312571350941227e-01, 6.207875168680428e-02, 5.927005501690991e-02, 5.276100039480000e-01, 4.574328476139503e-02
152, -1.513015043607924e-03, 2.250522094191428e-01, -2.190711379475428e-01, 6.789485612129759e-02, 5.633316926978638e-02, 5.433599948880000e-01, 4.518668968347526e-02
153, 1.011499699348494e-03, 2.129544507653273e-01, -2.062789785870504e-01, 7.370705849296366e-02, 5.326298581110379e-02, 5.590599775310000e-01, 4.455105984242549e-02
154, 1.360003731246565e-03, 2.006362410232693e-01, -1.931532162465585e-01, 7.947128424670931e-02, 5.012928781503986e-02, 5.747100114820000e-01, 4.383506053283161e-02
155, 4.152657999143326e-04, 1.880849724164625e-01, -1.796645205527094e-01, 8.518563785537508e-02, 4.695363740484720e-02, 5.902799963950000e-01, 4.303908167826352e-02
156, -6.967020071721601e-04, 1.752640899966812e-01, -1.657696333853860e-01, 9.085448090871284e-02, 4.370350477982164e-02, 6.057599782940000e-01, 4.216313129554890e-02
157, -1.111836061562733e-03, 1.620124267453600e-01, -1.513194334722898e-01, 9.639908765339936e-02, 4.035272331811904e-02, 6.211299896240000e-01, 4.120830536484972e-02
158, -9.595574762864690e-04, 1.483504368212639e-01, -1.362921322367562e-01, 1.018025955749019e-01, 3.688490378696942e-02, 6.363800168040000e-01, 4.017571607684376e-02
159, -6.880873372626709e-04, 1.342555150544357e-01, -1.206930071394199e-01, 1.070005323139737e-01, 3.331453831044173e-02, 6.514999866490000e-01, 3.906702945501821e-02
160, -5.838451733549821e-04, 1.197679750105714e-01, -1.045236136552822e-01, 1.119430483332658e-01, 2.964789746077916e-02, 6.664699912070000e-01, 3.788531306431678e-02
161, -6.386754363313694e-04, 1.049953097358372e-01, -8.790973551985594e-02, 1.166338621236754e-01, 2.589899433122891e-02, 6.812700033190000e-01, 3.663450213983670e-02
162, -6.689954295401721e-04, 8.989933988343053e-02, -7.079217592461702e-02, 1.209570352709995e-01, 2.208068216222231e-02, 6.958900094030001e-01, 3.531848832732074e-02
163, -7.293475499059663e-04, 7.465150259274121e-02, -5.335571539467710e-02, 1.249572157479835e-01, 1.820836554651280e-02, 7.103199958800001e-01, 3.394184393250962e-02
164, -7.589097126060706e-04, 5.918909716640352e-02, -3.552546270015693e-02, 1.285055014060334e-01, 1.429732788180098e-02, 7.245299816130000e-01, 3.251189074634295e-02
165, -8.172951213719230e-04, 4.369698746214980e-02, -1.750315716176380e-02, 1.316588458794923e-01, 1.036188373345009e-02, 7.385200262070000e-01, 3.103378357938867e-02
166, -7.965297692618307e-04, 2.813627206982396e-02, 7.578884293120109e-04, 1.342888718422040e-01, 6.425360392671953e-03, 7.522799968720000e-01, 2.951428606423615e-02
167, -8.105635920163270e-04, 1.272546083046227e-02, 1.901484040550543e-02, 1.364748815917195e-01, 2.510331899775526e-03, 7.657799720760000e-01, 2.796312069456389e-02
168, -7.606012241666434e-04, -2.580454384130472e-03, 3.731228213231289e-02, 1.380845851819496e-01, -1.367346840190680e-03, 7.790099978450000e-01, 2.638852065490366e-02
169, -8.068321193157687e-04, -1.760720882998583e-02, 5.545072344816686e-02, 1.392007359256531e-01, -5.193336534604543e-03, 7.919700145720000e-01, 2.479800890982092e-02
170, -8.476274184973648e-04, -3.241400198681189e-02, 7.348957462347154e-02, 1.397030902956434e-01, -8.951171588053600e-03, 8.046399950980000e-01, 2.320197736561251e-02
171, -9.368653284003717e-04, -4.680886079636021e-02, 9.120298286748948e-02, 1.396917553395844e-01, -1.262173378882461e-02, 8.170099854470000e-01, 2.160994852059425e-02
172, -1.002875133188702e-03, -6.079735402402717e-02, 1.085853848229287e-01, 1.390979771330520e-01, -1.617114986972441e-02, 8.290500044819999e-01, 2.003415752125123e-02
173, -1.075852611566006e-03, -7.417010134572433e-02, 1.254047166362713e-01, 1.380704169319217e-01, -1.959318784427940e-02, 8.407700061800000e-01, 1.848131856739395e-02
174, -1.066476642599698e-03, -8.700784893027552e-02, 1.417012163618404e-01, 1.366063584671474e-01, -2.284186992384513e-02, 8.521599769590000e-01, 1.695982058405370e-02
175, -1.130997207693077e-03, -9.912330288969508e-02, 1.573191153551289e-01, 1.349483088552461e-01, -2.594397019414825e-02, 8.631799817090000e-01, 1.548051496004733e-02
