TITLE = "SU2 Simulation"
VARIABLES = "Iteration","Sens_Geo","Sens_Mach","Sens_AoA","Sens_Press","Sens_Temp","Sens_AoS","Res_AdjFlow[0]","Res_AdjFlow[1]","Res_AdjFlow[2]","Res_AdjFlow[3]","Res_AdjFlow[4]","Linear_Solver_Iterations","CFL_Number","Time(min)"
ZONE T= "Convergence history"
        2113, -2.43310971e-01, 1.30202774e-03, 2.26924565e-04, 1.43128056e-04, 2.00539858e-03, 0.0, -6.01537622e+00, -5.76466519e+00, -5.90295895e+00, -6.04979047e+00, 0.0, 2.0000000000, 8.0000000000, 0.0007733822
        2114, -2.43523962e-01, 1.27200513e-03, 2.27445788e-04, 1.11474059e-04, 1.95647074e-03, 0.0, -5.75499399e+00, -5.73712042e+00, -5.70677682e+00, -6.11584390e+00, 0.0, 2.0000000000, 8.0000000000, 0.0011160135
        2115, -2.46242096e-01, 1.36877567e-03, 2.30185079e-04, 1.46930839e-04, 2.02539759e-03, 0.0, -5.63262990e+00, -5.60174896e+00, -5.73495850e+00, -6.15827452e+00, 0.0, 2.0000000000, 8.0000000000, 0.0014687657
        2116, -2.45736969e-01, 1.74974502e-03, 2.36146846e-04, 4.62431951e-04, 2.38249542e-03, 0.0, -5.63827094e+00, -5.56286321e+00, -5.81665703e+00, -6.12282729e+00, 0.0, 2.0000000000, 8.0000000000, 0.0019165317
        2117, -2.44067844e-01, 2.03441170e-03, 2.45223695e-04, 6.63399845e-04, 2.57477184e-03, 0.0, -5.59693876e+00, -5.51149187e+00, -5.76720747e+00, -6.06601895e+00, 0.0, 2.0000000000, 8.0000000000, 0.0022780299
        2118, -2.43560015e-01, 2.24304584e-03, 2.56487990e-04, 7.15802949e-04, 2.66458671e-03, 0.0, -5.59030091e+00, -5.49184898e+00, -5.77825560e+00, -6.06127790e+00, 0.0, 2.0000000000, 8.0000000000, 0.0026366830
        2119, -2.43558994e-01, 2.49293218e-03, 2.69637365e-04, 7.28339131e-04, 2.82635682e-03, 0.0, -5.57375531e+00, -5.46179102e+00, -5.77506942e+00, -6.03234051e+00, 0.0, 2.0000000000, 8.0000000000, 0.0029780149
        2120, -2.43520943e-01, 2.75027244e-03, 2.83506158e-04, 6.81568471e-04, 3.02992516e-03, 0.0, -5.56915169e+00, -5.44776012e+00, -5.78278400e+00, -6.01957323e+00, 0.0, 2.0000000000, 8.0000000000, 0.0033134659
        2121, -2.43439992e-01, 2.97317337e-03, 2.96457684e-04, 5.55357243e-04, 3.21099168e-03, 0.0, -5.58678630e+00, -5.45304872e+00, -5.80911668e+00, -6.03285981e+00, 0.0, 2.0000000000, 8.0000000000, 0.0036493977
        2122, -2.43314012e-01, 3.24096615e-03, 3.07580555e-04, 4.43055804e-04, 3.44302202e-03, 0.0, -5.61433904e+00, -5.46509339e+00, -5.83985368e+00, -6.05575542e+00, 0.0, 2.0000000000, 8.0000000000, 0.0040045500
        2123, -2.43453036e-01, 3.51048646e-03, 3.16310147e-04, 3.43381613e-04, 3.66669887e-03, 0.0, -5.65248829e+00, -5.49083215e+00, -5.90759347e+00, -6.11870015e+00, 0.0, 2.0000000000, 8.0000000000, 0.0043387492
        2124, -2.43628978e-01, 3.72244061e-03, 3.23005370e-04, 1.81064459e-04, 3.80874656e-03, 0.0, -5.64175570e+00, -5.46219270e+00, -5.85828864e+00, -6.06609025e+00, 0.0, 2.0000000000, 8.0000000000, 0.0046782136
        2125, -2.43861117e-01, 3.94259076e-03, 3.27445743e-04, 4.15303489e-05, 3.95928422e-03, 0.0, -5.64092076e+00, -5.45251697e+00, -5.82535675e+00, -6.05391131e+00, 0.0, 2.0000000000, 8.0000000000, 0.0050182501
        2126, -2.44232347e-01, 4.19513360e-03, 3.30183665e-04, -3.88539660e-05, 4.15628583e-03, 0.0, -5.64108030e+00, -5.44655283e+00, -5.80457099e+00, -6.05523334e+00, 0.0, 2.0000000000, 8.0000000000, 0.0054040472
        2127, -2.44773035e-01, 4.42715307e-03, 3.31452794e-04, -1.10105624e-04, 4.34193801e-03, 0.0, -5.64572745e+00, -5.44528990e+00, -5.81172815e+00, -6.06723115e+00, 0.0, 2.0000000000, 8.0000000000, 0.0057591995
        2128, -2.45410328e-01, 4.63457182e-03, 3.31512252e-04, -1.74609734e-04, 4.51320769e-03, 0.0, -5.65097429e+00, -5.44604452e+00, -5.82943063e+00, -6.08079861e+00, 0.0, 2.0000000000, 8.0000000000, 0.0060942809
        2129, -2.46037082e-01, 4.81401236e-03, 3.30618711e-04, -2.29011529e-04, 4.66631908e-03, 0.0, -5.66001897e+00, -5.45142790e+00, -5.85198958e+00, -6.10022421e+00, 0.0, 2.0000000000, 8.0000000000, 0.0064443827
        2130, -2.46592559e-01, 4.96469912e-03, 3.28894717e-04, -2.65983563e-04, 4.80028014e-03, 0.0, -5.67117985e+00, -5.46095487e+00, -5.87559411e+00, -6.12281515e+00, 0.0, 2.0000000000, 8.0000000000, 0.0068245649
        2131, -2.47044470e-01, 5.08307344e-03, 3.26372133e-04, -2.82862093e-04, 4.91073320e-03, 0.0, -5.68490947e+00, -5.47491680e+00, -5.90102601e+00, -6.14811656e+00, 0.0, 2.0000000000, 8.0000000000, 0.0071668148
        2132, -2.47373807e-01, 5.16587443e-03, 3.23095414e-04, -2.79726603e-04, 4.99317591e-03, 0.0, -5.70142692e+00, -5.49344537e+00, -5.92922066e+00, -6.17562534e+00, 0.0, 2.0000000000, 8.0000000000, 0.0075123827
        2133, -2.47574902e-01, 5.21237144e-03, 3.19185902e-04, -2.57690377e-04, 5.04521910e-03, 0.0, -5.72087287e+00, -5.51630969e+00, -5.96019007e+00, -6.20461810e+00, 0.0, 2.0000000000, 8.0000000000, 0.0078596314
        2134, -2.47656030e-01, 5.22427038e-03, 3.14824207e-04, -2.19039838e-04, 5.06651840e-03, 0.0, -5.74326099e+00, -5.54313080e+00, -5.99333000e+00, -6.23457744e+00, 0.0, 2.0000000000, 8.0000000000, 0.0081985831
        2135, -2.47634906e-01, 5.20508184e-03, 3.10200179e-04, -1.67632102e-04, 5.05842293e-03, 0.0, -5.76847546e+00, -5.57347225e+00, -6.02805297e+00, -6.26512173e+00, 0.0, 2.0000000000, 8.0000000000, 0.0085358977
        2136, -2.47531699e-01, 5.15965162e-03, 3.05475418e-04, -1.08616754e-04, 5.02388915e-03, 0.0, -5.79632069e+00, -5.60693226e+00, -6.06395987e+00, -6.29608496e+00, 0.0, 2.0000000000, 8.0000000000, 0.0088934978
        2137, -2.47362971e-01, 5.09391321e-03, 3.00770324e-04, -4.76008582e-05, 4.96751762e-03, 0.0, -5.82655223e+00, -5.64318589e+00, -6.10080693e+00, -6.32759145e+00, 0.0, 2.0000000000, 8.0000000000, 0.0093138496
        2138, -2.47135385e-01, 5.01425908e-03, 2.96168027e-04, 9.89533127e-06, 4.89492987e-03, 0.0, -5.85891256e+00, -5.68202928e+00, -6.13858603e+00, -6.36017481e+00, 0.0, 2.0000000000, 8.0000000000, 0.0098337809
        2139, -2.46827303e-01, 4.92356952e-03, 2.91716241e-04, 5.56909628e-05, 4.80794315e-03, 0.0, -5.89288538e+00, -5.72319292e+00, -6.17714547e+00, -6.39430206e+00, 0.0, 2.0000000000, 8.0000000000, 0.0103632967
        2140, -2.46585092e-01, 4.77397908e-03, 2.87365362e-04, 3.43707778e-05, 4.64723976e-03, 0.0, -5.92584845e+00, -5.76469026e+00, -6.21209153e+00, -6.42662713e+00, 0.0, 2.0000000000, 8.0000000000, 0.0107451479
        2141, -2.46605884e-01, 4.72685976e-03, 2.83442700e-04, 8.70592074e-05, 4.60716966e-03, 0.0, -5.92311595e+00, -5.77936869e+00, -6.17263833e+00, -6.39159915e+00, 0.0, 2.0000000000, 8.0000000000, 0.0111376643
        2142, -2.46483595e-01, 4.62639592e-03, 2.79892783e-04, 5.66296509e-05, 4.49950588e-03, 0.0, -5.93943870e+00, -5.81052798e+00, -6.17554702e+00, -6.41388870e+00, 0.0, 2.0000000000, 8.0000000000, 0.0114528974
        2143, -2.46060638e-01, 4.61360380e-03, 2.76656621e-04, 8.02883793e-05, 4.49388963e-03, 0.0, -5.94355102e+00, -5.83059224e+00, -6.19048732e+00, -6.41323194e+00, 0.0, 2.0000000000, 8.0000000000, 0.0118054668
        2144, -2.45623046e-01, 4.64262776e-03, 2.73703289e-04, 1.23554260e-04, 4.53447355e-03, 0.0, -5.98282569e+00, -5.87746047e+00, -6.25935065e+00, -6.49326979e+00, 0.0, 2.0000000000, 8.0000000000, 0.0122048974
        2145, -2.45366548e-01, 4.67009669e-03, 2.70879959e-04, 1.39442042e-04, 4.56935454e-03, 0.0, -6.00637767e+00, -5.91274074e+00, -6.30040003e+00, -6.53817343e+00, 0.0, 2.0000000000, 8.0000000000, 0.0125308474
        2146, -2.45198436e-01, 4.70348394e-03, 2.68243809e-04, 1.34374204e-04, 4.60814302e-03, 0.0, -6.01169860e+00, -5.93165372e+00, -6.30320361e+00, -6.54655331e+00, 0.0, 2.0000000000, 8.0000000000, 0.0128698468
        2147, -2.45027598e-01, 4.74600396e-03, 2.65869424e-04, 1.17095087e-04, 4.65524396e-03, 0.0, -6.01160177e+00, -5.94214664e+00, -6.30198035e+00, -6.54645213e+00, 0.0, 2.0000000000, 8.0000000000, 0.0132464488
        2148, -2.44854225e-01, 4.80006949e-03, 2.63763541e-04, 9.89064831e-05, 4.71382190e-03, 0.0, -6.01483630e+00, -5.95127749e+00, -6.30603045e+00, -6.54880321e+00, 0.0, 2.0000000000, 8.0000000000, 0.0135823647
        2149, -2.44721722e-01, 4.86151769e-03, 2.61856392e-04, 8.41525512e-05, 4.77906852e-03, 0.0, -6.02044785e+00, -5.96005532e+00, -6.31115873e+00, -6.55347448e+00, 0.0, 2.0000000000, 8.0000000000, 0.0139284134
        2150, -2.44653665e-01, 4.92431990e-03, 2.60073218e-04, 7.39765537e-05, 4.84415325e-03, 0.0, -6.02819718e+00, -5.96909152e+00, -6.31702947e+00, -6.56025365e+00, 0.0, 2.0000000000, 8.0000000000, 0.0142479499
        2151, -2.44643268e-01, 4.98332314e-03, 2.58369640e-04, 6.79579335e-05, 4.90360028e-03, 0.0, -6.03833228e+00, -5.97906110e+00, -6.32621939e+00, -6.57023353e+00, 0.0, 2.0000000000, 8.0000000000, 0.0145721157
        2152, -2.44675807e-01, 5.03473466e-03, 2.56728719e-04, 6.55796246e-05, 4.95370007e-03, 0.0, -6.05223701e+00, -5.99149895e+00, -6.34108843e+00, -6.58480283e+00, 0.0, 2.0000000000, 8.0000000000, 0.0148994486
        2153, -2.44742917e-01, 5.07559521e-03, 2.55131130e-04, 6.56043629e-05, 4.99167110e-03, 0.0, -6.07005538e+00, -6.00705491e+00, -6.36161919e+00, -6.60452816e+00, 0.0, 2.0000000000, 8.0000000000, 0.0152253469
        2154, -2.44842375e-01, 5.10387312e-03, 2.53548458e-04, 6.69073169e-05, 5.01571160e-03, 0.0, -6.09059348e+00, -6.02521875e+00, -6.38540264e+00, -6.62785971e+00, 0.0, 2.0000000000, 8.0000000000, 0.0155544480
