"PointID"	"x"	"y"	"Conservative_1"	"Conservative_2"	"Conservative_3"	"Conservative_4"	"Surface_Sensitivity"	"Solution_Sensor"
0	9.997500181200000e-01	-3.632896519016437e-05	8.215083110399084e+00	-1.670880628145113e+01	-1.892715031939851e+00	4.097584094816972e+00	-3.347209435406273e+04	0.000000000000000e+00	
1	9.990000128750000e-01	-1.452537504052920e-04	3.059175892609323e+00	-7.210103054950289e+00	-6.216532766638959e-01	1.131086022879957e+00	1.162572748943975e+04	0.000000000000000e+00	
2	9.977599978450000e-01	-3.251111630156300e-04	2.595760056967203e+00	-5.755974665300766e+00	-1.023754561622187e+00	8.771486713627975e-01	6.510806984246345e+02	0.000000000000000e+00	
3	9.960200190539999e-01	-5.769983605901485e-04	2.332303527094189e+00	-5.001418253418260e+00	-8.624197498029033e-01	7.714782103447053e-01	3.460127633662281e+02	0.000000000000000e+00	
4	9.937800168990000e-01	-9.004365425509819e-04	1.971545137802543e+00	-4.224148360863470e+00	-7.665251552374938e-01	6.218361986047992e-01	2.713432235517787e+02	0.000000000000000e+00	
5	9.910500049590000e-01	-1.293363843462116e-03	1.756448160356027e+00	-3.738344285239358e+00	-7.013730315987028e-01	5.411076338601117e-01	1.323180896680246e+02	0.000000000000000e+00	
6	9.878399968150000e-01	-1.753609743384430e-03	1.594199380585487e+00	-3.373563092725495e+00	-6.401218851894624e-01	4.832363185625108e-01	8.483402783738291e+01	0.000000000000000e+00	
7	9.841300249100000e-01	-2.283176811071472e-03	1.464989855519360e+00	-3.086734002927443e+00	-5.915096031231785e-01	4.379205894499432e-01	5.798835030065403e+01	0.000000000000000e+00	
8	9.799500107769999e-01	-2.876826092032643e-03	1.363049107485146e+00	-2.857657306332344e+00	-5.512797926237631e-01	4.028461837376596e-01	4.060121175589892e+01	0.000000000000000e+00	
9	9.752799868580000e-01	-3.536324145770189e-03	1.280523960875424e+00	-2.671667215939272e+00	-5.180982260618203e-01	3.748409274179479e-01	2.983929304987075e+01	0.000000000000000e+00	
