"PointID"	"x"	"y"	"Conservative_1"	"Conservative_2"	"Conservative_3"	"Conservative_4"	"Pressure"	"Temperature"	"C<sub>p</sub>"	"Mach"
0	9.997500181200000e-01	-3.633236397249770e-05	1.199683493608600e+00	7.198544675269939e-01	1.010322659754446e-01	3.446047053340730e+00	1.290329258380432e+00	1.075558066152242e+00	6.480563803134634e-01	4.937793679573540e-01	
1	9.990000128750000e-01	-1.454682963996789e-04	1.181374091554835e+00	7.463335955363306e-01	1.067001295640585e-01	3.400226510629446e+00	1.263863886984415e+00	1.069825295830733e+00	5.889818905902126e-01	5.214571985279406e-01	
2	9.977599978450000e-01	-3.274631479222957e-04	1.170847260451184e+00	7.645640735596165e-01	1.128750939923503e-01	3.374684822656072e+00	1.247845418667027e+00	1.065762769249827e+00	5.532263809531851e-01	5.403826079119799e-01	
3	9.960200190539999e-01	-5.896882442359748e-04	1.164290986364910e+00	7.755386222957488e-01	1.197035972690976e-01	3.358875124638791e+00	1.237770805133518e+00	1.063111215004785e+00	5.307384043158891e-01	5.524603290482218e-01	
4	9.937800168990000e-01	-9.462311305383907e-04	1.159602693941914e+00	7.816085108994587e-01	1.299798074032326e-01	3.347440040169132e+00	1.230696409971032e+00	1.061308684776719e+00	5.149473436853399e-01	5.605558007090109e-01	
5	9.910500049590000e-01	-1.419707358671310e-03	1.155044153589175e+00	7.865415613601261e-01	1.443725696535076e-01	3.336335275226193e+00	1.223803959277102e+00	1.059530023570323e+00	4.995624091006735e-01	5.684575030417219e-01	
6	9.878399968150000e-01	-2.040081037558414e-03	1.148111428197171e+00	7.924612258127998e-01	1.625446621686021e-01	3.319119499856642e+00	1.213649185253518e+00	1.057083097900400e+00	4.768955027980309e-01	5.791941768980141e-01	
7	9.841300249100000e-01	-2.842997471555890e-03	1.137210412904794e+00	8.021641668278546e-01	1.826118136139674e-01	3.291972773656980e+00	1.197758467932662e+00	1.053242613979597e+00	4.414251516354054e-01	5.957523258216825e-01	
8	9.799500107769999e-01	-3.840380736029571e-03	1.121127874769757e+00	8.171075909922678e-01	2.014673134390948e-01	3.251845506183051e+00	1.174391527918008e+00	1.047508990140122e+00	3.892668033884116e-01	6.198640327939110e-01	
9	9.752799868580000e-01	-5.029369628301899e-03	1.099962905458147e+00	8.373376970958788e-01	2.152472620928035e-01	3.198989096469031e+00	1.143688182234809e+00	1.039751592130691e+00	3.207325496312702e-01	6.514615821634666e-01	
10	9.701499938960000e-01	-6.363782265634595e-03	1.074953205350718e+00	8.611540284779992e-01	2.208261704550830e-01	3.136419135653806e+00	1.107519307526488e+00	1.030295367290100e+00	2.399984543001964e-01	6.886132965911824e-01	
11	9.645400047300000e-01	-7.786109423308218e-03	1.048697040926287e+00	8.852751547238247e-01	2.166657684052115e-01	3.070496672261223e+00	1.069781867416003e+00	1.020105736611111e+00	1.557630969107203e-01	7.272336873617349e-01	
12	9.584699869160000e-01	-9.222216156184581e-03	1.025500708971834e+00	9.061287483615678e-01	2.037462335428653e-01	3.012089566910070e+00	1.036609353833545e+00	1.010832410708764e+00	8.171730766416251e-02	7.613083486976090e-01	
