SENS_AOA=0.00301278538749204
"Point","Sensitivity","PsiRho","Phi_x","Phi_y","PsiE","x_coord","y_coord"
199, 1.185717479595808e-02, -2.869816787221067e-01, 3.045770132366045e-01, -2.737333034592972e+00, -7.970302730211283e-02, 1.000000000000000e+00, 0.000000000000000e+00
0, -2.124914090246810e+00, 7.174785942716787e-01, -1.726156219453392e+00, -2.848710294143882e-01, 4.507086693188770e-01, 9.997500181200000e-01, -3.633247769499643e-05
1, 1.414191899749457e+00, 1.104930679387401e-01, -5.445276186699165e-01, -1.350087717376785e-01, 7.594321974286908e-02, 9.990000128750000e-01, -1.454754721220529e-04
2, 1.021697663380039e-01, 7.213250381896279e-02, -3.834108330529835e-01, -1.901363934655409e-01, 4.919021198724901e-02, 9.977599978450000e-01, -3.275417530106536e-04
3, 8.435711148912783e-02, 4.069802177184970e-02, -2.843030432549151e-01, -1.792107977958040e-01, 3.479041992650027e-02, 9.960200190539999e-01, -5.901118271758973e-04
4, 7.755684223525959e-02, -9.341351286738404e-04, -1.851093071930819e-01, -1.804917604176571e-01, 1.626075538901183e-02, 9.937800168990000e-01, -9.477568640935104e-04
5, 4.504565472236229e-02, -2.250197405372245e-02, -1.268204353613167e-01, -1.909177871819670e-01, 7.180301514397691e-03, 9.910500049590000e-01, -1.423905192102862e-03
6, 3.479951010650988e-02, -3.233136829647915e-02, -9.141627027049362e-02, -2.077357268495606e-01, 2.245346475706943e-03, 9.878399968150000e-01, -2.049562216931905e-03
7, 2.796352188915262e-02, -2.926671193066861e-02, -7.857899129092549e-02, -2.296234063815261e-01, 1.236500036818373e-03, 9.841300249100000e-01, -2.861424716378581e-03
8, 2.302556561204275e-02, -1.229561749006483e-02, -8.811292938160933e-02, -2.527782193946837e-01, 4.238815141889903e-03, 9.799500107769999e-01, -3.871860693511138e-03
9, 1.951936789500976e-02, 1.781343914203813e-02, -1.181590017463835e-01, -2.724830462123823e-01, 1.093152178144510e-02, 9.752799868580000e-01, -5.077650843201735e-03
10, 1.702825493716961e-02, 5.809293589001801e-02, -1.637732235359682e-01, -2.837735728773858e-01, 2.049738517640731e-02, 9.701499938960000e-01, -6.430995681517206e-03
11, 1.432843411419359e-02, 1.027375511821311e-01, -2.166047259644472e-01, -2.828582106168446e-01, 3.141083478732263e-02, 9.645400047300000e-01, -7.872121006004108e-03
12, 1.055522471461403e-02, 1.431766696065412e-01, -2.653730402606718e-01, -2.686712419576324e-01, 4.146034964071318e-02, 9.584699869160000e-01, -9.324306959148385e-03
13, 7.926824306321597e-03, 1.709140009731025e-01, -2.992070465436233e-01, -2.445341959770407e-01, 4.832218785132886e-02, 9.519400000570000e-01, -1.073120127791234e-02
14, 8.063358559268957e-03, 1.815039249967451e-01, -3.123003007540288e-01, -2.169826437147658e-01, 5.075716832527017e-02, 9.449599981310000e-01, -1.206449251875149e-02
15, 9.328006118752815e-03, 1.775109410019321e-01, -3.072329326304847e-01, -1.926476467321303e-01, 4.936919420996172e-02, 9.375399947170000e-01, -1.332889848954640e-02
16, 9.404792689771452e-03, 1.663944680676532e-01, -2.926110166605668e-01, -1.753095318375673e-01, 4.609195334785867e-02, 9.296900033950000e-01, -1.455254669619609e-02
17, 8.220772655323928e-03, 1.552384150679318e-01, -2.771591527087082e-01, -1.650321805784880e-01, 4.286825416804078e-02, 9.214000105860000e-01, -1.577470598402479e-02
18, 6.657531001005713e-03, 1.484309024675394e-01, -2.664293775694322e-01, -1.601897635056935e-01, 4.077979496858714e-02, 9.126999974250000e-01, -1.702360650967195e-02
19, 5.478574731592925e-03, 1.467052186335812e-01, -2.616645598544081e-01, -1.583394368477912e-01, 4.009508290353431e-02, 9.035800099370001e-01, -1.832096475474570e-02
20, 4.547261089676999e-03, 1.495330661317394e-01, -2.624265674317935e-01, -1.576538090645109e-01, 4.060189427301705e-02, 8.940600156780000e-01, -1.967087546051367e-02
21, 3.892034464240848e-03, 1.554914823488336e-01, -2.670963709704376e-01, -1.568886098554435e-01, 4.195962465610296e-02, 8.841500282290000e-01, -2.106892766632874e-02
22, 3.500070982796530e-03, 1.631554519216444e-01, -2.740120586960236e-01, -1.554322686354511e-01, 4.378396896989235e-02, 8.738499879840000e-01, -2.250696397552745e-02
23, 3.200726048124916e-03, 1.715414407691159e-01, -2.819504028752591e-01, -1.532668849080349e-01, 4.579243557935139e-02, 8.631799817090000e-01, -2.397291210754849e-02
24, 3.048717302837745e-03, 1.798692824149912e-01, -2.899759823216219e-01, -1.504706847945700e-01, 4.780964374373706e-02, 8.521599769590000e-01, -2.545617085506755e-02
25, 2.940103157847896e-03, 1.879295928295935e-01, -2.977891421255958e-01, -1.473241279811919e-01, 4.975163870269799e-02, 8.407700061800000e-01, -2.695368214169894e-02
26, 2.841771509578226e-03, 1.956528570796553e-01, -3.052798461422034e-01, -1.440185043410341e-01, 5.161980498337201e-02, 8.290500044819999e-01, -2.845645736082928e-02
27, 2.739600231511816e-03, 2.031046235176873e-01, -3.125129643610681e-01, -1.406311761595539e-01, 5.343501253046144e-02, 8.170099854470000e-01, -2.996098178064543e-02
