SENS_AOA=0.00130530415867552
"Point","Sensitivity","PsiRho","Phi_x","Phi_y","PsiE","x_coord","y_coord"
199, 1.478021904838151e-02, -3.113435326350299e-01, 3.548422377400978e-01, -1.232654416583789e+00, -8.182535020328247e-02, 1.000000000000000e+00, 0.000000000000000e+00
0, -9.331207207749929e-01, 1.394881866385302e-01, -5.532427345107374e-01, -1.663204722811750e-01, 1.590081957218831e-01, 9.997500181200000e-01, -3.633649522400107e-05
1, 5.884333572706482e-01, -1.140194692304432e-01, -2.712520576161261e-02, -1.045796360090750e-01, -6.120818518910898e-03, 9.990000128750000e-01, -1.457287085826302e-04
2, 3.686095384904920e-02, -1.276899467540412e-01, 4.638455812337153e-02, -1.284614936436222e-01, -1.717848447780255e-02, 9.977599978450000e-01, -3.303104030095222e-04
3, 3.566499542020735e-02, -1.443523440807435e-01, 1.001772358178812e-01, -1.305818391857509e-01, -2.497519592384348e-02, 9.960200190539999e-01, -6.049839458485253e-04
4, 3.213863429218448e-02, -1.641895972743743e-01, 1.516875331222598e-01, -1.443911202825289e-01, -3.372556731848521e-02, 9.937800168990000e-01, -1.001064519115529e-03
5, 1.987885301481731e-02, -1.719055401155972e-01, 1.800065846207371e-01, -1.692909786173111e-01, -3.738650866093993e-02, 9.910500049590000e-01, -1.569524652953826e-03
6, 1.669947882671442e-02, -1.673941265414832e-01, 1.882132706060058e-01, -2.040878371430467e-01, -3.741495349924247e-02, 9.878399968150000e-01, -2.375116746328820e-03
7, 1.541047498174563e-02, -1.462917881573681e-01, 1.709853805307061e-01, -2.465271920087405e-01, -3.288531772279620e-02, 9.841300249100000e-01, -3.485160675019776e-03
8, 1.433019347375808e-02, -1.040103861428654e-01, 1.232394655667247e-01, -2.922194993398824e-01, -2.278290181092948e-02, 9.799500107769999e-01, -4.916643682258331e-03
9, 1.307817717657503e-02, -3.619162635927470e-02, 4.077149240971836e-02, -3.341566728041038e-01, -6.042594439055006e-03, 9.752799868580000e-01, -6.637403835151832e-03
10, 3.458118223098942e-02, 5.918488381129597e-02, -7.671761020626963e-02, -3.624088761206359e-01, 1.788370743772040e-02, 9.701499938960000e-01, -8.524345877434556e-03
11, 5.686208912045108e-02, 1.809600341894392e-01, -2.224557925812366e-01, -3.672067518907933e-01, 4.878136796170009e-02, 9.645400047300000e-01, -1.042083851696178e-02
12, -1.731203439169624e-02, 3.179937874073613e-01, -3.788273275958798e-01, -3.378612730132906e-01, 8.378931336373585e-02, 9.584699869160000e-01, -1.215204257770333e-02
13, -9.746724321861110e-02, 4.244855922942342e-01, -5.003392975533143e-01, -2.687617413458613e-01, 1.109132667247377e-01, 9.519400000570000e-01, -1.360063250378232e-02
14, -3.907899210515518e-02, 4.258215390052681e-01, -5.130043365518631e-01, -1.831436405568308e-01, 1.111186032565056e-01, 9.449599981310000e-01, -1.473324147659959e-02
15, 4.521630386230369e-02, 3.167936476094331e-01, -4.027896076020739e-01, -1.213989087787254e-01, 8.265962829360159e-02, 9.375399947170000e-01, -1.560647746446234e-02
16, 4.544920533931399e-02, 1.932459925749983e-01, -2.669762258447451e-01, -9.501306134013195e-02, 5.046914019018495e-02, 9.296900033950000e-01, -1.633786115950183e-02
17, 1.029787531218702e-02, 1.216275103951186e-01, -1.840788721090402e-01, -8.983296109739926e-02, 3.215654590505143e-02, 9.214000105860000e-01, -1.706358761095082e-02
18, -8.708402438924966e-04, 9.257006391995919e-02, -1.478074267949695e-01, -9.736209686960608e-02, 2.469427430583865e-02, 9.126999974250000e-01, -1.789381143651114e-02
19, 3.074497462477806e-03, 8.588147514595479e-02, -1.366432716169833e-01, -1.123205946389800e-01, 2.276321900444110e-02, 9.035800099370001e-01, -1.889618408785499e-02
20, 4.340474494926861e-03, 9.610142593689250e-02, -1.452136507692353e-01, -1.284100443356728e-01, 2.518811969056734e-02, 8.940600156780000e-01, -2.008402545838009e-02
21, 2.118256068207027e-03, 1.211233369682664e-01, -1.712118632834926e-01, -1.412897398915797e-01, 3.147593925700867e-02, 8.841500282290000e-01, -2.142895329155655e-02
22, -8.889233171160818e-05, 1.572039919947750e-01, -2.099945125725772e-01, -1.488018299150367e-01, 4.062797673439228e-02, 8.738499879840000e-01, -2.287727927653813e-02
23, 3.888397407617563e-03, 2.002548924548874e-01, -2.564939040046198e-01, -1.500800938808069e-01, 5.156145751366829e-02, 8.631799817090000e-01, -2.436202005603326e-02
24, 1.739838593188784e-02, 2.467236182085532e-01, -3.063758850651224e-01, -1.452444121485824e-01, 6.337902842260812e-02, 8.521599769590000e-01, -2.581898980156254e-02
25, 2.292668654782550e-02, 2.946157786771887e-01, -3.570167693689572e-01, -1.353648527762910e-01, 7.555132372517745e-02, 8.407700061800000e-01, -2.720029139810473e-02
26, 7.507599658491564e-04, 3.425089070619364e-01, -4.066423831328747e-01, -1.214654634345081e-01, 8.764743857201204e-02, 8.290500044819999e-01, -2.846565295696902e-02
27, -3.085826897512441e-02, 3.852946101217068e-01, -4.503158988542278e-01, -1.042949573083609e-01, 9.831505488148121e-02, 8.170099854470000e-01, -2.959487666857113e-02
28, -3.834722248768686e-02, 4.120013568289942e-01, -4.775906711677692e-01, -8.529789919039446e-02, 1.047673588962704e-01, 8.046399950980000e-01, -3.058339473195090e-02
29, -1.578541449303339e-02, 4.109871111171191e-01, -4.770589490545309e-01, -6.687413984091871e-02, 1.042125107263990e-01, 7.919700145720000e-01, -3.143433989457425e-02
