"PointID"	"x"	"y"	"Conservative_1"	"Conservative_2"	"Conservative_3"	"Conservative_4"	"Surface_Sensitivity"	"Solution_Sensor"
0	9.997500181200000e-01	-3.633242766763339e-05	-1.709538766530309e-01	1.035527475992900e-01	-1.189463730653845e-01	-1.489766993370215e-02	-5.378647462997299e+02	0.000000000000000e+00	
1	9.990000128750000e-01	-1.454723186879687e-04	-2.155604369110820e-01	2.226103398755939e-01	-9.737781583119708e-02	-4.774010316146074e-02	1.184187823397265e+02	0.000000000000000e+00	
2	9.977599978450000e-01	-3.275072746466343e-04	-2.125713239265909e-01	2.417208070930614e-01	-9.776096701044446e-02	-4.962406805864489e-02	5.571646032783954e+00	0.000000000000000e+00	
3	9.960200190539999e-01	-5.899266055067355e-04	-2.103649212863678e-01	2.503760971515499e-01	-9.821265456235555e-02	-5.016890753251476e-02	3.789666327106826e+00	0.000000000000000e+00	
4	9.937800168990000e-01	-9.470928565292471e-04	-2.104216106004946e-01	2.584185411411318e-01	-1.043509246652637e-01	-5.111349643936088e-02	3.107985101856293e+00	0.000000000000000e+00	
5	9.910500049590000e-01	-1.422090979863055e-03	-2.078128266537609e-01	2.608354910766040e-01	-1.161419247522214e-01	-5.096875547421918e-02	1.760680913101587e+00	0.000000000000000e+00	
6	9.878399968150000e-01	-2.045505469349461e-03	-2.010099216409047e-01	2.566185127304396e-01	-1.329106677640874e-01	-4.959802268618146e-02	1.304948837157148e+00	0.000000000000000e+00	
7	9.841300249100000e-01	-2.853651718326101e-03	-1.877225748085617e-01	2.428788562780778e-01	-1.531147722931706e-01	-4.649658129714603e-02	1.001148876857959e+00	0.000000000000000e+00	
8	9.799500107769999e-01	-3.858844595093603e-03	-1.662533927561350e-01	2.175145401267871e-01	-1.741522515529671e-01	-4.126564433331304e-02	7.143355111271749e-01	0.000000000000000e+00	
9	9.752799868580000e-01	-5.058242941590953e-03	-1.361093825342168e-01	1.799858306721658e-01	-1.925173828113228e-01	-3.378159295767773e-02	4.434677188253237e-01	0.000000000000000e+00	
10	9.701499938960000e-01	-6.405031173625574e-03	-9.887416228296600e-02	1.326695722214623e-01	-2.044418764880342e-01	-2.443185038698906e-02	2.546130427345983e-01	0.000000000000000e+00	
11	9.645400047300000e-01	-7.840737052131432e-03	-5.842870662467472e-02	8.085448802444446e-02	-2.068991424497809e-01	-1.419971531151905e-02	2.296307100886630e-02	0.000000000000000e+00	
